voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
1,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
2,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
3,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
4,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
5,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
6,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
7,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
8,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
9,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
10,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
11,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
12,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
13,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
14,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
15,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
16,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
17,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
18,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
19,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
20,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
21,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
22,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
23,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
24,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
25,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
26,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
27,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
28,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
29,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
30,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
31,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
32,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
33,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
34,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
35,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
36,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
37,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
38,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
39,Andrew BURNS     (Lab),skipped,skipped,skipped,skipped,skipped,3
