voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,John FINLAYSON Independent,Peter Ã“ DONNGHAILE Scottish Labour Party,Jack CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
1,John FINLAYSON Independent,Peter Ã“ DONNGHAILE Scottish Labour Party,Jack CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
2,John FINLAYSON Independent,Peter Ã“ DONNGHAILE Scottish Labour Party,Jack CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
3,John FINLAYSON Independent,Peter Ã“ DONNGHAILE Scottish Labour Party,Jack CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
4,John FINLAYSON Independent,Peter Ã“ DONNGHAILE Scottish Labour Party,Jack CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Drew MILLAR Scottish National Party (SNP),Hector MACLEOD Alba Party for independence,John FINLAYSON Independent,Ruraidh STEWART Scottish Conservative and Unionist,Donald MACDONALD Independent,Calum MUNRO Independent,Fay THOMSON Independent,skipped,skipped,4
6,Donald MACDONALD Independent,John FINLAYSON Independent,Ruraidh STEWART Scottish Conservative and Unionist,Fay THOMSON Independent,Calum MUNRO Independent,skipped,skipped,skipped,skipped,4
7,John FINLAYSON Independent,Drew MILLAR Scottish National Party (SNP),Peter Ã“ DONNGHAILE Scottish Labour Party,Fay THOMSON Independent,Calum MUNRO Independent,Donald MACDONALD Independent,Jack CLARK Scottish Liberal Democrats,Hector MACLEOD Alba Party for independence,Ruraidh STEWART Scottish Conservative and Unionist,4
8,John FINLAYSON Independent,Calum MUNRO Independent,Donald MACDONALD Independent,Fay THOMSON Independent,Jack CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
9,Drew MILLAR Scottish National Party (SNP),Peter Ã“ DONNGHAILE Scottish Labour Party,Jack CLARK Scottish Liberal Democrats,Calum MUNRO Independent,Fay THOMSON Independent,Donald MACDONALD Independent,John FINLAYSON Independent,Hector MACLEOD Alba Party for independence,Ruraidh STEWART Scottish Conservative and Unionist,4
10,Calum MUNRO Independent,John FINLAYSON Independent,Hector MACLEOD Alba Party for independence,Ruraidh STEWART Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
