voter_id,rank1,rank2,rank3,rank4,num_positions
0,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
1,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
2,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
3,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
4,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
5,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
6,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
7,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
8,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
9,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
10,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
11,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
12,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
13,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
14,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
15,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
16,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
17,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
18,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
19,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
20,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
21,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
22,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
23,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
24,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
25,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
26,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
27,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
28,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
29,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
30,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
31,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
32,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
33,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
34,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
35,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
36,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
37,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
38,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
39,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
40,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
41,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
42,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
43,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
44,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
45,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
46,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
47,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
48,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
49,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
50,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
51,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
52,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
53,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
54,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
55,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
56,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
57,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
58,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
59,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
60,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
61,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
62,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
63,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
64,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
65,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
66,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
67,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
68,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
69,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
70,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
71,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
72,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
73,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
74,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
75,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
76,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
77,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
78,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
79,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
80,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
81,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
82,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
83,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
84,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
85,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
86,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
87,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
88,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
89,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
90,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
91,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
92,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
93,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
94,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
95,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
96,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
97,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
98,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
99,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
100,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
101,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
102,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
103,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
104,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
105,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
106,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
107,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
108,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
109,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
110,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
111,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
112,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
113,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
114,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
115,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
116,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
117,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
118,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
119,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
120,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
121,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
122,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
123,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
124,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
125,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
126,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
127,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
128,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
129,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
130,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
131,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
132,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
133,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
134,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
135,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
136,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
137,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
138,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
139,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
140,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
141,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
142,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
143,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
144,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
145,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
146,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
147,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
148,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
149,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
150,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
151,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
152,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
153,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
154,Catherine MACDONALD (Ind),skipped,skipped,skipped,3
155,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
156,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
157,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
158,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
159,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
160,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
161,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
162,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
163,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
164,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
165,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
166,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
167,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
168,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
169,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
170,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
171,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
172,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
173,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
174,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
175,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
176,Catherine MACDONALD (Ind),D J MACRAE (Lab),skipped,skipped,3
