voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
1,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
2,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
3,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
4,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
5,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
6,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
7,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
8,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
9,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
10,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
11,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
12,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
13,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
14,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
15,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
16,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
17,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
20,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
21,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
22,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
23,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
24,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
25,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
26,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
27,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
28,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
29,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
30,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
31,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
32,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
33,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
34,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
35,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
36,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
37,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
38,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
39,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
40,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
41,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
42,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
43,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
44,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
45,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
46,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
47,Alistair BERRILL (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
48,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,3
49,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,3
50,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,3
51,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,3
52,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),skipped,skipped,skipped,skipped,skipped,skipped,3
53,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),Philip GRAVES (Con),skipped,skipped,skipped,skipped,skipped,3
54,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),Philip GRAVES (Con),skipped,skipped,skipped,skipped,skipped,3
55,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),Philip GRAVES (Con),skipped,skipped,skipped,skipped,skipped,3
56,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),Philip GRAVES (Con),skipped,skipped,skipped,skipped,skipped,3
57,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),Philip GRAVES (Con),skipped,skipped,skipped,skipped,skipped,3
58,Alistair BERRILL (Con),Gordon Kerr COWTAN (Grn),Philip GRAVES (Con),skipped,skipped,skipped,skipped,skipped,3
