voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Peter COLEMAN ,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Peter COLEMAN ,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Peter COLEMAN ,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Peter COLEMAN ,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Peter COLEMAN ,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,skipped,skipped,skipped,skipped,skipped,4
6,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Amanda HAWICK Independent,Neil PEARSON Independent,skipped,skipped,skipped,4
7,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Amanda HAWICK Independent,Neil PEARSON Independent,Cecil Laing SMITH Independent,Shayne Charles MCLEOD Independent,Dennis LEASK Independent,4
8,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Amanda HAWICK Independent,Neil PEARSON Independent,Cecil Laing SMITH Independent,Shayne Charles MCLEOD Independent,Dennis LEASK Independent,4
9,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Amanda HAWICK Independent,Cecil Laing SMITH Independent,Shayne Charles MCLEOD Independent,skipped,skipped,4
10,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,skipped,skipped,skipped,skipped,4
11,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,skipped,skipped,skipped,skipped,4
12,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,skipped,skipped,skipped,skipped,4
13,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,skipped,skipped,skipped,skipped,4
14,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,skipped,skipped,skipped,skipped,4
15,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,skipped,skipped,skipped,skipped,4
16,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,skipped,skipped,skipped,skipped,4
17,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,Amanda HAWICK Independent,skipped,skipped,skipped,4
18,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,Neil PEARSON Independent,skipped,skipped,skipped,4
19,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,Neil PEARSON Independent,Shayne Charles MCLEOD Independent,Amanda HAWICK Independent,Cecil Laing SMITH Independent,4
20,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,Cecil Laing SMITH Independent,skipped,skipped,skipped,4
21,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Dennis LEASK Independent,Cecil Laing SMITH Independent,Shayne Charles MCLEOD Independent,Neil PEARSON Independent,Amanda HAWICK Independent,4
22,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Shayne Charles MCLEOD Independent,Neil PEARSON Independent,Dennis LEASK Independent,Cecil Laing SMITH Independent,Amanda HAWICK Independent,4
23,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Neil PEARSON Independent,Amanda HAWICK Independent,skipped,skipped,skipped,4
24,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Neil PEARSON Independent,Dennis LEASK Independent,skipped,skipped,skipped,4
25,Peter COLEMAN ,John Finlay Sinclair FRASER Independent,Neil PEARSON Independent,Dennis LEASK Independent,skipped,skipped,skipped,4
