voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Ind Andy ANDERSON,Ind Marie BOULTON,Lab M. Tauqeer MALIK,skipped,skipped,skipped,skipped,3
1,Ind Andy ANDERSON,Ind Marie BOULTON,Lab M. Tauqeer MALIK,skipped,skipped,skipped,skipped,3
2,Ind Andy ANDERSON,Ind Marie BOULTON,Lab M. Tauqeer MALIK,LD Aileen MALONE,SNP Dorothy Janet MCCAIG,Con Raymond MURCHIE,Ind Peter REISS,3
3,Ind Andy ANDERSON,Ind Marie BOULTON,Lab M. Tauqeer MALIK,Ind Peter REISS,LD Aileen MALONE,Con Raymond MURCHIE,SNP Dorothy Janet MCCAIG,3
4,Ind Andy ANDERSON,Ind Marie BOULTON,LD Aileen MALONE,skipped,skipped,skipped,skipped,3
5,Ind Andy ANDERSON,Ind Marie BOULTON,LD Aileen MALONE,Ind Peter REISS,Con Raymond MURCHIE,Lab M. Tauqeer MALIK,SNP Dorothy Janet MCCAIG,3
6,Ind Andy ANDERSON,Ind Marie BOULTON,SNP Dorothy Janet MCCAIG,LD Aileen MALONE,skipped,skipped,skipped,3
7,Ind Andy ANDERSON,Ind Marie BOULTON,SNP Dorothy Janet MCCAIG,Ind Peter REISS,skipped,skipped,skipped,3
8,Ind Andy ANDERSON,Ind Marie BOULTON,Con Raymond MURCHIE,skipped,skipped,skipped,skipped,3
9,Ind Andy ANDERSON,Ind Marie BOULTON,Con Raymond MURCHIE,LD Aileen MALONE,SNP Dorothy Janet MCCAIG,Ind Peter REISS,skipped,3
10,Ind Andy ANDERSON,Ind Marie BOULTON,Con Raymond MURCHIE,Ind Peter REISS,SNP Dorothy Janet MCCAIG,Lab M. Tauqeer MALIK,LD Aileen MALONE,3
11,Ind Andy ANDERSON,Ind Marie BOULTON,Con Raymond MURCHIE,Ind Peter REISS,SNP Dorothy Janet MCCAIG,Lab M. Tauqeer MALIK,LD Aileen MALONE,3
12,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
13,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
14,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
15,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
16,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
17,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
18,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
19,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
20,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
21,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
22,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
23,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
24,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
25,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,skipped,skipped,skipped,skipped,3
26,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,Lab M. Tauqeer MALIK,skipped,skipped,skipped,3
27,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,Lab M. Tauqeer MALIK,SNP Dorothy Janet MCCAIG,Con Raymond MURCHIE,LD Aileen MALONE,3
28,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,LD Aileen MALONE,Lab M. Tauqeer MALIK,SNP Dorothy Janet MCCAIG,Con Raymond MURCHIE,3
29,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,LD Aileen MALONE,Con Raymond MURCHIE,Lab M. Tauqeer MALIK,SNP Dorothy Janet MCCAIG,3
30,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,SNP Dorothy Janet MCCAIG,skipped,skipped,skipped,3
31,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,SNP Dorothy Janet MCCAIG,skipped,skipped,skipped,3
32,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,SNP Dorothy Janet MCCAIG,skipped,skipped,skipped,3
33,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,Con Raymond MURCHIE,skipped,skipped,skipped,3
34,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,Con Raymond MURCHIE,skipped,skipped,skipped,3
35,Ind Andy ANDERSON,Ind Marie BOULTON,Ind Peter REISS,Con Raymond MURCHIE,skipped,skipped,skipped,3
36,Ind Andy ANDERSON,Lab M. Tauqeer MALIK,Ind Marie BOULTON,skipped,skipped,skipped,skipped,3
37,Ind Andy ANDERSON,Lab M. Tauqeer MALIK,Ind Marie BOULTON,skipped,skipped,skipped,skipped,3
38,Ind Andy ANDERSON,Lab M. Tauqeer MALIK,Ind Peter REISS,skipped,skipped,skipped,skipped,3
39,Ind Andy ANDERSON,LD Aileen MALONE,skipped,skipped,skipped,skipped,skipped,3
40,Ind Andy ANDERSON,LD Aileen MALONE,Ind Marie BOULTON,skipped,skipped,skipped,skipped,3
41,Ind Andy ANDERSON,LD Aileen MALONE,Con Raymond MURCHIE,skipped,skipped,skipped,skipped,3
42,Ind Andy ANDERSON,LD Aileen MALONE,Con Raymond MURCHIE,Ind Peter REISS,skipped,skipped,skipped,3
43,Ind Andy ANDERSON,SNP Dorothy Janet MCCAIG,skipped,skipped,skipped,skipped,skipped,3
44,Ind Andy ANDERSON,SNP Dorothy Janet MCCAIG,LD Aileen MALONE,skipped,skipped,skipped,skipped,3
45,Ind Andy ANDERSON,SNP Dorothy Janet MCCAIG,Con Raymond MURCHIE,skipped,skipped,skipped,skipped,3
46,Ind Andy ANDERSON,SNP Dorothy Janet MCCAIG,Ind Peter REISS,Lab M. Tauqeer MALIK,skipped,skipped,skipped,3
47,Ind Andy ANDERSON,Con Raymond MURCHIE,Ind Marie BOULTON,LD Aileen MALONE,skipped,skipped,skipped,3
48,Ind Andy ANDERSON,Con Raymond MURCHIE,LD Aileen MALONE,skipped,skipped,skipped,skipped,3
49,Ind Andy ANDERSON,Con Raymond MURCHIE,LD Aileen MALONE,skipped,skipped,skipped,skipped,3
50,Ind Andy ANDERSON,Con Raymond MURCHIE,LD Aileen MALONE,skipped,skipped,skipped,skipped,3
51,Ind Andy ANDERSON,Con Raymond MURCHIE,Ind Peter REISS,skipped,skipped,skipped,skipped,3
52,Ind Andy ANDERSON,Ind Peter REISS,skipped,skipped,skipped,skipped,skipped,3
53,Ind Andy ANDERSON,Ind Peter REISS,skipped,skipped,skipped,skipped,skipped,3
54,Ind Andy ANDERSON,Ind Peter REISS,Ind Marie BOULTON,skipped,skipped,skipped,skipped,3
55,Ind Andy ANDERSON,Ind Peter REISS,Ind Marie BOULTON,skipped,skipped,skipped,skipped,3
56,Ind Andy ANDERSON,Ind Peter REISS,Ind Marie BOULTON,Lab M. Tauqeer MALIK,Con Raymond MURCHIE,SNP Dorothy Janet MCCAIG,LD Aileen MALONE,3
57,Ind Andy ANDERSON,Ind Peter REISS,Ind Marie BOULTON,LD Aileen MALONE,SNP Dorothy Janet MCCAIG,skipped,skipped,3
58,Ind Andy ANDERSON,Ind Peter REISS,Ind Marie BOULTON,SNP Dorothy Janet MCCAIG,skipped,skipped,skipped,3
59,Ind Andy ANDERSON,Ind Peter REISS,Lab M. Tauqeer MALIK,skipped,skipped,skipped,skipped,3
60,Ind Andy ANDERSON,Ind Peter REISS,LD Aileen MALONE,SNP Dorothy Janet MCCAIG,Ind Marie BOULTON,Lab M. Tauqeer MALIK,Con Raymond MURCHIE,3
61,Ind Andy ANDERSON,Ind Peter REISS,LD Aileen MALONE,Con Raymond MURCHIE,SNP Dorothy Janet MCCAIG,Lab M. Tauqeer MALIK,skipped,3
62,Ind Andy ANDERSON,Ind Peter REISS,SNP Dorothy Janet MCCAIG,skipped,skipped,skipped,skipped,3
63,Ind Andy ANDERSON,Ind Peter REISS,SNP Dorothy Janet MCCAIG,LD Aileen MALONE,Ind Marie BOULTON,Con Raymond MURCHIE,Lab M. Tauqeer MALIK,3
64,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
65,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
66,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
67,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
68,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
69,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
70,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
71,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
72,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
73,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
74,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
75,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
76,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
77,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
78,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
79,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
80,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
81,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
82,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
83,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
84,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
85,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
86,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
87,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
88,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
89,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
90,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
91,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
92,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
93,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
94,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
95,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
96,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
97,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
98,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
99,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
100,Ind Marie BOULTON,skipped,skipped,skipped,skipped,skipped,skipped,3
