voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,num_positions
0,Ruth BLACK (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
1,Ruth BLACK (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
2,Ruth BLACK (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
3,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
4,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
5,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),Michael O'DONNELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
6,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),Michael O'DONNELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
7,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),Chris CREIGHTON (Ind),Colin DEANS (Ind),Josephine U DOCHERTY (SNP),Shoaib GUL (SNP),Stephen CURRAN (Lab),Emma GILLAN (Lab),Michael O'DONNELL (LD),Robert MCELROY (Con),Diane HARVEY (TUSC),3
8,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),Chris CREIGHTON (Ind),Diane HARVEY (TUSC),Colin DEANS (Ind),Josephine U DOCHERTY (SNP),Shoaib GUL (SNP),Stephen CURRAN (Lab),Emma GILLAN (Lab),Robert MCELROY (Con),Michael O'DONNELL (LD),3
9,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),Stephen CURRAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
10,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),Emma GILLAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
11,Ruth BLACK (Glasgow First),Ben THOMSON (Grn),Shoaib GUL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
12,Ruth BLACK (Glasgow First),Chris CREIGHTON (Ind),Ben THOMSON (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
13,Ruth BLACK (Glasgow First),Chris CREIGHTON (Ind),Ben THOMSON (Grn),Colin DEANS (Ind),Michael O'DONNELL (LD),Josephine U DOCHERTY (SNP),Shoaib GUL (SNP),Diane HARVEY (TUSC),Robert MCELROY (Con),Stephen CURRAN (Lab),skipped,3
14,Ruth BLACK (Glasgow First),Chris CREIGHTON (Ind),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
15,Ruth BLACK (Glasgow First),Chris CREIGHTON (Ind),Colin DEANS (Ind),Diane HARVEY (TUSC),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
16,Ruth BLACK (Glasgow First),Chris CREIGHTON (Ind),Diane HARVEY (TUSC),Michael O'DONNELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
17,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Ben THOMSON (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Ben THOMSON (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Ben THOMSON (Grn),Colin DEANS (Ind),Diane HARVEY (TUSC),skipped,skipped,skipped,skipped,skipped,skipped,3
20,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
21,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
22,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Colin DEANS (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
23,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Josephine U DOCHERTY (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
24,Ruth BLACK (Glasgow First),Stephen CURRAN (Lab),Josephine U DOCHERTY (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
