voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Jen BROADHURST (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Jen BROADHURST (Grn),Ellen FREEL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
31,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
32,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
33,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
34,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),Eòghann MACCOLL (SNP),skipped,skipped,skipped,skipped,skipped,4
35,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),Eòghann MACCOLL (SNP),skipped,skipped,skipped,skipped,skipped,4
36,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),Eòghann MACCOLL (SNP),skipped,skipped,skipped,skipped,skipped,4
37,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),Eòghann MACCOLL (SNP),skipped,skipped,skipped,skipped,skipped,4
38,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),Eòghann MACCOLL (SNP),John MCFADZEAN (C),John MCGHEE (Lab),Gordon WALKER (Ind),Amrik SINGH (Libtn),skipped,4
39,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),Eòghann MACCOLL (SNP),John MCGHEE (Lab),Amrik SINGH (Libtn),Gordon WALKER (Ind),skipped,skipped,4
40,Jen BROADHURST (Grn),Ellen FREEL (Ind),Gordon JENKINS (SNP),Eòghann MACCOLL (SNP),John MCGHEE (Lab),Gordon WALKER (Ind),skipped,skipped,skipped,4
