voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Pol Stanley CLEMENTSMITH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
