voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Jackie HENDRY Scottish National Party (SNP),Ric SCOTT Scottish Conservative and Unionist,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,skipped,3
1,Jackie HENDRY Scottish National Party (SNP),Ric SCOTT Scottish Conservative and Unionist,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,skipped,3
2,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Calum Mark LIPTROT Scottish Libertarian Party,Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,Ric SCOTT Scottish Conservative and Unionist,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),3
3,Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Ron MACWILLIAM Independent,Calum Mark LIPTROT Scottish Libertarian Party,Ric SCOTT Scottish Conservative and Unionist,3
4,Ron MACWILLIAM Independent,Ric SCOTT Scottish Conservative and Unionist,Claire MACLEAN Scottish Greens - Delivering For Our Community,Calum Mark LIPTROT Scottish Libertarian Party,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Andrew MACKINTOSH Scottish Labour Party,Jackie HENDRY Scottish National Party (SNP),3
5,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Ric SCOTT Scottish Conservative and Unionist,Calum Mark LIPTROT Scottish Libertarian Party,skipped,skipped,skipped,3
6,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Andrew MACKINTOSH Scottish Labour Party,Ron MACWILLIAM Independent,skipped,skipped,3
7,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Andrew MACKINTOSH Scottish Labour Party,Ron MACWILLIAM Independent,skipped,skipped,3
8,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Andrew MACKINTOSH Scottish Labour Party,Ron MACWILLIAM Independent,skipped,skipped,3
9,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Andrew MACKINTOSH Scottish Labour Party,Ron MACWILLIAM Independent,skipped,skipped,3
10,Claire MACLEAN Scottish Greens - Delivering For Our Community,Ron MACWILLIAM Independent,Andrew MACKINTOSH Scottish Labour Party,Calum Mark LIPTROT Scottish Libertarian Party,Ric SCOTT Scottish Conservative and Unionist,skipped,skipped,3
11,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Ric SCOTT Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
12,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Ric SCOTT Scottish Conservative and Unionist,Ron MACWILLIAM Independent,Calum Mark LIPTROT Scottish Libertarian Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,Andrew MACKINTOSH Scottish Labour Party,Jackie HENDRY Scottish National Party (SNP),3
13,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
14,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
15,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
16,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
17,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
18,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
19,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
20,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
21,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
22,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
23,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
24,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
25,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
26,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
27,Ron MACWILLIAM Independent,Jackie HENDRY Scottish National Party (SNP),Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
28,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Andrew MACKINTOSH Scottish Labour Party,Calum Mark LIPTROT Scottish Libertarian Party,Ric SCOTT Scottish Conservative and Unionist,3
29,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Andrew MACKINTOSH Scottish Labour Party,Calum Mark LIPTROT Scottish Libertarian Party,Ric SCOTT Scottish Conservative and Unionist,3
30,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Andrew MACKINTOSH Scottish Labour Party,Calum Mark LIPTROT Scottish Libertarian Party,Ric SCOTT Scottish Conservative and Unionist,3
31,Andrew MACKINTOSH Scottish Labour Party,Jackie HENDRY Scottish National Party (SNP),Calum Mark LIPTROT Scottish Libertarian Party,skipped,skipped,skipped,skipped,3
32,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Ric SCOTT Scottish Conservative and Unionist,Calum Mark LIPTROT Scottish Libertarian Party,3
33,Jackie HENDRY Scottish National Party (SNP),Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Claire MACLEAN Scottish Greens - Delivering For Our Community,Andrew MACKINTOSH Scottish Labour Party,Ron MACWILLIAM Independent,Ric SCOTT Scottish Conservative and Unionist,Calum Mark LIPTROT Scottish Libertarian Party,3
34,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
35,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
36,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
37,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
38,Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Calum Mark LIPTROT Scottish Libertarian Party,skipped,skipped,skipped,skipped,3
39,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Calum Mark LIPTROT Scottish Libertarian Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,Ron MACWILLIAM Independent,Ric SCOTT Scottish Conservative and Unionist,3
40,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Calum Mark LIPTROT Scottish Libertarian Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,Ron MACWILLIAM Independent,Ric SCOTT Scottish Conservative and Unionist,3
41,Jackie HENDRY Scottish National Party (SNP),Calum Mark LIPTROT Scottish Libertarian Party,Andrew MACKINTOSH Scottish Labour Party,skipped,skipped,skipped,skipped,3
42,Jackie HENDRY Scottish National Party (SNP),Calum Mark LIPTROT Scottish Libertarian Party,Andrew MACKINTOSH Scottish Labour Party,skipped,skipped,skipped,skipped,3
43,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Andrew MACKINTOSH Scottish Labour Party,Jackie HENDRY Scottish National Party (SNP),Calum Mark LIPTROT Scottish Libertarian Party,Ric SCOTT Scottish Conservative and Unionist,3
44,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
45,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
46,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
47,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
48,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
49,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
50,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
51,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Claire MACLEAN Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
52,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Calum Mark LIPTROT Scottish Libertarian Party,Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Ric SCOTT Scottish Conservative and Unionist,3
53,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
54,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
55,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
56,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
57,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
58,Jackie HENDRY Scottish National Party (SNP),Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,skipped,skipped,skipped,3
59,Ron MACWILLIAM Independent,Claire MACLEAN Scottish Greens - Delivering For Our Community,Jackie HENDRY Scottish National Party (SNP),Andrew MACKINTOSH Scottish Labour Party,Alasdair CHRISTIE Scottish Liberal Democrat Focus Team,Calum Mark LIPTROT Scottish Libertarian Party,Ric SCOTT Scottish Conservative and Unionist,3
