voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
1,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
2,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
3,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
4,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
5,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
6,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
7,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
8,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
9,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
10,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
11,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
12,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
13,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
14,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
15,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
16,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
17,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,John ALLISON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,John ALLISON (Ind),Mick RICE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
20,John ALLISON (Ind),Mick RICE (Lab),Audrey E FORREST (SNP),Keir LOW (SNP),Bobby GOOD (C),Ross MORELAND (LD),Jimmy MCQUEEN (Ind),Gordon MCKINVEN (Ind),Brian LOGAN (Ind),Jim ANDERSON (Ind),3
21,John ALLISON (Ind),Mick RICE (Lab),Brian LOGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
22,John ALLISON (Ind),Mick RICE (Lab),Jimmy MCQUEEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
23,John ALLISON (Ind),Mick RICE (Lab),Ross MORELAND (LD),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,3
24,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
25,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
26,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
27,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
28,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
29,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
30,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
31,John ALLISON (Ind),Jim ANDERSON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
32,John ALLISON (Ind),Jim ANDERSON (Ind),Mick RICE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
33,John ALLISON (Ind),Jim ANDERSON (Ind),Audrey E FORREST (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
34,John ALLISON (Ind),Jim ANDERSON (Ind),Audrey E FORREST (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
35,John ALLISON (Ind),Jim ANDERSON (Ind),Audrey E FORREST (SNP),Keir LOW (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
36,John ALLISON (Ind),Jim ANDERSON (Ind),Audrey E FORREST (SNP),Keir LOW (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
37,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
38,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
39,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
40,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
41,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
42,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
43,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
44,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
45,John ALLISON (Ind),Jim ANDERSON (Ind),Bobby GOOD (C),Brian LOGAN (Ind),Gordon MCKINVEN (Ind),Jimmy MCQUEEN (Ind),Ross MORELAND (LD),skipped,skipped,skipped,3
