voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),Esme HOUSTON Scottish Green Party,Simon Peter WATSON Aberdeen Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),Esme HOUSTON Scottish Green Party,Simon Peter WATSON Aberdeen Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),Esme HOUSTON Scottish Green Party,Simon Peter WATSON Aberdeen Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),Esme HOUSTON Scottish Green Party,Simon Peter WATSON Aberdeen Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
12,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
13,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
14,Lee FAIRFULL Scottish National Party (SNP),Christian ALLARD Scottish National Party (SNP),Brian ALLAN Alba Party for independence,Esme HOUSTON Scottish Green Party,Paul DAWSON Independent,Simon MCLEAN Independent,Gregor MCABERY Scottish Liberal Democrats,Simon Peter WATSON Aberdeen Labour,Oren KATZ Scottish Libertarian Party,Michael KUSZNIR Scottish Conservative and Unionist,4
15,Michael KUSZNIR Scottish Conservative and Unionist,Gregor MCABERY Scottish Liberal Democrats,Paul DAWSON Independent,Simon MCLEAN Independent,Brian ALLAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,4
16,Esme HOUSTON Scottish Green Party,Simon Peter WATSON Aberdeen Labour,Gregor MCABERY Scottish Liberal Democrats,Oren KATZ Scottish Libertarian Party,Simon MCLEAN Independent,Christian ALLARD Scottish National Party (SNP),Lee FAIRFULL Scottish National Party (SNP),Paul DAWSON Independent,Michael KUSZNIR Scottish Conservative and Unionist,Brian ALLAN Alba Party for independence,4
