voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
1,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
2,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
3,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
4,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
5,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
6,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
7,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
8,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
9,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
10,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
11,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
12,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
13,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
14,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
15,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
16,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
17,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
18,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
19,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
20,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
21,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
22,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
23,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
24,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
25,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
26,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
27,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
28,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
29,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
30,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
31,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
32,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
33,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
34,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
35,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
36,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
37,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
38,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
39,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
40,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
41,David Stuart BERRY (SNP),skipped,skipped,skipped,skipped,skipped,3
42,David Stuart BERRY (SNP),Tim DAY (Con),skipped,skipped,skipped,skipped,3
43,David Stuart BERRY (SNP),Tim DAY (Con),skipped,skipped,skipped,skipped,3
44,David Stuart BERRY (SNP),Tim DAY (Con),skipped,skipped,skipped,skipped,3
45,David Stuart BERRY (SNP),Tim DAY (Con),skipped,skipped,skipped,skipped,3
46,David Stuart BERRY (SNP),Tim DAY (Con),skipped,skipped,skipped,skipped,3
