voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
1,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
2,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
3,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
4,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
5,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
6,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
7,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
8,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
9,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
10,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
11,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
12,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
13,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
14,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
15,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
16,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
17,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
18,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
19,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
20,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
21,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
22,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
23,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
24,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
25,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
26,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
27,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
28,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
29,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
30,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
31,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
32,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
33,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
34,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
35,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
36,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
37,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
38,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
39,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
40,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
41,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
42,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
43,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
44,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
45,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
46,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
47,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
48,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
49,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
50,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
51,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
52,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
53,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
54,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
55,Angus ANDERSON (SNP),skipped,skipped,skipped,skipped,3
56,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
57,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
58,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
59,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
60,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
61,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
62,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
63,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
64,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
65,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
66,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
67,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
68,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
69,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
70,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
71,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
72,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
73,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
74,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
75,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
76,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
77,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
78,Angus ANDERSON (SNP),Louise Margaret LAING (SNP),skipped,skipped,skipped,3
