voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Jim MCGUIGAN Scottish National Party (SNP),Cal DEMPSEY Scottish National Party (SNP),John Reid STUBBS Scottish Greens - Think Global Act Local,Troy DAVIDSON Scottish Liberal Democrats,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,3
1,Jim MCGUIGAN Scottish National Party (SNP),Cal DEMPSEY Scottish National Party (SNP),John Reid STUBBS Scottish Greens - Think Global Act Local,Troy DAVIDSON Scottish Liberal Democrats,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,3
2,Jim MCGUIGAN Scottish National Party (SNP),Cal DEMPSEY Scottish National Party (SNP),John Reid STUBBS Scottish Greens - Think Global Act Local,Troy DAVIDSON Scottish Liberal Democrats,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,3
3,Maureen DEVLIN Scottish Labour Party,Cal DEMPSEY Scottish National Party (SNP),Jim MCGUIGAN Scottish National Party (SNP),Kenny MCCREARY Scottish Conservative and Unionist,Troy DAVIDSON Scottish Liberal Democrats,John Reid STUBBS Scottish Greens - Think Global Act Local,3
4,Troy DAVIDSON Scottish Liberal Democrats,Maureen DEVLIN Scottish Labour Party,Kenny MCCREARY Scottish Conservative and Unionist,John Reid STUBBS Scottish Greens - Think Global Act Local,Cal DEMPSEY Scottish National Party (SNP),Jim MCGUIGAN Scottish National Party (SNP),3
5,Troy DAVIDSON Scottish Liberal Democrats,Maureen DEVLIN Scottish Labour Party,Kenny MCCREARY Scottish Conservative and Unionist,John Reid STUBBS Scottish Greens - Think Global Act Local,Cal DEMPSEY Scottish National Party (SNP),Jim MCGUIGAN Scottish National Party (SNP),3
6,Troy DAVIDSON Scottish Liberal Democrats,Maureen DEVLIN Scottish Labour Party,Jim MCGUIGAN Scottish National Party (SNP),Cal DEMPSEY Scottish National Party (SNP),skipped,skipped,3
7,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
8,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
9,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
10,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
11,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
12,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
13,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
14,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
15,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
16,Maureen DEVLIN Scottish Labour Party,Troy DAVIDSON Scottish Liberal Democrats,Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,skipped,3
17,John Reid STUBBS Scottish Greens - Think Global Act Local,Maureen DEVLIN Scottish Labour Party,Cal DEMPSEY Scottish National Party (SNP),Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,3
18,John Reid STUBBS Scottish Greens - Think Global Act Local,Maureen DEVLIN Scottish Labour Party,Cal DEMPSEY Scottish National Party (SNP),Jim MCGUIGAN Scottish National Party (SNP),skipped,skipped,3
19,Kenny MCCREARY Scottish Conservative and Unionist,Troy DAVIDSON Scottish Liberal Democrats,Maureen DEVLIN Scottish Labour Party,John Reid STUBBS Scottish Greens - Think Global Act Local,Cal DEMPSEY Scottish National Party (SNP),skipped,3
20,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
21,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
22,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
23,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
24,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
25,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
26,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
27,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
28,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
29,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
30,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
31,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
32,Kenny MCCREARY Scottish Conservative and Unionist,Maureen DEVLIN Scottish Labour Party,skipped,skipped,skipped,skipped,3
