voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,DONALD JOHN MACLEOD Independent,JOHN NORMAN MACLEOD Independent,Dorothy MORRISON Independent,Donald MACSWEEN Independent,skipped,skipped,3
1,DONALD JOHN MACLEOD Independent,JOHN NORMAN MACLEOD Independent,Dorothy MORRISON Independent,Donald MACSWEEN Independent,skipped,skipped,3
2,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
3,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
4,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
5,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
6,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
7,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
8,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
9,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
10,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
11,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
12,JOHN NORMAN MACLEOD Independent,DONALD JOHN MACLEOD Independent,Donald MACSWEEN Independent,skipped,skipped,skipped,3
13,DONALD JOHN MACLEOD Independent,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,Donald MACSWEEN Independent,Dorothy MORRISON Independent,FINLAY JOHN MACLEOD Scottish National Party (SNP),3
14,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
15,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
16,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
17,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
18,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
19,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
20,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
21,KENNY MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,skipped,3
22,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
23,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
24,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
25,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
26,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
27,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
28,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
29,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
30,KENNY MACLEOD Scottish National Party (SNP),FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
31,Dorothy MORRISON Independent,FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
32,Dorothy MORRISON Independent,FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
33,Dorothy MORRISON Independent,FINLAY JOHN MACLEOD Scottish National Party (SNP),JOHN NORMAN MACLEOD Independent,skipped,skipped,skipped,3
