voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Susan THOMSON Scottish National Party (SNP),Andrew Veitch WALKER Independent,Iain Archie MACNEIL Independent,PAUL FRANCIS STEELE Independent,Iain Murdoch MACLEOD Independent,DONNIE STEELE Independent,skipped,skipped,3
1,Susan THOMSON Scottish National Party (SNP),Andrew Veitch WALKER Independent,Iain Archie MACNEIL Independent,PAUL FRANCIS STEELE Independent,Iain Murdoch MACLEOD Independent,skipped,skipped,skipped,3
2,Iain Archie MACNEIL Independent,Andrew Veitch WALKER Independent,Iain Murdoch MACLEOD Independent,Susan THOMSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
3,PAUL FRANCIS STEELE Independent,Andrew Veitch WALKER Independent,Iain Murdoch MACLEOD Independent,Roddy MACKAY Scottish Greens,skipped,skipped,skipped,skipped,3
4,Iain Murdoch MACLEOD Independent,PAUL FRANCIS STEELE Independent,Calum MACMILLAN Alba Party for Independence,DONNIE STEELE Independent,Susan THOMSON Scottish National Party (SNP),Andrew Veitch WALKER Independent,Iain Archie MACNEIL Independent,Roddy MACKAY Scottish Greens,3
5,PAUL FRANCIS STEELE Independent,Roddy MACKAY Scottish Greens,DONNIE STEELE Independent,Susan THOMSON Scottish National Party (SNP),Iain Murdoch MACLEOD Independent,Iain Archie MACNEIL Independent,Andrew Veitch WALKER Independent,Calum MACMILLAN Alba Party for Independence,3
6,Iain Murdoch MACLEOD Independent,Susan THOMSON Scottish National Party (SNP),DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
7,Iain Murdoch MACLEOD Independent,Susan THOMSON Scottish National Party (SNP),DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
8,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,Iain Murdoch MACLEOD Independent,Susan THOMSON Scottish National Party (SNP),Andrew Veitch WALKER Independent,Iain Archie MACNEIL Independent,Roddy MACKAY Scottish Greens,3
9,Iain Murdoch MACLEOD Independent,Iain Archie MACNEIL Independent,Susan THOMSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
10,PAUL FRANCIS STEELE Independent,Iain Murdoch MACLEOD Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
11,PAUL FRANCIS STEELE Independent,Iain Murdoch MACLEOD Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
12,PAUL FRANCIS STEELE Independent,Iain Murdoch MACLEOD Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
13,PAUL FRANCIS STEELE Independent,Iain Murdoch MACLEOD Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
14,PAUL FRANCIS STEELE Independent,Iain Murdoch MACLEOD Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
15,Iain Archie MACNEIL Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,skipped,3
16,Iain Archie MACNEIL Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,skipped,3
17,Iain Archie MACNEIL Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Calum MACMILLAN Alba Party for Independence,Iain Murdoch MACLEOD Independent,Iain Archie MACNEIL Independent,PAUL FRANCIS STEELE Independent,Andrew Veitch WALKER Independent,Susan THOMSON Scottish National Party (SNP),DONNIE STEELE Independent,Roddy MACKAY Scottish Greens,3
19,PAUL FRANCIS STEELE Independent,Roddy MACKAY Scottish Greens,Andrew Veitch WALKER Independent,Iain Archie MACNEIL Independent,Susan THOMSON Scottish National Party (SNP),DONNIE STEELE Independent,Iain Murdoch MACLEOD Independent,Calum MACMILLAN Alba Party for Independence,3
20,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,3
21,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,3
22,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,3
23,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,3
24,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,3
25,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,3
26,PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,skipped,3
27,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
28,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
29,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
30,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
31,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
32,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
33,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
34,Susan THOMSON Scottish National Party (SNP),PAUL FRANCIS STEELE Independent,DONNIE STEELE Independent,skipped,skipped,skipped,skipped,skipped,3
35,Susan THOMSON Scottish National Party (SNP),DONNIE STEELE Independent,Andrew Veitch WALKER Independent,skipped,skipped,skipped,skipped,skipped,3
36,DONNIE STEELE Independent,Susan THOMSON Scottish National Party (SNP),Roddy MACKAY Scottish Greens,Calum MACMILLAN Alba Party for Independence,skipped,skipped,skipped,skipped,3
37,DONNIE STEELE Independent,Andrew Veitch WALKER Independent,PAUL FRANCIS STEELE Independent,Iain Archie MACNEIL Independent,Iain Murdoch MACLEOD Independent,Calum MACMILLAN Alba Party for Independence,Roddy MACKAY Scottish Greens,Susan THOMSON Scottish National Party (SNP),3
38,DONNIE STEELE Independent,PAUL FRANCIS STEELE Independent,Andrew Veitch WALKER Independent,Calum MACMILLAN Alba Party for Independence,Iain Murdoch MACLEOD Independent,Susan THOMSON Scottish National Party (SNP),Iain Archie MACNEIL Independent,Roddy MACKAY Scottish Greens,3
39,Iain Murdoch MACLEOD Independent,Calum MACMILLAN Alba Party for Independence,Iain Archie MACNEIL Independent,skipped,skipped,skipped,skipped,skipped,3
