voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,num_positions
0,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Ritchie CUNNINGHAM (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Laurie FRASER (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Laurie FRASER (Ind),Michael GREEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Laurie FRASER (Ind),Michael GREEN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
43,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Laurie FRASER (Ind),Tom HEGGIE (Ind),Michael GREEN (Ind),Paul MCIVOR (Ind),Andrew MACKINTOSH (Lab),Stephen FULLER (SNP),Liz MACDONALD (SNP),Louis MCINTOSH (SSP),skipped,4
44,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Laurie FRASER (Ind),Paul MCIVOR (Ind),Tom HEGGIE (Ind),Michael GREEN (Ind),skipped,skipped,skipped,skipped,skipped,4
45,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Stephen FULLER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
46,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Stephen FULLER (SNP),Liz MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
47,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Stephen FULLER (SNP),Andrew MACKINTOSH (Lab),Louis MCINTOSH (SSP),Tom HEGGIE (Ind),Liz MACDONALD (SNP),Laurie FRASER (Ind),Paul MCIVOR (Ind),Michael GREEN (Ind),skipped,4
48,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Michael GREEN (Ind),Tom HEGGIE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Michael GREEN (Ind),Tom HEGGIE (Ind),Paul MCIVOR (Ind),Laurie FRASER (Ind),skipped,skipped,skipped,skipped,skipped,4
50,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Tom HEGGIE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
51,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Tom HEGGIE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
52,Ritchie CUNNINGHAM (LD),Peter SAGGERS (C),Tom HEGGIE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
