voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Ann DAVIDSON Scottish Labour Party,Hazel MCLEOD Scottish Labour Party,Diane CALDER Scottish National Party (SNP),Janet CAMPBELL Scottish National Party (SNP),Charles McKenzie CORSER Scottish Liberal Democrats,Cam WRIGHT Scottish Green Party,"Kenneth Alexander SUTHERLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Phil NOBLE Alba Party for independence,Angela DORAN-TIMSON Scottish Conservative and Unionist,4
1,Ann DAVIDSON Scottish Labour Party,Hazel MCLEOD Scottish Labour Party,Diane CALDER Scottish National Party (SNP),Janet CAMPBELL Scottish National Party (SNP),Charles McKenzie CORSER Scottish Liberal Democrats,Cam WRIGHT Scottish Green Party,"Kenneth Alexander SUTHERLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Phil NOBLE Alba Party for independence,Angela DORAN-TIMSON Scottish Conservative and Unionist,4
2,Diane CALDER Scottish National Party (SNP),Janet CAMPBELL Scottish National Party (SNP),Cam WRIGHT Scottish Green Party,Charles McKenzie CORSER Scottish Liberal Democrats,Phil NOBLE Alba Party for independence,Ann DAVIDSON Scottish Labour Party,Hazel MCLEOD Scottish Labour Party,skipped,skipped,4
3,Diane CALDER Scottish National Party (SNP),Janet CAMPBELL Scottish National Party (SNP),Cam WRIGHT Scottish Green Party,Charles McKenzie CORSER Scottish Liberal Democrats,Phil NOBLE Alba Party for independence,Ann DAVIDSON Scottish Labour Party,Hazel MCLEOD Scottish Labour Party,skipped,skipped,4
4,Ann DAVIDSON Scottish Labour Party,Diane CALDER Scottish National Party (SNP),Janet CAMPBELL Scottish National Party (SNP),Hazel MCLEOD Scottish Labour Party,Cam WRIGHT Scottish Green Party,Charles McKenzie CORSER Scottish Liberal Democrats,Phil NOBLE Alba Party for independence,"Kenneth Alexander SUTHERLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Angela DORAN-TIMSON Scottish Conservative and Unionist,4
5,Ann DAVIDSON Scottish Labour Party,Diane CALDER Scottish National Party (SNP),Janet CAMPBELL Scottish National Party (SNP),Hazel MCLEOD Scottish Labour Party,Cam WRIGHT Scottish Green Party,Charles McKenzie CORSER Scottish Liberal Democrats,Phil NOBLE Alba Party for independence,"Kenneth Alexander SUTHERLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Angela DORAN-TIMSON Scottish Conservative and Unionist,4
6,Janet CAMPBELL Scottish National Party (SNP),Diane CALDER Scottish National Party (SNP),Cam WRIGHT Scottish Green Party,"Kenneth Alexander SUTHERLAND Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Phil NOBLE Alba Party for independence,Hazel MCLEOD Scottish Labour Party,Ann DAVIDSON Scottish Labour Party,Charles McKenzie CORSER Scottish Liberal Democrats,Angela DORAN-TIMSON Scottish Conservative and Unionist,4
7,Charles McKenzie CORSER Scottish Liberal Democrats,Diane CALDER Scottish National Party (SNP),Angela DORAN-TIMSON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Cam WRIGHT Scottish Green Party,Hazel MCLEOD Scottish Labour Party,Ann DAVIDSON Scottish Labour Party,Diane CALDER Scottish National Party (SNP),Janet CAMPBELL Scottish National Party (SNP),Charles McKenzie CORSER Scottish Liberal Democrats,Angela DORAN-TIMSON Scottish Conservative and Unionist,skipped,skipped,4
9,Janet CAMPBELL Scottish National Party (SNP),Cam WRIGHT Scottish Green Party,Diane CALDER Scottish National Party (SNP),Angela DORAN-TIMSON Scottish Conservative and Unionist,Charles McKenzie CORSER Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
