voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,num_positions
3077,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3078,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3079,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3080,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),Joyce DRUMMOND (Sol),Finlay ARCHIBALD (Pir),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3081,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3082,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),John FLANAGAN (Ind),Chris YOUNG (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3083,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3084,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3085,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),John FLANAGAN (Ind),Joyce DRUMMOND (Sol),Stephen DORNAN (Glasgow First),Alan HUGHES (Scottish Unionist),Jonathan MACKIE (SNP),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),Harriet MURDOCH (Con),Chris YOUNG (LD),Jesper BACH (Grn),Finlay ARCHIBALD (Pir),4
3086,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3087,Fariha THOMAS (Lab),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3088,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3089,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3090,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3091,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3092,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3093,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3094,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3095,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3096,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3097,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),Jesper BACH (Grn),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3098,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3099,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3100,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3101,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3102,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3103,Fariha THOMAS (Lab),James ADAMS (Lab),Stephen DORNAN (Glasgow First),John FLANAGAN (Ind),Jonathan MACKIE (SNP),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3104,Fariha THOMAS (Lab),James ADAMS (Lab),Joyce DRUMMOND (Sol),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3105,Fariha THOMAS (Lab),James ADAMS (Lab),Joyce DRUMMOND (Sol),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3106,Fariha THOMAS (Lab),James ADAMS (Lab),Joyce DRUMMOND (Sol),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3107,Fariha THOMAS (Lab),James ADAMS (Lab),Joyce DRUMMOND (Sol),Alan HUGHES (Scottish Unionist),Jonathan MACKIE (SNP),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),Harriet MURDOCH (Con),Chris YOUNG (LD),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),Shaukat BUTT (Glasgow First),Finlay ARCHIBALD (Pir),Jesper BACH (Grn),4
3108,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3109,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3110,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3111,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3112,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3113,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3114,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3115,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3116,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3117,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3118,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3119,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3120,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3121,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3122,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3123,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3124,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3125,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3126,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3127,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3128,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),Chris YOUNG (LD),Shaukat BUTT (Glasgow First),Joyce DRUMMOND (Sol),Allison HUNTER (SNP),Alan HUGHES (Scottish Unionist),Jesper BACH (Grn),Jonathan MACKIE (SNP),Finlay ARCHIBALD (Pir),Tahir MOHAMMED (SNP),Harriet MURDOCH (Con),4
3129,Fariha THOMAS (Lab),James ADAMS (Lab),John FLANAGAN (Ind),Joyce DRUMMOND (Sol),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3130,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3131,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3132,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3133,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3134,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),Chris YOUNG (LD),Harriet MURDOCH (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3135,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),Finlay ARCHIBALD (Pir),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3136,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),Finlay ARCHIBALD (Pir),Jesper BACH (Grn),Harriet MURDOCH (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3137,Fariha THOMAS (Lab),James ADAMS (Lab),Alan HUGHES (Scottish Unionist),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3138,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3139,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3140,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3141,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3142,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3143,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3144,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3145,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3146,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3147,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3148,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),Harriet MURDOCH (Con),Chris YOUNG (LD),Stephen DORNAN (Glasgow First),Shaukat BUTT (Glasgow First),Jesper BACH (Grn),John FLANAGAN (Ind),Alan HUGHES (Scottish Unionist),Joyce DRUMMOND (Sol),Finlay ARCHIBALD (Pir),4
3149,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),Jesper BACH (Grn),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),Joyce DRUMMOND (Sol),Chris YOUNG (LD),skipped,skipped,skipped,skipped,4
3150,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3151,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),John FLANAGAN (Ind),Jesper BACH (Grn),Finlay ARCHIBALD (Pir),Joyce DRUMMOND (Sol),Chris YOUNG (LD),skipped,skipped,4
3152,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Finlay ARCHIBALD (Pir),Jesper BACH (Grn),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3153,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3154,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),Jesper BACH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3155,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3156,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Harriet MURDOCH (Con),Alan HUGHES (Scottish Unionist),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),Jesper BACH (Grn),Chris YOUNG (LD),Tahir MOHAMMED (SNP),skipped,skipped,skipped,skipped,4
3157,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Chris YOUNG (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3158,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3159,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3160,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3161,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Joyce DRUMMOND (Sol),Chris YOUNG (LD),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),Harriet MURDOCH (Con),skipped,skipped,skipped,skipped,skipped,skipped,4
3162,Fariha THOMAS (Lab),James ADAMS (Lab),Allison HUNTER (SNP),Alan HUGHES (Scottish Unionist),Shaukat BUTT (Glasgow First),Stephen DORNAN (Glasgow First),Joyce DRUMMOND (Sol),John FLANAGAN (Ind),Finlay ARCHIBALD (Pir),Jesper BACH (Grn),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),Chris YOUNG (LD),Harriet MURDOCH (Con),4
3163,Fariha THOMAS (Lab),Jonathan MACKIE (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3164,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3165,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3166,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3167,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3168,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3169,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3170,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3171,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Jonathan MACKIE (SNP),Allison HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3172,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),Shaukat BUTT (Glasgow First),Allison HUNTER (SNP),Jesper BACH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3173,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3174,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3175,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3176,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3177,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),Allison HUNTER (SNP),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3178,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Harriet MURDOCH (Con),Allison HUNTER (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3179,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3180,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3181,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Shaukat BUTT (Glasgow First),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3182,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),Shaukat BUTT (Glasgow First),James ADAMS (Lab),Allison HUNTER (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3183,Fariha THOMAS (Lab),Tahir MOHAMMED (SNP),John FLANAGAN (Ind),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3184,Fariha THOMAS (Lab),Harriet MURDOCH (Con),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3185,Fariha THOMAS (Lab),Chris YOUNG (LD),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3186,Fariha THOMAS (Lab),Chris YOUNG (LD),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3187,Fariha THOMAS (Lab),Chris YOUNG (LD),James ADAMS (Lab),Jesper BACH (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3188,Fariha THOMAS (Lab),Chris YOUNG (LD),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3189,Fariha THOMAS (Lab),Chris YOUNG (LD),Tahir MOHAMMED (SNP),Jonathan MACKIE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3190,Fariha THOMAS (Lab),Chris YOUNG (LD),Harriet MURDOCH (Con),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3191,Fariha THOMAS (Lab),Finlay ARCHIBALD (Pir),James ADAMS (Lab),Harriet MURDOCH (Con),John FLANAGAN (Ind),Stephen DORNAN (Glasgow First),Shaukat BUTT (Glasgow First),Jesper BACH (Grn),Joyce DRUMMOND (Sol),Alan HUGHES (Scottish Unionist),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),Chris YOUNG (LD),4
3192,Fariha THOMAS (Lab),Jesper BACH (Grn),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3193,Fariha THOMAS (Lab),Jesper BACH (Grn),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3194,Fariha THOMAS (Lab),Jesper BACH (Grn),James ADAMS (Lab),Finlay ARCHIBALD (Pir),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3195,Fariha THOMAS (Lab),Jesper BACH (Grn),James ADAMS (Lab),Stephen DORNAN (Glasgow First),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3196,Fariha THOMAS (Lab),Jesper BACH (Grn),James ADAMS (Lab),Joyce DRUMMOND (Sol),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),Finlay ARCHIBALD (Pir),skipped,skipped,skipped,skipped,skipped,skipped,4
3197,Fariha THOMAS (Lab),Jesper BACH (Grn),Chris YOUNG (LD),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3198,Fariha THOMAS (Lab),Jesper BACH (Grn),Finlay ARCHIBALD (Pir),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3199,Fariha THOMAS (Lab),Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3200,Fariha THOMAS (Lab),Jesper BACH (Grn),Allison HUNTER (SNP),Jonathan MACKIE (SNP),Tahir MOHAMMED (SNP),James ADAMS (Lab),Chris YOUNG (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3201,Fariha THOMAS (Lab),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3202,Fariha THOMAS (Lab),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3203,Fariha THOMAS (Lab),Shaukat BUTT (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3204,Fariha THOMAS (Lab),Shaukat BUTT (Glasgow First),James ADAMS (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3205,Fariha THOMAS (Lab),Shaukat BUTT (Glasgow First),James ADAMS (Lab),Stephen DORNAN (Glasgow First),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
