voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
1,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
2,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
3,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
4,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
5,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
6,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
7,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
8,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
9,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
10,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
11,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
12,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
13,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
14,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
15,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
16,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
17,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
18,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
19,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
20,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
21,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
22,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
23,Tina NG-A-MANN (LD),skipped,skipped,skipped,skipped,3
24,Tina NG-A-MANN (LD),Douglas POVER (SNP),skipped,skipped,skipped,3
25,Tina NG-A-MANN (LD),Douglas POVER (SNP),skipped,skipped,skipped,3
26,Tina NG-A-MANN (LD),Douglas POVER (SNP),Lorna REDFORD (Lab),skipped,skipped,3
