voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
1,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
2,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
3,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
4,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
5,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
6,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
7,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
8,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
9,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
10,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
11,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
12,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
13,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
14,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
15,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
16,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
17,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
20,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
21,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
22,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
23,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
24,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
25,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
26,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
27,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
28,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
29,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
30,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
31,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
32,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
33,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
34,Janet CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
