voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Martin RATTRAY Scottish Liberal Democrats,Arun SHARMA Scottish Greens - Delivering For Our Community,Bet MCALLISTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
1,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Martin RATTRAY Scottish Liberal Democrats,Arun SHARMA Scottish Greens - Delivering For Our Community,Bet MCALLISTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,3
2,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,Martin RATTRAY Scottish Liberal Democrats,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Arun SHARMA Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
3,Arun SHARMA Scottish Greens - Delivering For Our Community,Bet MCALLISTER Scottish Labour Party,Martin RATTRAY Scottish Liberal Democrats,Luigi Andrew MACKINNON Independent,Andrew BARNETT Independent,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Donald MACKENZIE Scottish Conservative and Unionist,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",3
4,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Arun SHARMA Scottish Greens - Delivering For Our Community,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Martin RATTRAY Scottish Liberal Democrats,Bet MCALLISTER Scottish Labour Party,Luigi Andrew MACKINNON Independent,Andrew BARNETT Independent,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Donald MACKENZIE Scottish Conservative and Unionist,3
5,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,3
6,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Arun SHARMA Scottish Greens - Delivering For Our Community,Andrew BARNETT Independent,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,3
7,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Andrew BARNETT Independent,Luigi Andrew MACKINNON Independent,Arun SHARMA Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,3
8,Arun SHARMA Scottish Greens - Delivering For Our Community,Bet MCALLISTER Scottish Labour Party,Martin RATTRAY Scottish Liberal Democrats,Luigi Andrew MACKINNON Independent,Andrew BARNETT Independent,skipped,skipped,skipped,skipped,skipped,3
9,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Luigi Andrew MACKINNON Independent,Bet MCALLISTER Scottish Labour Party,Martin RATTRAY Scottish Liberal Democrats,Andrew BARNETT Independent,Donald MACKENZIE Scottish Conservative and Unionist,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Arun SHARMA Scottish Greens - Delivering For Our Community,3
10,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Andrew BARNETT Independent,Luigi Andrew MACKINNON Independent,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Donald MACKENZIE Scottish Conservative and Unionist,Bet MCALLISTER Scottish Labour Party,Martin RATTRAY Scottish Liberal Democrats,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Arun SHARMA Scottish Greens - Delivering For Our Community,3
11,Michael CAMERON Scottish National Party (SNP),Arun SHARMA Scottish Greens - Delivering For Our Community,Kate MACLEAN Scottish National Party (SNP),Andrew BARNETT Independent,Bet MCALLISTER Scottish Labour Party,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Martin RATTRAY Scottish Liberal Democrats,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Luigi Andrew MACKINNON Independent,Donald MACKENZIE Scottish Conservative and Unionist,3
12,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,Arun SHARMA Scottish Greens - Delivering For Our Community,Martin RATTRAY Scottish Liberal Democrats,Luigi Andrew MACKINNON Independent,Andrew BARNETT Independent,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Donald MACKENZIE Scottish Conservative and Unionist,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",3
13,Michael CAMERON Scottish National Party (SNP),Arun SHARMA Scottish Greens - Delivering For Our Community,Kate MACLEAN Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,3
14,Arun SHARMA Scottish Greens - Delivering For Our Community,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Andrew BARNETT Independent,Martin RATTRAY Scottish Liberal Democrats,Luigi Andrew MACKINNON Independent,Bet MCALLISTER Scottish Labour Party,Donald MACKENZIE Scottish Conservative and Unionist,3
15,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Arun SHARMA Scottish Greens - Delivering For Our Community,Martin RATTRAY Scottish Liberal Democrats,Luigi Andrew MACKINNON Independent,Andrew BARNETT Independent,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Bet MCALLISTER Scottish Labour Party,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Donald MACKENZIE Scottish Conservative and Unionist,3
16,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
17,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
18,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
19,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
20,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
21,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
22,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
23,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
24,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
25,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
26,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
27,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
28,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
29,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
30,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
31,Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
32,Donald MACKENZIE Scottish Conservative and Unionist,Arun SHARMA Scottish Greens - Delivering For Our Community,Kate MACLEAN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
33,Arun SHARMA Scottish Greens - Delivering For Our Community,Andrew BARNETT Independent,Bet MCALLISTER Scottish Labour Party,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,3
34,Andrew BARNETT Independent,Arun SHARMA Scottish Greens - Delivering For Our Community,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Luigi Andrew MACKINNON Independent,Martin RATTRAY Scottish Liberal Democrats,Bet MCALLISTER Scottish Labour Party,Donald MACKENZIE Scottish Conservative and Unionist,3
35,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,Andrew BARNETT Independent,skipped,skipped,skipped,skipped,skipped,skipped,3
36,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Andrew BARNETT Independent,Arun SHARMA Scottish Greens - Delivering For Our Community,Bet MCALLISTER Scottish Labour Party,Luigi Andrew MACKINNON Independent,Martin RATTRAY Scottish Liberal Democrats,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),skipped,skipped,3
37,Kate MACLEAN Scottish National Party (SNP),Michael CAMERON Scottish National Party (SNP),Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Martin RATTRAY Scottish Liberal Democrats,Luigi Andrew MACKINNON Independent,Andrew BARNETT Independent,skipped,skipped,skipped,skipped,3
38,Bet MCALLISTER Scottish Labour Party,Martin RATTRAY Scottish Liberal Democrats,Donald MACKENZIE Scottish Conservative and Unionist,Luigi Andrew MACKINNON Independent,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Arun SHARMA Scottish Greens - Delivering For Our Community,Andrew BARNETT Independent,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),skipped,3
39,Bet MCALLISTER Scottish Labour Party,Kate MACLEAN Scottish National Party (SNP),Donald MACKENZIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
40,Bet MCALLISTER Scottish Labour Party,Kate MACLEAN Scottish National Party (SNP),Donald MACKENZIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
41,Bet MCALLISTER Scottish Labour Party,Kate MACLEAN Scottish National Party (SNP),Donald MACKENZIE Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
42,Martin RATTRAY Scottish Liberal Democrats,Kate MACLEAN Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,Michael CAMERON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
43,Donald MACKENZIE Scottish Conservative and Unionist,Martin RATTRAY Scottish Liberal Democrats,Andrew BARNETT Independent,Luigi Andrew MACKINNON Independent,skipped,skipped,skipped,skipped,skipped,skipped,3
44,Arun SHARMA Scottish Greens - Delivering For Our Community,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,3
45,Arun SHARMA Scottish Greens - Delivering For Our Community,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,3
46,Arun SHARMA Scottish Greens - Delivering For Our Community,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,3
47,Martin RATTRAY Scottish Liberal Democrats,Bet MCALLISTER Scottish Labour Party,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
48,Martin RATTRAY Scottish Liberal Democrats,Bet MCALLISTER Scottish Labour Party,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
49,Martin RATTRAY Scottish Liberal Democrats,Bet MCALLISTER Scottish Labour Party,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
50,Michael CAMERON Scottish National Party (SNP),Kate MACLEAN Scottish National Party (SNP),Bet MCALLISTER Scottish Labour Party,Martin RATTRAY Scottish Liberal Democrats,Arun SHARMA Scottish Greens - Delivering For Our Community,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Andrew BARNETT Independent,"John William MCCOLL Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Luigi Andrew MACKINNON Independent,Donald MACKENZIE Scottish Conservative and Unionist,3
51,Martin RATTRAY Scottish Liberal Democrats,Sean ROBERTSON Scottish Trade Unionist and Socialist Coalition,Bet MCALLISTER Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,3
