voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Francesca BRENNAN Scottish Labour Party,Jim CLOCHERTY Scottish Labour Party,Philomena DONNACHIE Alba Party for independence,Graeme BROOKS Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
1,Francesca BRENNAN Scottish Labour Party,Jim CLOCHERTY Scottish Labour Party,Jacci STOYLE Scottish Liberal Democrats,John DAVIDSON The Pensioner's Party,skipped,skipped,skipped,skipped,skipped,4
2,Francesca BRENNAN Scottish Labour Party,Jim CLOCHERTY Scottish Labour Party,Jacci STOYLE Scottish Liberal Democrats,John DAVIDSON The Pensioner's Party,skipped,skipped,skipped,skipped,skipped,4
3,Francesca BRENNAN Scottish Labour Party,Jim CLOCHERTY Scottish Labour Party,Jacci STOYLE Scottish Liberal Democrats,John DAVIDSON The Pensioner's Party,skipped,skipped,skipped,skipped,skipped,4
4,John DAVIDSON The Pensioner's Party,Francesca BRENNAN Scottish Labour Party,Elizabeth ROBERTSON Scottish National Party (SNP),Jacci STOYLE Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
5,Francesca BRENNAN Scottish Labour Party,Jim CLOCHERTY Scottish Labour Party,Jacci STOYLE Scottish Liberal Democrats,Gillian MAXWELL Independent,Elizabeth ROBERTSON Scottish National Party (SNP),Jenn SCOTT-MCCLAFFERTY Scottish National Party (SNP),Graeme BROOKS Scottish Conservative and Unionist,John DAVIDSON The Pensioner's Party,Philomena DONNACHIE Alba Party for independence,4
6,Jenn SCOTT-MCCLAFFERTY Scottish National Party (SNP),Elizabeth ROBERTSON Scottish National Party (SNP),Jim CLOCHERTY Scottish Labour Party,Francesca BRENNAN Scottish Labour Party,Philomena DONNACHIE Alba Party for independence,skipped,skipped,skipped,skipped,4
7,Jenn SCOTT-MCCLAFFERTY Scottish National Party (SNP),Elizabeth ROBERTSON Scottish National Party (SNP),Jim CLOCHERTY Scottish Labour Party,Francesca BRENNAN Scottish Labour Party,Philomena DONNACHIE Alba Party for independence,skipped,skipped,skipped,skipped,4
8,Francesca BRENNAN Scottish Labour Party,Jim CLOCHERTY Scottish Labour Party,Graeme BROOKS Scottish Conservative and Unionist,Gillian MAXWELL Independent,Jacci STOYLE Scottish Liberal Democrats,John DAVIDSON The Pensioner's Party,Philomena DONNACHIE Alba Party for independence,Elizabeth ROBERTSON Scottish National Party (SNP),Jenn SCOTT-MCCLAFFERTY Scottish National Party (SNP),4
9,Graeme BROOKS Scottish Conservative and Unionist,Jim CLOCHERTY Scottish Labour Party,Jacci STOYLE Scottish Liberal Democrats,Francesca BRENNAN Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
10,Graeme BROOKS Scottish Conservative and Unionist,Jim CLOCHERTY Scottish Labour Party,Jacci STOYLE Scottish Liberal Democrats,Francesca BRENNAN Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
