voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Danny OSWALD Scottish Greens - Think Global Act Local,Mary BAIN-LOCKHART Scottish Labour Party,Linda Wilson Martin ERSKINE Scottish Labour Party,skipped,skipped,skipped,4
1,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Danny OSWALD Scottish Greens - Think Global Act Local,Mary BAIN-LOCKHART Scottish Labour Party,Linda Wilson Martin ERSKINE Scottish Labour Party,skipped,skipped,skipped,4
2,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Danny OSWALD Scottish Greens - Think Global Act Local,Mary BAIN-LOCKHART Scottish Labour Party,Linda Wilson Martin ERSKINE Scottish Labour Party,skipped,skipped,skipped,4
3,Linda Wilson Martin ERSKINE Scottish Labour Party,Mary BAIN-LOCKHART Scottish Labour Party,Danny OSWALD Scottish Greens - Think Global Act Local,Margaret FAIRGRIEVE Scottish Conservative and Unionist,Russel MCPHATE Scottish Liberal Democrats,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Rosemary LIEWALD Scottish National Party (SNP),Lea MCLELLAND Scottish National Party (SNP),4
4,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Danny OSWALD Scottish Greens - Think Global Act Local,Russel MCPHATE Scottish Liberal Democrats,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Margaret FAIRGRIEVE Scottish Conservative and Unionist,Mary BAIN-LOCKHART Scottish Labour Party,Linda Wilson Martin ERSKINE Scottish Labour Party,4
5,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Danny OSWALD Scottish Greens - Think Global Act Local,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mary BAIN-LOCKHART Scottish Labour Party,Linda Wilson Martin ERSKINE Scottish Labour Party,Margaret FAIRGRIEVE Scottish Conservative and Unionist,Russel MCPHATE Scottish Liberal Democrats,4
6,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Danny OSWALD Scottish Greens - Think Global Act Local,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mary BAIN-LOCKHART Scottish Labour Party,Linda Wilson Martin ERSKINE Scottish Labour Party,Margaret FAIRGRIEVE Scottish Conservative and Unionist,Russel MCPHATE Scottish Liberal Democrats,4
7,Lea MCLELLAND Scottish National Party (SNP),Linda Wilson Martin ERSKINE Scottish Labour Party,Mary BAIN-LOCKHART Scottish Labour Party,Rosemary LIEWALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
8,Linda Wilson Martin ERSKINE Scottish Labour Party,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Rosemary LIEWALD Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,4
9,Lea MCLELLAND Scottish National Party (SNP),Danny OSWALD Scottish Greens - Think Global Act Local,Mary BAIN-LOCKHART Scottish Labour Party,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,4
10,Linda Wilson Martin ERSKINE Scottish Labour Party,Russel MCPHATE Scottish Liberal Democrats,Mary BAIN-LOCKHART Scottish Labour Party,Margaret FAIRGRIEVE Scottish Conservative and Unionist,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,4
11,Mary BAIN-LOCKHART Scottish Labour Party,Margaret FAIRGRIEVE Scottish Conservative and Unionist,Russel MCPHATE Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
12,Mary BAIN-LOCKHART Scottish Labour Party,Margaret FAIRGRIEVE Scottish Conservative and Unionist,Russel MCPHATE Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
13,Mary BAIN-LOCKHART Scottish Labour Party,Margaret FAIRGRIEVE Scottish Conservative and Unionist,Russel MCPHATE Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
14,Mary BAIN-LOCKHART Scottish Labour Party,Margaret FAIRGRIEVE Scottish Conservative and Unionist,Russel MCPHATE Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
15,Danny OSWALD Scottish Greens - Think Global Act Local,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Mary BAIN-LOCKHART Scottish Labour Party,Linda Wilson Martin ERSKINE Scottish Labour Party,Russel MCPHATE Scottish Liberal Democrats,Margaret FAIRGRIEVE Scottish Conservative and Unionist,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
16,Lea MCLELLAND Scottish National Party (SNP),Rosemary LIEWALD Scottish National Party (SNP),Linda Wilson Martin ERSKINE Scottish Labour Party,Mary BAIN-LOCKHART Scottish Labour Party,Russel MCPHATE Scottish Liberal Democrats,Danny OSWALD Scottish Greens - Think Global Act Local,Margaret FAIRGRIEVE Scottish Conservative and Unionist,"Anil ALEXANDER Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
