voter_id,rank1,rank2,rank3,rank4,num_positions
0,David KINNIBURGH (Con),skipped,skipped,skipped,3
1,David KINNIBURGH (Con),skipped,skipped,skipped,3
2,David KINNIBURGH (Con),skipped,skipped,skipped,3
3,David KINNIBURGH (Con),skipped,skipped,skipped,3
4,David KINNIBURGH (Con),skipped,skipped,skipped,3
5,David KINNIBURGH (Con),skipped,skipped,skipped,3
6,David KINNIBURGH (Con),skipped,skipped,skipped,3
7,David KINNIBURGH (Con),skipped,skipped,skipped,3
8,David KINNIBURGH (Con),skipped,skipped,skipped,3
9,David KINNIBURGH (Con),skipped,skipped,skipped,3
10,David KINNIBURGH (Con),skipped,skipped,skipped,3
11,David KINNIBURGH (Con),skipped,skipped,skipped,3
12,David KINNIBURGH (Con),skipped,skipped,skipped,3
13,David KINNIBURGH (Con),skipped,skipped,skipped,3
14,David KINNIBURGH (Con),skipped,skipped,skipped,3
15,David KINNIBURGH (Con),skipped,skipped,skipped,3
16,David KINNIBURGH (Con),skipped,skipped,skipped,3
17,David KINNIBURGH (Con),skipped,skipped,skipped,3
18,David KINNIBURGH (Con),skipped,skipped,skipped,3
19,David KINNIBURGH (Con),skipped,skipped,skipped,3
20,David KINNIBURGH (Con),skipped,skipped,skipped,3
21,David KINNIBURGH (Con),skipped,skipped,skipped,3
22,David KINNIBURGH (Con),skipped,skipped,skipped,3
23,David KINNIBURGH (Con),skipped,skipped,skipped,3
24,David KINNIBURGH (Con),skipped,skipped,skipped,3
25,David KINNIBURGH (Con),skipped,skipped,skipped,3
26,David KINNIBURGH (Con),skipped,skipped,skipped,3
27,David KINNIBURGH (Con),skipped,skipped,skipped,3
28,David KINNIBURGH (Con),skipped,skipped,skipped,3
29,David KINNIBURGH (Con),skipped,skipped,skipped,3
30,David KINNIBURGH (Con),skipped,skipped,skipped,3
31,David KINNIBURGH (Con),skipped,skipped,skipped,3
32,David KINNIBURGH (Con),skipped,skipped,skipped,3
33,David KINNIBURGH (Con),skipped,skipped,skipped,3
34,David KINNIBURGH (Con),skipped,skipped,skipped,3
35,David KINNIBURGH (Con),skipped,skipped,skipped,3
36,David KINNIBURGH (Con),skipped,skipped,skipped,3
37,David KINNIBURGH (Con),skipped,skipped,skipped,3
38,David KINNIBURGH (Con),skipped,skipped,skipped,3
39,David KINNIBURGH (Con),skipped,skipped,skipped,3
40,David KINNIBURGH (Con),skipped,skipped,skipped,3
41,David KINNIBURGH (Con),skipped,skipped,skipped,3
42,David KINNIBURGH (Con),skipped,skipped,skipped,3
43,David KINNIBURGH (Con),skipped,skipped,skipped,3
44,David KINNIBURGH (Con),skipped,skipped,skipped,3
45,David KINNIBURGH (Con),skipped,skipped,skipped,3
46,David KINNIBURGH (Con),skipped,skipped,skipped,3
47,David KINNIBURGH (Con),skipped,skipped,skipped,3
48,David KINNIBURGH (Con),skipped,skipped,skipped,3
49,David KINNIBURGH (Con),skipped,skipped,skipped,3
50,David KINNIBURGH (Con),skipped,skipped,skipped,3
51,David KINNIBURGH (Con),skipped,skipped,skipped,3
52,David KINNIBURGH (Con),skipped,skipped,skipped,3
53,David KINNIBURGH (Con),skipped,skipped,skipped,3
54,David KINNIBURGH (Con),skipped,skipped,skipped,3
55,David KINNIBURGH (Con),skipped,skipped,skipped,3
56,David KINNIBURGH (Con),skipped,skipped,skipped,3
57,David KINNIBURGH (Con),skipped,skipped,skipped,3
58,David KINNIBURGH (Con),skipped,skipped,skipped,3
59,David KINNIBURGH (Con),skipped,skipped,skipped,3
60,David KINNIBURGH (Con),skipped,skipped,skipped,3
61,David KINNIBURGH (Con),skipped,skipped,skipped,3
62,David KINNIBURGH (Con),skipped,skipped,skipped,3
63,David KINNIBURGH (Con),skipped,skipped,skipped,3
64,David KINNIBURGH (Con),skipped,skipped,skipped,3
65,David KINNIBURGH (Con),skipped,skipped,skipped,3
66,David KINNIBURGH (Con),skipped,skipped,skipped,3
67,David KINNIBURGH (Con),skipped,skipped,skipped,3
68,David KINNIBURGH (Con),skipped,skipped,skipped,3
69,David KINNIBURGH (Con),skipped,skipped,skipped,3
70,David KINNIBURGH (Con),skipped,skipped,skipped,3
71,David KINNIBURGH (Con),skipped,skipped,skipped,3
72,David KINNIBURGH (Con),skipped,skipped,skipped,3
73,David KINNIBURGH (Con),skipped,skipped,skipped,3
74,David KINNIBURGH (Con),skipped,skipped,skipped,3
75,David KINNIBURGH (Con),skipped,skipped,skipped,3
76,David KINNIBURGH (Con),skipped,skipped,skipped,3
77,David KINNIBURGH (Con),skipped,skipped,skipped,3
78,David KINNIBURGH (Con),skipped,skipped,skipped,3
79,David KINNIBURGH (Con),skipped,skipped,skipped,3
80,David KINNIBURGH (Con),skipped,skipped,skipped,3
81,David KINNIBURGH (Con),skipped,skipped,skipped,3
82,David KINNIBURGH (Con),skipped,skipped,skipped,3
83,David KINNIBURGH (Con),skipped,skipped,skipped,3
84,David KINNIBURGH (Con),skipped,skipped,skipped,3
85,David KINNIBURGH (Con),skipped,skipped,skipped,3
86,David KINNIBURGH (Con),skipped,skipped,skipped,3
87,David KINNIBURGH (Con),skipped,skipped,skipped,3
88,David KINNIBURGH (Con),skipped,skipped,skipped,3
89,David KINNIBURGH (Con),skipped,skipped,skipped,3
90,David KINNIBURGH (Con),skipped,skipped,skipped,3
91,David KINNIBURGH (Con),skipped,skipped,skipped,3
92,David KINNIBURGH (Con),skipped,skipped,skipped,3
93,David KINNIBURGH (Con),skipped,skipped,skipped,3
94,David KINNIBURGH (Con),skipped,skipped,skipped,3
95,David KINNIBURGH (Con),skipped,skipped,skipped,3
96,David KINNIBURGH (Con),skipped,skipped,skipped,3
97,David KINNIBURGH (Con),skipped,skipped,skipped,3
98,David KINNIBURGH (Con),skipped,skipped,skipped,3
99,David KINNIBURGH (Con),skipped,skipped,skipped,3
100,David KINNIBURGH (Con),skipped,skipped,skipped,3
101,David KINNIBURGH (Con),skipped,skipped,skipped,3
102,David KINNIBURGH (Con),skipped,skipped,skipped,3
103,David KINNIBURGH (Con),skipped,skipped,skipped,3
104,David KINNIBURGH (Con),skipped,skipped,skipped,3
105,David KINNIBURGH (Con),skipped,skipped,skipped,3
106,David KINNIBURGH (Con),skipped,skipped,skipped,3
107,David KINNIBURGH (Con),skipped,skipped,skipped,3
108,David KINNIBURGH (Con),skipped,skipped,skipped,3
109,David KINNIBURGH (Con),skipped,skipped,skipped,3
110,David KINNIBURGH (Con),skipped,skipped,skipped,3
111,David KINNIBURGH (Con),skipped,skipped,skipped,3
112,David KINNIBURGH (Con),skipped,skipped,skipped,3
