voter_id,rank1,rank2,rank3,rank4,num_positions
0,Ind Grahame FORSTER,skipped,skipped,skipped,3
1,Ind Grahame FORSTER,skipped,skipped,skipped,3
2,Ind Grahame FORSTER,skipped,skipped,skipped,3
3,Ind Grahame FORSTER,skipped,skipped,skipped,3
4,Ind Grahame FORSTER,skipped,skipped,skipped,3
5,Ind Grahame FORSTER,skipped,skipped,skipped,3
6,Ind Grahame FORSTER,skipped,skipped,skipped,3
7,Ind Grahame FORSTER,skipped,skipped,skipped,3
8,Ind Grahame FORSTER,skipped,skipped,skipped,3
9,Ind Grahame FORSTER,skipped,skipped,skipped,3
10,Ind Grahame FORSTER,skipped,skipped,skipped,3
11,Ind Grahame FORSTER,skipped,skipped,skipped,3
12,Ind Grahame FORSTER,skipped,skipped,skipped,3
13,Ind Grahame FORSTER,skipped,skipped,skipped,3
14,Ind Grahame FORSTER,skipped,skipped,skipped,3
15,Ind Grahame FORSTER,skipped,skipped,skipped,3
16,Ind Grahame FORSTER,skipped,skipped,skipped,3
17,Ind Grahame FORSTER,skipped,skipped,skipped,3
18,Ind Grahame FORSTER,skipped,skipped,skipped,3
19,Ind Grahame FORSTER,skipped,skipped,skipped,3
20,Ind Grahame FORSTER,skipped,skipped,skipped,3
21,Ind Grahame FORSTER,skipped,skipped,skipped,3
22,Ind Grahame FORSTER,skipped,skipped,skipped,3
23,Ind Grahame FORSTER,skipped,skipped,skipped,3
24,Ind Grahame FORSTER,skipped,skipped,skipped,3
25,Ind Grahame FORSTER,skipped,skipped,skipped,3
26,Ind Grahame FORSTER,skipped,skipped,skipped,3
27,Ind Grahame FORSTER,skipped,skipped,skipped,3
28,Ind Grahame FORSTER,skipped,skipped,skipped,3
29,Ind Grahame FORSTER,skipped,skipped,skipped,3
30,Ind Grahame FORSTER,skipped,skipped,skipped,3
31,Ind Grahame FORSTER,skipped,skipped,skipped,3
32,Ind Grahame FORSTER,skipped,skipped,skipped,3
33,Ind Grahame FORSTER,skipped,skipped,skipped,3
34,Ind Grahame FORSTER,skipped,skipped,skipped,3
35,Ind Grahame FORSTER,skipped,skipped,skipped,3
36,Ind Grahame FORSTER,skipped,skipped,skipped,3
37,Ind Grahame FORSTER,skipped,skipped,skipped,3
38,Ind Grahame FORSTER,skipped,skipped,skipped,3
