voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
1,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
2,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
3,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
4,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
5,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
6,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
7,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
8,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
9,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
10,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
11,Stephen FERGUSON Independent,skipped,skipped,skipped,skipped,3
12,Stephen FERGUSON Independent,Stephen LEASK Independent,skipped,skipped,skipped,3
13,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,skipped,3
14,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,skipped,3
15,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,skipped,3
16,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,skipped,3
17,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,skipped,3
18,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,skipped,3
19,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,Arwed WENGER Independent,Marie WILLIAMSON Independent,3
20,Stephen FERGUSON Independent,Stephen LEASK Independent,Gary ROBINSON Independent,Marie WILLIAMSON Independent,Arwed WENGER Independent,3
21,Stephen FERGUSON Independent,Stephen LEASK Independent,Arwed WENGER Independent,Gary ROBINSON Independent,Marie WILLIAMSON Independent,3
22,Stephen FERGUSON Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,Gary ROBINSON Independent,Arwed WENGER Independent,3
23,Stephen FERGUSON Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,Gary ROBINSON Independent,Arwed WENGER Independent,3
24,Stephen FERGUSON Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,Arwed WENGER Independent,Gary ROBINSON Independent,3
25,Stephen FERGUSON Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,Arwed WENGER Independent,Gary ROBINSON Independent,3
26,Stephen FERGUSON Independent,Gary ROBINSON Independent,skipped,skipped,skipped,3
27,Stephen FERGUSON Independent,Gary ROBINSON Independent,skipped,skipped,skipped,3
28,Stephen FERGUSON Independent,Gary ROBINSON Independent,skipped,skipped,skipped,3
29,Stephen FERGUSON Independent,Gary ROBINSON Independent,skipped,skipped,skipped,3
30,Stephen FERGUSON Independent,Gary ROBINSON Independent,Stephen LEASK Independent,skipped,skipped,3
31,Stephen FERGUSON Independent,Gary ROBINSON Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,Arwed WENGER Independent,3
32,Stephen FERGUSON Independent,Gary ROBINSON Independent,Arwed WENGER Independent,skipped,skipped,3
33,Stephen FERGUSON Independent,Gary ROBINSON Independent,Arwed WENGER Independent,skipped,skipped,3
34,Stephen FERGUSON Independent,Gary ROBINSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,skipped,3
35,Stephen FERGUSON Independent,Gary ROBINSON Independent,Marie WILLIAMSON Independent,skipped,skipped,3
36,Stephen FERGUSON Independent,Gary ROBINSON Independent,Marie WILLIAMSON Independent,skipped,skipped,3
37,Stephen FERGUSON Independent,Gary ROBINSON Independent,Marie WILLIAMSON Independent,skipped,skipped,3
38,Stephen FERGUSON Independent,Arwed WENGER Independent,skipped,skipped,skipped,3
39,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,skipped,skipped,3
40,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,3
41,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,Gary ROBINSON Independent,skipped,3
42,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,Gary ROBINSON Independent,Marie WILLIAMSON Independent,3
43,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,Gary ROBINSON Independent,Marie WILLIAMSON Independent,3
44,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,skipped,3
45,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,Gary ROBINSON Independent,3
46,Stephen FERGUSON Independent,Arwed WENGER Independent,Stephen LEASK Independent,Marie WILLIAMSON Independent,Gary ROBINSON Independent,3
47,Stephen FERGUSON Independent,Arwed WENGER Independent,Gary ROBINSON Independent,skipped,skipped,3
48,Stephen FERGUSON Independent,Arwed WENGER Independent,Gary ROBINSON Independent,skipped,skipped,3
