voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Raymond James CHRISTIE Scottish Labour Party,Dawn BLACK Scottish National Party (SNP),Dennis ROBERTSON Scottish National Party (SNP),Sarah DICKINSON Scottish Liberal Democrats,Rachel Katherine SHANKS Scottish Green Party,skipped,skipped,skipped,4
1,Raymond James CHRISTIE Scottish Labour Party,Dawn BLACK Scottish National Party (SNP),Dennis ROBERTSON Scottish National Party (SNP),Sarah DICKINSON Scottish Liberal Democrats,Rachel Katherine SHANKS Scottish Green Party,skipped,skipped,skipped,4
2,Dawn BLACK Scottish National Party (SNP),Dennis ROBERTSON Scottish National Party (SNP),Rachel Katherine SHANKS Scottish Green Party,Raymond James CHRISTIE Scottish Labour Party,Sarah DICKINSON Scottish Liberal Democrats,Alan TURNER Scottish Conservative and Unionist,Wendy AGNEW Scottish Conservative and Unionist,Ma SIMPSON Independent,4
3,Dawn BLACK Scottish National Party (SNP),Dennis ROBERTSON Scottish National Party (SNP),Rachel Katherine SHANKS Scottish Green Party,Raymond James CHRISTIE Scottish Labour Party,Sarah DICKINSON Scottish Liberal Democrats,Alan TURNER Scottish Conservative and Unionist,Wendy AGNEW Scottish Conservative and Unionist,Ma SIMPSON Independent,4
4,Sarah DICKINSON Scottish Liberal Democrats,Wendy AGNEW Scottish Conservative and Unionist,Dawn BLACK Scottish National Party (SNP),Dennis ROBERTSON Scottish National Party (SNP),Raymond James CHRISTIE Scottish Labour Party,skipped,skipped,skipped,4
5,Rachel Katherine SHANKS Scottish Green Party,Dawn BLACK Scottish National Party (SNP),Sarah DICKINSON Scottish Liberal Democrats,Alan TURNER Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,4
6,Rachel Katherine SHANKS Scottish Green Party,Dennis ROBERTSON Scottish National Party (SNP),Dawn BLACK Scottish National Party (SNP),Raymond James CHRISTIE Scottish Labour Party,Sarah DICKINSON Scottish Liberal Democrats,skipped,skipped,skipped,4
7,Sarah DICKINSON Scottish Liberal Democrats,Rachel Katherine SHANKS Scottish Green Party,Raymond James CHRISTIE Scottish Labour Party,Ma SIMPSON Independent,Dennis ROBERTSON Scottish National Party (SNP),Wendy AGNEW Scottish Conservative and Unionist,Dawn BLACK Scottish National Party (SNP),Alan TURNER Scottish Conservative and Unionist,4
8,Rachel Katherine SHANKS Scottish Green Party,Raymond James CHRISTIE Scottish Labour Party,Dawn BLACK Scottish National Party (SNP),Dennis ROBERTSON Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
9,Sarah DICKINSON Scottish Liberal Democrats,Alan TURNER Scottish Conservative and Unionist,Ma SIMPSON Independent,Raymond James CHRISTIE Scottish Labour Party,Rachel Katherine SHANKS Scottish Green Party,Dennis ROBERTSON Scottish National Party (SNP),Dawn BLACK Scottish National Party (SNP),Wendy AGNEW Scottish Conservative and Unionist,4
