voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
0,Grn,Labour and Co-operative Party,LD,SNP,SNP,David RENTON Women's Equality Party (UNKNOWN),Comm,Soc Lab,skipped,skipped,skipped,skipped,4,12
1,Labour and Co-operative Party,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
2,Labour and Co-operative Party,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
3,David RENTON Women's Equality Party (UNKNOWN),Alba,Con,Freedom Alliance,LD,Labour and Co-operative Party,Soc Lab,Comm,SFP,SNP,SNP,Grn,4,12
4,Labour and Co-operative Party,SNP,SNP,LD,Soc Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
5,Grn,SNP,SNP,LD,Labour and Co-operative Party,David RENTON Women's Equality Party (UNKNOWN),Soc Lab,Comm,Alba,Con,SFP,Freedom Alliance,4,12
6,Grn,David RENTON Women's Equality Party (UNKNOWN),Comm,LD,Labour and Co-operative Party,SNP,SNP,skipped,skipped,skipped,skipped,skipped,4,12
7,Con,Labour and Co-operative Party,SFP,Freedom Alliance,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
8,Grn,SNP,Comm,SNP,Soc Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
9,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
10,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
11,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
12,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
13,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
14,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
15,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
16,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
17,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
18,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
19,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
20,SNP,SNP,Grn,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
21,SNP,SNP,Grn,Alba,Soc Lab,Comm,Labour and Co-operative Party,LD,Freedom Alliance,Con,SFP,David RENTON Women's Equality Party (UNKNOWN),4,12
22,Grn,SNP,SNP,Labour and Co-operative Party,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
23,Grn,SNP,SNP,Labour and Co-operative Party,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
24,Alba,Grn,Soc Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
25,LD,Labour and Co-operative Party,SNP,Soc Lab,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
26,Grn,David RENTON Women's Equality Party (UNKNOWN),Soc Lab,SNP,SNP,Comm,Labour and Co-operative Party,LD,Alba,skipped,skipped,skipped,4,12
27,LD,Soc Lab,SNP,Labour and Co-operative Party,SNP,Grn,SFP,Freedom Alliance,David RENTON Women's Equality Party (UNKNOWN),Comm,Alba,Con,4,12
28,SNP,Grn,LD,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
29,Grn,SNP,LD,SNP,Labour and Co-operative Party,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,4,12
30,Grn,Comm,SNP,SNP,Soc Lab,David RENTON Women's Equality Party (UNKNOWN),Alba,LD,Labour and Co-operative Party,Con,Freedom Alliance,SFP,4,12
31,Labour and Co-operative Party,LD,Con,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
32,Labour and Co-operative Party,LD,Con,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
33,Labour and Co-operative Party,LD,Con,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
34,Labour and Co-operative Party,LD,Con,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
35,Labour and Co-operative Party,LD,Con,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
36,Labour and Co-operative Party,LD,Con,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
37,Labour and Co-operative Party,Grn,SNP,Comm,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
38,Grn,Labour and Co-operative Party,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
39,Grn,Labour and Co-operative Party,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
40,Grn,Labour and Co-operative Party,SNP,LD,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
41,Grn,SNP,LD,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
42,Labour and Co-operative Party,LD,Con,SFP,Soc Lab,SNP,SNP,Freedom Alliance,Grn,David RENTON Women's Equality Party (UNKNOWN),Comm,Alba,4,12
43,Alba,Comm,SFP,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
44,Grn,LD,Labour and Co-operative Party,Soc Lab,SNP,SNP,David RENTON Women's Equality Party (UNKNOWN),Comm,skipped,skipped,skipped,skipped,4,12
45,SNP,SNP,Grn,Alba,LD,Labour and Co-operative Party,Soc Lab,Freedom Alliance,SFP,David RENTON Women's Equality Party (UNKNOWN),Comm,skipped,4,12
46,Labour and Co-operative Party,SFP,Soc Lab,LD,Freedom Alliance,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,4,12
47,Labour and Co-operative Party,SFP,Soc Lab,LD,Freedom Alliance,David RENTON Women's Equality Party (UNKNOWN),skipped,skipped,skipped,skipped,skipped,skipped,4,12
48,Con,LD,Labour and Co-operative Party,Soc Lab,Alba,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
49,Labour and Co-operative Party,LD,Con,David RENTON Women's Equality Party (UNKNOWN),Grn,SNP,SNP,Comm,Soc Lab,Freedom Alliance,SFP,Alba,4,12
50,Labour and Co-operative Party,David RENTON Women's Equality Party (UNKNOWN),Grn,Alba,Soc Lab,SFP,LD,Freedom Alliance,Comm,SNP,SNP,skipped,4,12
51,SNP,SNP,Comm,Labour and Co-operative Party,Soc Lab,Alba,skipped,skipped,skipped,skipped,skipped,skipped,4,12
52,Grn,Soc Lab,Labour and Co-operative Party,David RENTON Women's Equality Party (UNKNOWN),Comm,SNP,SNP,LD,Alba,Con,Freedom Alliance,SFP,4,12
53,Grn,SNP,SNP,Labour and Co-operative Party,Soc Lab,LD,skipped,skipped,skipped,skipped,skipped,skipped,4,12
