file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
Minneapolis/Minneapolis_11072017_PRBoardDistrict6.csv,5,['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Bob Fine'],['Bob Fine'],['Bob Fine'],['Bob Fine'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Bob Fine'],['Bob Fine'],['Brad Bourn']
Minneapolis/Minneapolis_11022021_CityCouncilWard9.csv,9,['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez']
Minneapolis/Minneapolis_11052013_Ward13CityCouncil.csv,6,['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['MATT PERRY'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['MATT PERRY'],['LINEA PALMISANO']
Minneapolis/Minneapolis_11062009_Ward4CityCouncil.csv,5,['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson']
Minneapolis/Minneapolis_11052013_Ward5CityCouncil.csv,5,['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG']
Minneapolis/Minneapolis_11022021_ParkBoardDistrict3.csv,4,['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper']
Minneapolis/Minneapolis_11062009_Ward3CityCouncil.csv,5,['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede']
Minneapolis/Minneapolis_11022021_ParkBoardDistrict1.csv,2,['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz']
Minneapolis/Minneapolis 2013-board of estimation and taxation cvr.csv,4,['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER'],['CAROL J. BECKER']
Minneapolis/Minneapolis_11072017_Ward11CityCouncil.csv,4,['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder']
Minneapolis/Minneapolis_11072017_Ward10CityCouncil.csv,5,['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender']
Minneapolis/Minneapolis_11022021_ParkBoardDistrict4.csv,3,['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer']
Minneapolis/Minneapolis_11062009_Ward2CityCouncil.csv,3,['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon']
Minneapolis/Minneapolis_11022021_ParkBoardDistrict5.csv,4,['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich']
Minneapolis/Minneapolis_11062009_Ward5CityCouncil.csv,6,['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels']
Minneapolis/Minneapolis_11022021_ParkBoardDistrict6.csv,5,['Risa Hustad'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene']
"Pierce County, WA/PierceCounty_11042008_CountyExecutiveMember.csv",5,['Shawn Bunney'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy']
"Pierce County, WA/PierceCounty_11032009_CountyAuditor.csv",4,['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson']
"Pierce County, WA/PierceCounty_11042008_CountyAssessorTreasurer.csv",7,['Dale Washam'],['Dale Washam'],['Dale Washam'],['Jan Shabro'],['Dale Washam'],['Jan Shabro'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Jan Shabro'],['Jan Shabro'],['Dale Washam']
"Pierce County, WA/PierceCounty_11042008_CountyCouncilDistrict2.csv",4,['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald']
"Portland, OR/Portland_D1_2024.csv",17,['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos'],['Candace Avalos']
"Portland, ME/Portland_06142022_SchoolboardAL-1.csv",7,"['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Grant, Benjamin K.']","['Grant, Benjamin K.']","['Lentz, Sarah M.']"
"Portland, ME/Portland_06142022_Schoolboarddistrict5-1.csv",6,"['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']"
"Portland, ME/Portland_06082021_charter_commission_at_large.csv",11,"['Sheikh-Yousef, Nasreen A.']","['Chann, Marpheen S.']","['Sheikh-Yousef, Nasreen A.']","['Sheikh-Yousef, Nasreen A.']","['Sheikh-Yousef, Nasreen A.']","['Sheikh-Yousef, Nasreen A.']","['Sheikh-Yousef, Nasreen A.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Sheikh-Yousef, Nasreen A.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']"
Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,3,"['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Pieh, Wendy']","['Crafts, Lydia V.']"
Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,3,"['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']"
Maine/Maine_11082022_CongressionalDistrict2.csv,4,"['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']"
Maine/Maine_11062018_CongressionalDistrict2.csv,4,"['REP Poliquin, Bruce']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['REP Poliquin, Bruce']","['DEM Golden, Jared F.']"
Maine/Maine_06122018_DemocraticPrimaryforCD2.csv,4,"['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']"
Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,3,"['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']"
Maine/Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,3,"['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']"
Maine/Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,3,"['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']"
Maine/Maine_06122018_DemocraticPrimaryforGovernor.csv,8,"['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']"
Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,3,"['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']"
"Takoma Park, MD/TakomaPark_11082022_Mayor.csv",4,['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy']
"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard4.csv",2,['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens']
"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard5.csv",4,['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak']
"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard6.csv",5,['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small']
"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard2.csv",2,['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa']
"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard3.csv",4,['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson']
"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard1.csv",4,['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher']
Bloomington/Bloomington_11072023_SpecialCityCouncilAtLarge.csv,3,['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua']
Bloomington/Bloomington_11072023_CityCouncilDistrict4.csv,3,['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas']
Utah cities/Springville_11022021_Mayor.csv,3,['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD']
Utah cities/WoodlandHills_11022021_CityCouncil.csv,4,['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT']
Utah cities/Springville_11022021_CityCouncil4yr.csv,7,['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON']
Utah cities/WoodlandHills_11022021_Mayor.csv,3,['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER']
Utah cities/Vineyard_11022021_CityCouncil.csv,4,['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES']
Utah cities/Genola_11022021_CityCouncil.csv,3,['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON']
Utah cities/Vineyard_11052019_CityCouncil.csv,7,['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH']
Utah cities/Moab_11022021_CityCouncil.csv,6,['JASON TAYLOR'],['JASON TAYLOR'],['JASON TAYLOR'],['JASON TAYLOR'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['JASON TAYLOR'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['JASON TAYLOR'],['LUKE WOJCIECHOWSKI']
Utah cities/Payson_11052019_CityCouncil.csv,5,['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON']
Utah cities/ElkRidge_11022021_Mayor.csv,3,['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],"['ROBERT HADDOCK', 'GORDON REYNOLDS']",['ROBERT HADDOCK']
Utah cities/Lehi_11022021_CityCouncil.csv,9,['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE']
Utah cities/Vineyard_11022021_Mayor.csv,3,['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER']
Minnetonka/Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,5,['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert']
Minnetonka/Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,5,['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn']
Minnetonka/Minnetonka_11072023_CityCouncilWard4.csv,4,['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Ted Nearman'],['Ted Nearman'],['Kissy C. Coakley']
Minnetonka/Minnetonka_11072023_CityCouncilWard1.csv,5,['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton']
Minnetonka/Minnetonka_11072023_CityCouncilWard3.csv,4,['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley'],['David Haeg'],['David Haeg'],['David Haeg'],['David Haeg'],['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley'],['David Haeg'],['David Haeg'],['Paula Ramaley']
Minnetonka/Minnetonka_11022021_Mayor.csv,2,['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum']
