,file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
157,aberdeenshire12-ballots/TroupWard_aberdeenshire12-02.csv,8,['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)']
158,aberdeenshire12-ballots/WesthillandDistrictWard_aberdeenshire12-13.csv,5,['Ron MCKAIL (Con)'],['Amanda ALLAN (SNP)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)']
159,aberdeenshire12-ballots/AboyneUpperDeesideandDonsideWard_aberdeenshire12-15.csv,5,['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Peter ARGYLE (LD)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Peter ARGYLE (LD)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)']
160,aberdeenshire12-ballots/FraserburghandDistrictWard_aberdeenshire12-03.csv,10,['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)']
161,aberdeenshire12-ballots/WestGariochWard_aberdeenshire12-10.csv,5,['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)']
162,aberdeenshire12-ballots/TurriffandDistrictWard_aberdeenshire12-07.csv,6,['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)']
163,aberdeenshire12-ballots/HuntlyStrathbogieandHoweofAlfordWard_aberdeenshire12-14.csv,6,['Moira INGLEBY (Con)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)']
164,aberdeenshire12-ballots/InverurieandDistrictWard_aberdeenshire12-11.csv,8,['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Hamish VERNAL (SNP)'],['Hamish VERNAL (SNP)'],['Bryan STUART (SNP)']
165,aberdeenshire12-ballots/PeterheadSouthandCrudenWard_aberdeenshire12-06.csv,6,['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)']
166,aberdeenshire12-ballots/MidFormartineWard_aberdeenshire12-08.csv,7,['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)']
167,aberdeenshire12-ballots/BanffandDistrictWard_aberdeenshire12-01.csv,5,['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)'],['Ian GRAY (SNP)'],['Ian GRAY (SNP)'],['John B COX (SNP)']
168,aberdeenshire12-ballots/StonehavenandLowerDeesideWard_aberdeenshire12-18.csv,10,['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)']
169,aberdeenshire12-ballots/CentralBuchanWard_aberdeenshire12-04.csv,8,['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)']
170,aberdeenshire12-ballots/PeterheadNorthandRattrayWard_aberdeenshire12-05.csv,9,['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)']
171,aberdeenshire12-ballots/NorthKincardineWard_aberdeenshire12-17.csv,7,['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)']
172,"sc-borders22/Ward10-Hawick&Denholm_sc borders,2022,ward 10.csv",6,['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)']
173,"sc-borders22/Ward2-TweeddaleEast_sc borders,2022,ward 2.csv",7,['Marshall Neil DOUGLAS (SNP)'],['Robin TATLER (Ind)'],['Marshall Neil DOUGLAS (SNP)'],['Robin TATLER (Ind)'],['Marshall Neil DOUGLAS (SNP)'],['Robin TATLER (Ind)'],['Marshall Neil DOUGLAS (SNP)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)']
174,"sc-borders22/Ward8-Kelso&District_sc borders,2022,ward 8.csv",7,['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Tom WEATHERSTON (Con)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)']
175,"sc-borders22/Ward9-Jedburgh&District_sc borders,2022,ward 9.csv",7,['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)']
176,"sc-borders22/Ward4-Selkirkshire_sc borders,2022,ward 4.csv",6,['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)']
177,"sc-borders22/Ward1-TweeddaleWest_sc borders,2022,ward 1.csv",6,['Viv THOMSON (SNP)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)']
178,"sc-borders22/Ward3-Galashiels&District_sc borders,2022,ward 3.csv",9,['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)']
179,"sc-borders22/Ward6-MidBerwickshire_sc borders,2022,ward 6.csv",7,['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)']
180,"sc-borders22/Ward5-Leaderdale&Melrose_sc borders,2022,ward 5.csv",7,['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)']
181,"sc-borders22/Ward11-Hawick&Hermitage_sc borders,2022,ward 11.csv",7,['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)']
182,"sc-borders22/Ward7-EastBerwickshire_sc borders,2022,ward 7.csv",8,['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)']
183,inverclyde17-ballots/InverclydeWest_inverclyde17-05.csv,7,['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)']
184,inverclyde17-ballots/InverclydeSouth_inverclyde17-07.csv,8,['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['Natasha MURPHY (Lab)'],['Natasha MURPHY (Lab)'],['John CROWTHER (SNP)']
185,inverclyde17-ballots/InverclydeEastCentral_inverclyde17-02.csv,6,['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Jim MACLEOD (SNP)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)']
186,inverclyde17-ballots/InverclydeSouthWest_inverclyde17-06.csv,7,['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Ciano REBECCHI (LD)'],['Ciano REBECCHI (LD)'],['Innes NELSON (SNP)']
187,inverclyde17-ballots/InverclydeEast_inverclyde17-01.csv,5,['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)']
188,inverclyde17-ballots/InverclydeNorth_inverclyde17-04.csv,7,['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)']
189,inverclyde17-ballots/InverclydeCentral_inverclyde17-03.csv,6,['Jim MCELENY (SNP)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)']
190,orkney12-ballots/NorthIsles_orkney12-06.csv,4,['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)']
191,orkney12-ballots/KirkwallEast_orkney12-01.csv,8,['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)']
192,orkney12-ballots/KirkwallWestandOrphir_orkney12-02.csv,11,['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)']
193,orkney12-ballots/WestMainland_orkney12-04.csv,9,['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)']
194,"orkney12-ballots/EastMainland,SouthRonaldsayandBurray_orkney12-05.csv",7,['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)']
195,orkney12-ballots/StromnessandSouthIsles_orkney12-03.csv,7,['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)']
196,e-lothian22/Ward3-TranentWallyfordandMacmerry_Ward3.csv,9,['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)']
197,e-lothian22/Ward2-PrestonSetonandGosford_Ward2.csv,8,['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Brooke RITCHIE (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)']
198,e-lothian22/Ward6-DunbarandEastLinton_Ward6.csv,7,['Lyn JARDINE (SNP)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)']
199,e-lothian22/Ward4-NorthBerwickCoastal_Ward4.csv,8,['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)']
200,e-lothian22/Ward5-HaddingtonandLammermuir_Ward5.csv,9,['George MCGUIRE (Con)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['John MCMILLAN (Lab)'],['John MCMILLAN (Lab)'],['Shamin AKHTAR (Lab)']
201,e-lothian22/Ward1-Musselburgh_Ward1.csv,9,['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Andy FORREST (Lab)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Andy FORREST (Lab)'],['Andy FORREST (Lab)'],['Cher CASSINI (SNP)']
