,file,numCands,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
59,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oatley.csv,5,['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark'],['COURE Mark']
60,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Swansea.csv,5,['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin']
61,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blue Mountains.csv,7,['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish']
62,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Miranda.csv,6,['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni']
63,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Auburn.csv,5,['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda'],['VOLTZ Lynda']
64,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Barwon.csv,9,['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['SCHIER Andrew'],['BUTLER Roy']
65,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lakemba.csv,6,['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad']
66,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Mount Druitt.csv,5,['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond']
67,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Pittwater.csv,8,['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['KORZY Miranda'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert'],['STOKES Robert']
68,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data East Hills.csv,7,['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['MURPHY Cameron'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy'],['LINDSAY Wendy']
69,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Gosford.csv,6,['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl']
70,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Monaro.csv,6,['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['WILSON Bryce'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John'],['BARILARO John']
71,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cootamundra.csv,6,['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph']
72,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Parramatta.csv,7,['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['SCULLY Liz'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey'],['LEE Geoffrey']
73,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Epping.csv,5,['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic']
74,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Blacktown.csv,5,['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen']
75,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wyong.csv,4,['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David'],['HARRIS David']
76,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lake Macquarie.csv,6,['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg']
77,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data North Shore.csv,9,['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['CORRIGAN Carolyn'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity']
78,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Kogarah.csv,5,['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['YUNG Scott'],['MINNS Chris']
79,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wagga Wagga.csv,7,['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe'],['McGIRR Joe']
80,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Shellharbour.csv,4,['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna']
81,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Port Macquarie.csv,4,['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie']
82,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Riverstone.csv,3,['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin'],['CONOLLY Kevin']
83,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wallsend.csv,5,['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia']
84,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Penrith.csv,10,['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['McKEOWN Karen'],['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['AYRES Stuart'],['McKEOWN Karen'],['AYRES Stuart'],['AYRES Stuart']
85,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Seven Hills.csv,6,['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark']
86,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Prospect.csv,5,['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh']
87,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Terrigal.csv,7,['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['SUNDSTROM Jeff'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam']
88,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Macquarie Fields.csv,6,['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack'],['CHANTHIVONG Anoulack']
89,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Dubbo.csv,7,['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['DICKERSON Mathew'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald'],['SAUNDERS Dugald']
90,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Hornsby.csv,9,['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew'],['KEAN Matthew']
91,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lane Cove.csv,6,['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ZBIK Andrew'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony']
92,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Tweed.csv,5,['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['ELLIOT Craig'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff'],['PROVEST Geoff']
93,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Mulgoa.csv,4,['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya']
94,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wollongong.csv,7,['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul'],['SCULLY Paul']
95,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Keira.csv,4,['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan'],['PARK Ryan']
96,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Tamworth.csv,6,['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin'],['ANDERSON Kevin']
97,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Clarence.csv,6,['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris'],['GULAPTIS Chris']
98,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Port Stephens.csv,6,['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate']
99,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Holsworthy.csv,6,['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie'],['GIBBONS Melanie']
100,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Davidson.csv,5,"[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]","[""O'DEA Jonathan""]"
101,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Granville.csv,8,['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia'],['FINN Julia']
102,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Rockdale.csv,6,['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve'],['KAMPER Steve']
103,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Charlestown.csv,4,['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie']
104,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newcastle.csv,8,['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim'],['CRAKANTHORP Tim']
105,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wakehurst.csv,7,['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad'],['HAZZARD Brad']
106,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Campbelltown.csv,7,['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg'],['WARREN Greg']
107,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Manly.csv,6,['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GLANVILLE Kristyn'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James']
108,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Castle Hill.csv,4,['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond'],['WILLIAMS Raymond']
109,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Heffron.csv,5,['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron'],['HOENIG Ron']
110,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Londonderry.csv,5,['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue']
111,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Upper Hunter.csv,8,['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['DAGG Melanie'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael'],['JOHNSEN Michael']
112,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bankstown.csv,4,['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania'],['MIHAILUK Tania']
113,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Canterbury.csv,4,['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie'],['COTSIS Sophie']
114,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coffs Harbour.csv,8,['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['TOWNLEY Sally'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh'],['SINGH Gurmesh']
115,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Liverpool.csv,6,['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul']
116,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Strathfield.csv,6,['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MCKAY Jodi'],['MADIRAZZA Philip'],['MCKAY Jodi']
