,file,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,numCands,plurality,IRV,top-two,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
939,f9c403aaf2.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
940,f9bd3a815b.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"[""'""]","['7', '1']",['7']
941,f9962f5327.csv,['11'],['11'],['11'],11,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],"[""'""]",['11'],['11']
942,f97db8d127.csv,['1'],['1'],['1'],6,['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
943,f8e3055ab0.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
944,f8c9f15bcd.csv,['6'],['6'],['6'],6,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['2', '3', '1']",['3']
945,f8ab46b238.csv,['19'],['19'],['19'],19,['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['19'],['['],['1'],['19']
946,f8523c0bf5.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
947,f8061c72a7.csv,['2'],['2'],['2'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['5'],['1']
948,f800b79706.csv,['1'],"['2', '1']",['1'],5,['5'],['3'],['3'],['5'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
949,f744fc29f2.csv,['8'],['8'],['8'],8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],"['""']",['1'],['8']
950,f717e284d6.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['3', '1']",['1']
951,f643d710f1.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
952,f60b579d37.csv,['2'],['2'],['2'],4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['4'],['2']
953,f59b4e841e.csv,['1'],['3'],['1'],10,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
954,f53152bfb0.csv,['17'],['17'],['17'],17,['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['['],['1'],['17']
955,f51a581f31.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['3'],['3']
956,f4e9a7207e.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
957,f41f8979dd.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
958,f4049bbaf5.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
959,f402bb45ce.csv,['9'],['9'],['9'],9,['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],[']'],"['2', '3', '1']",['9']
960,f3bbc57970.csv,['2'],['2'],['2'],7,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['1'],['2']
961,f38262c349.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['3'],['1']
962,f37c669406.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['['],"['4', '3', '2', '1', '5']",['5']
963,f2e54a1696.csv,['3'],['3'],['3'],10,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['1'],['3']
964,f2ca2b130e.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['4'],['4']
965,f1faf34abd.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['['],"['4', '3', '2', '1', '5']",['5']
966,f1eced9a9e.csv,['2'],['2'],['2'],6,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],['3'],['2']
967,f1cf4e06f5.csv,['2'],['2'],['2'],12,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']",['1'],['4']
968,f19b8ff9ac.csv,['1'],['1'],['1'],13,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
969,f199ec5b4e.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['1', '4']",['1']
970,f1800d174c.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['4'],['4']
971,f17cdc5c02.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
972,f16f6ed533.csv,['3'],['3'],['3'],3,['2'],['2'],['2'],['3'],['2'],['2'],['2'],['2'],['2'],['2'],['['],['3'],['2']
973,f11efc971d.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['3', '1']",['1']
974,f101a1e237.csv,['1'],['1'],['1'],3,['1'],['3'],['3'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],"['3', '1']",['3']
975,f08f4624a2.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
976,f084df174f.csv,['20'],['5'],['2'],20,['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],"[""'""]",['1'],['20']
977,f062418dad.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['3'],['3']
978,efff84a9bd.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],['7'],['7']
979,effb2446dc.csv,['9'],['9'],['9'],9,['1'],['9'],['1'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],"[""'""]",['1'],['9']
980,efda25db62.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
981,efa5b8f88a.csv,['32'],['32'],['32'],32,['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],['32'],"[""'""]",['1'],['32']
982,ef4f6312e8.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['1', '4']",['1']
983,ef4ec98628.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
984,ef3d63d975.csv,['2'],['2'],['2'],7,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]","['4', '7', '2', '1', '5']",['2']
985,edf57c98c9.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['1'],['4']
986,ed7644be94.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['1'],['2']
987,ed396694d0.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['3'],['3']
988,ecfee6c155.csv,['1'],['1'],['1'],6,['6'],['6'],['6'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],['['],"['2', '1', '6']",['6']
989,ece6115669.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],['1'],['2']
990,ece1835742.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['5'],['5']
991,ec8f00cb00.csv,['2'],['2'],['2'],4,['3'],['2'],['3'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],['1'],['2']
992,ec8b755183.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],"['3', '1']",['1']
993,ec88e90f99.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
994,ec67035a42.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],['4'],['4']
995,ec259dda8a.csv,['2'],['2'],['2'],5,['3'],['3'],['3'],['2'],['3'],['3'],['3'],['3'],['3'],['3'],"['""']","['2', '1', '5']",['3']
996,ec23daf438.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['4'],['4']
997,ebba4c38e5.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],['5'],['5']
998,eb42d58dcb.csv,['5'],['5'],['5'],5,['2'],['1'],['1'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['5'],['5']
999,eafe9b03c3.csv,['5'],['5'],['5'],5,['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1000,eacab07188.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
1001,eac051fe7a.csv,['1'],['5'],['1'],5,['1'],['1'],['1'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['1'],['5']
1002,ea8b0f264c.csv,['1'],['4'],['1'],6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['1'],['6'],['6']
1003,ea66cc209c.csv,['1'],['1'],['1'],3,['2'],['2'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1004,ea419bff90.csv,['12'],['12'],['12'],12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],"[""'""]",['12'],['12']
1005,e94c46cbe2.csv,['1'],['1'],['1'],4,['3'],['2'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1006,e919de83d7.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['1'],['3']
1007,e90775c303.csv,['10'],['10'],['10'],10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]",['1'],['10']
1008,e8e74ee066.csv,['10'],['10'],['10'],10,['1'],['2'],['2'],['1'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]",['1'],['10']
1009,e8e1a53c9a.csv,['3'],"['3', '1']",['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1010,e8dd7ab6da.csv,['1'],['1'],['1'],13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"[""'""]",['1'],['13']
1011,e8cffd243a.csv,['15'],['15'],['15'],15,['8'],['8'],['8'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['['],"['1', '15']",['15']
1012,e8cda228bd.csv,['1'],['1'],['1'],10,['10'],['1'],['10'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1013,e88321ec90.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1014,e87af5b74c.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1015,e863638d77.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['3', '1']",['3']
1016,e837a72269.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1017,e81edc6775.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['1'],['3']
1018,e7fb5b6f88.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['3'],['1']
1019,e7ad72e00c.csv,['13'],['13'],['13'],13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],[']'],['13'],['13']
1020,e77ea66915.csv,['6'],['6'],['6'],6,['1'],['1'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['['],"['2', '3', '1', '6']",['6']
1021,e75344389b.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],"['1', '4']",['4']
1022,e737799075.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
1023,e71c1d12f2.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1024,e6ef71f16f.csv,['1'],['1'],['1'],3,['3'],['2'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1025,e6d5fceedc.csv,['9'],['9'],['9'],9,['9'],['9'],['9'],['9'],[],['9'],['9'],['9'],['9'],['9'],"[""'""]","['9', '1']","['4', '8', '9', '3', '2', '1', '5']"
1026,e6a7fe114b.csv,['7'],['7'],['7'],7,['5'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"[""'""]",['7'],['7']
1027,e6691f88ee.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1028,e63b677df9.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],['5'],['5']
1029,e582a0f554.csv,['4'],['4'],['4'],4,['1'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],['4'],['4']
1030,e5765b0d4f.csv,['3'],['3'],['3'],5,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['1'],['3']
1031,e5244f45da.csv,['1'],['1'],['1'],3,['2'],['1'],['1'],['1'],[],['1'],['2'],['1'],['1'],['1'],[']'],['3'],"['2', '3', '1']"
1032,e4a65af222.csv,['2'],['2'],['2'],3,['3'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],['1'],['2']
1033,e472cfb88d.csv,['4'],['4'],['4'],4,['3'],['3'],['3'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']","['2', '3', '1', '4']",['4']
1034,e3f56d7414.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['5'],['5']
1035,e3319e1417.csv,['12'],['12'],['12'],12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],[']'],['12'],['12']
1036,e30fb89654.csv,['3'],['3'],['3'],3,['1'],['1'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['3'],['3']
1037,e2e6698e95.csv,['8'],['8'],['8'],8,['2'],['2'],['2'],['2'],['8'],['8'],['8'],['8'],['8'],['8'],['['],['1'],['8']
1038,e28f76bf6f.csv,['2'],['2'],['2'],12,['6'],['12'],['3'],['12'],['2'],['2'],['2'],['2'],['2'],['2'],['['],['12'],['2']
1039,e267f26fed.csv,['2'],['2'],['2'],4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],['4'],['2']
1040,e26783f2d8.csv,['1'],['1'],['1'],3,['2'],['2'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1041,e21ee36d77.csv,['6'],['6'],['6'],6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],[']'],['1'],['6']
1042,e1faa05ff3.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1043,e1a32f56b0.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1044,e06c25f653.csv,['17'],['17'],['17'],17,['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],"['""']",['17'],['17']
1045,e0197cd5f4.csv,['2'],['2'],['2'],3,['3'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]","['3', '1']",['2']
1046,dffe428333.csv,['4'],['4'],['4'],4,['1'],['1'],['1'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],['4'],['4']
1047,df9d521031.csv,['12'],['12'],['12'],12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['2'],['1'],['12']
1048,df41a50556.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],"['3', '1']",['2']
1049,df20fb7aa9.csv,['4'],['4'],['4'],4,['1'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']","['2', '1']",['4']
1050,defbd544a9.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
1051,def3868204.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1052,def341cb99.csv,"['2', '4']",['2'],['2'],4,['2'],['4'],['4'],['2'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
1053,dedb1b9c96.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],['1'],['7']
1054,ded47c1ac2.csv,['18'],['18'],['18'],18,['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],['18'],"[""'""]",['18'],['18']
1055,debe60f1f9.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['4'],['3']
1056,de721807e4.csv,['5'],['5'],['5'],5,['2'],['5'],['2'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['['],['1'],['5']
1057,de3296a2fe.csv,['6'],['6'],['6'],6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],[']'],['1'],['6']
1058,de2c34c376.csv,['1'],['1'],['1'],7,['7'],['7'],['1'],['7'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1059,ddfa08d2bd.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['2', '1']",['1']
1060,dd5884c827.csv,['1'],['1'],['1'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],['1'],['7']
1061,dbd42684e4.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1062,db694ea4f5.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['3'],['1']
1063,db573a5e57.csv,['1'],['1'],['1'],6,['6'],['6'],['6'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],['['],['1'],['6']
1064,db3b763640.csv,['3'],['3'],['3'],3,['2'],['2'],['2'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['1'],['3']
1065,db036e182f.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],['1'],['7']
1066,dac760de30.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['['],"['4', '3', '2', '1', '5']",['5']
1067,da56b56e94.csv,"['2', '3']",['2'],['2'],3,['3'],['3'],['3'],['2'],[],"['2', '3']",['3'],['3'],"['2', '3']",['3'],"['""']",['3'],"['2', '3', '1']"
1068,da0a7787df.csv,['1'],['1'],['1'],9,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['9'],['1']
1069,d93674523a.csv,['1'],['1'],['1'],6,['6'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1070,d931b7efd7.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['4'],['4']
1071,d9107773eb.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['3', '1']",['1']
1072,d907b76488.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1073,d8a5ca21da.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['1'],['2']
1074,d881da9e23.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],"['3', '1']",['2']
1075,d87a9a2643.csv,['13'],['13'],['13'],13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['1'],['1'],['13']
1076,d8796c5344.csv,['8'],['8'],['8'],8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],[']'],['1'],['8']
1077,d85f9f7b84.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1078,d831570dd3.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1079,d8255d2da9.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1080,d7d0d44ff2.csv,['6'],['6'],['6'],6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],"[""'""]",['1'],['6']
1081,d7a8e3f09c.csv,['2'],['2'],['2'],18,['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['['],"['2', '1']",['14']
1082,d76e77290c.csv,['3'],['3'],['3'],5,['5'],['5'],['4'],['5'],[],"['3', '5']",['5'],['5'],"['3', '5']",['5'],[']'],"['2', '1', '5']","['4', '3', '2', '1', '5']"
1083,d7254ffd13.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1084,d6fc1c48f4.csv,['9'],['9'],['9'],9,['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],[']'],['1'],['9']
1085,d6e748a8f7.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
1086,d6cd465864.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],['1'],['4']
1087,d6b9e970cc.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['4'],['4']
1088,d6924f4d8c.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1089,d5fb0f5236.csv,['7'],['7'],['7'],7,['5'],['6'],['6'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"['""']",['7'],['7']
1090,d5f4c352a7.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']","['2', '3', '1', '4']",['4']
1091,d5a617b208.csv,['12'],['12'],['12'],12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['['],"['1', '12']",['12']
1092,d58b364fd6.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]","['2', '3', '1']",['5']
1093,d4e6153892.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['3', '1']",['3']
1094,d4deee7860.csv,['1'],['1'],['1'],6,['6'],['6'],['6'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']","['2', '6']",['1']
1095,d47a11fc7b.csv,['1'],['1'],['1'],5,['5'],['1'],['5'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1096,d43c891c25.csv,['6'],['6'],['6'],6,['3'],['1'],['1'],['6'],[],['6'],['3'],['1'],['6'],['6'],['['],['1'],"['4', '3', '2', '1', '6']"
1097,d3e7478ae6.csv,['1'],['1'],['1'],5,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]","['2', '1', '5']",['2']
1098,d3abdeaed7.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"['""']",['1'],['3']
1099,d34d1173d5.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['3'],['1']
1100,d33fc8b5af.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]","['1', '5']",['5']
1101,d33f6b698e.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['5'],['1']
1102,d2f2341428.csv,['16'],['16'],['16'],16,['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],"[""'""]",['16'],['16']
1103,d2ecdc924e.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
1104,d2ab8a8f96.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['1'],['3']
1105,d2387021e2.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1106,d22be6a690.csv,['6'],['6'],['6'],6,['1'],['6'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],"['""']",['6'],['6']
1107,d13707a4b9.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
