,file,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,numCands,plurality,IRV,top-two,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
439,845c262c66.csv,['16'],['16'],['16'],17,['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],['16'],[']'],['1'],['16']
440,83f09b7db4.csv,['1'],['1'],['1'],7,['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
441,838729eca0.csv,['1'],['1'],['1'],9,['8'],['1'],['8'],['8'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
442,833a5918cc.csv,['1'],['1'],['1'],10,['3'],['3'],['3'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['1', '3']",['1']
443,8318038381.csv,['2'],['2'],['2'],9,['7'],['5'],['7'],['7'],[],['7'],['7'],['5'],['7'],['7'],"[""'""]",['1'],"['7', '5', '3', '1', '8', '2', '6', '4']"
444,8172585383.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],"['5', '1']",['5']
445,8160fd66be.csv,['1'],['1'],['1'],10,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['9'],['1']
446,81063b0ad8.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"['""']",['1'],['3']
447,8104839074.csv,['1'],['1'],['1'],9,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],[']'],['1'],['8']
448,80e8ef4d0e.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']","['1', '4']",['1']
449,80bd2f00c8.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],['1'],['5']
450,806e4efb32.csv,['2'],['2'],['2'],17,['3'],['1'],['1'],['3'],['2'],['2'],['2'],['2'],['2'],['2'],['['],['1'],['2']
451,8001b3f7a0.csv,['23'],['23'],['23'],24,['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['['],['1'],['23']
452,7fe0a88f78.csv,['8'],['8'],['8'],9,['1'],['2'],['2'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],"[""'""]",['1'],['8']
453,7f637d8a40.csv,['25'],['25'],['25'],26,['25'],['25'],['25'],['25'],['25'],['25'],['25'],['25'],['25'],['25'],"[""'""]",['25'],['25']
454,7e39bff4b6.csv,['4'],['4'],['4'],6,['2'],['4'],['5'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]","['5', '1']",['4']
455,7debd1415c.csv,['7'],['7'],['7'],8,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],['1'],['7']
456,7ddfe0a69d.csv,['6'],['6'],['6'],11,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],[']'],['1'],['6']
457,7dd32fef75.csv,['4'],['4'],['4'],5,['3'],['4'],['3'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],['1'],['4']
458,7dcab89c88.csv,['23'],['23'],['23'],24,['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['23'],['3'],['23'],['23']
459,7db8edfe7c.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
460,7d9a59aaff.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],[],"['5', '1']",['1'],['5'],"['5', '1']",['5'],"[""'""]","['5', '1', '2']","['5', '1']"
461,7d9448bcb9.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['1'],['3']
462,7d80fd33d6.csv,['1'],['1'],['1'],7,['4'],['5'],['4'],['4'],['5'],['5'],['5'],['5'],['5'],['5'],['1'],['6'],['5']
463,7d6c79a6c1.csv,['3'],['3'],['3'],11,['2'],['2'],['2'],['2'],[],['3'],['2'],['2'],['3'],['3'],[']'],['1'],"['2', '3', '5', '10']"
464,7d6196a0b5.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
465,7d47576f72.csv,['10'],['2'],['2'],11,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]",['10'],['10']
466,7d236171ce.csv,['2'],['2'],['2'],7,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],['1'],['2']
467,7cf340711d.csv,['2'],['2'],['2'],5,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],"['1', '4']",['2']
468,7cb2cd792c.csv,['1'],['2'],['2'],8,['7'],['1'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
469,7c3c95144d.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"['""']",['5'],['5']
470,7c0f2ad6cf.csv,['12'],['12'],['12'],13,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],"[""'""]",['1'],['12']
471,7bb031c5a1.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['4'],['4']
472,7b58634dcc.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
473,7b22d1122d.csv,"['2', '3']",['2'],['2'],4,['2'],['3'],['3'],['2'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
474,7b18610b34.csv,['7'],['7'],['7'],8,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],"['7', '1', '2']",['7']
475,7b01d9e2ce.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
476,7ac09a7565.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['1', '4']",['1']
477,7aa0eddee6.csv,['7'],['7'],['7'],8,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],[']'],['1'],['7']
478,7a8563ab6d.csv,['20'],['20'],['20'],21,['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],['20'],[']'],['1'],['20']
479,7a7677067a.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
480,79d68b75bc.csv,['10'],['4'],['4'],11,['4'],['4'],['4'],['9'],[],['1'],['4'],['4'],['1'],['1'],"['""']",['10'],"['7', '5', '3', '9', '1', '2', '8', '6', '4', '10']"
481,79ce0d8408.csv,['1'],['1'],['1'],5,['3'],['1'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['1', '2']",['1']
482,79713f1df3.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],"['5', '1']",['5']
483,7908b80e54.csv,['1'],['9'],['1'],10,['9'],['9'],['9'],['1'],['9'],['9'],['9'],['9'],['9'],['9'],['1'],['1'],['9']
484,7906946d6e.csv,['15'],['15'],['15'],16,['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],[']'],['1'],['15']
485,7906327096.csv,['4'],['4'],['4'],5,['3'],['3'],['3'],['4'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['1'],['3']
486,78eeb8dd5f.csv,['8'],['8'],['8'],9,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['['],"['1', '8']",['8']
487,78c500cf24.csv,['2'],['2'],['2'],9,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['2', '1', '3']",['1']
488,78aa87fe21.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['5'],['1']
489,78aa1b237e.csv,['1'],['3'],['3'],9,['8'],['3'],['3'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
490,788f784b8b.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
491,7865e54bcd.csv,['7'],['4'],['7'],8,['4'],['4'],['4'],['7'],[],"['7', '4']",['4'],['2'],"['7', '4']",['4'],"[""'""]",['1'],"['7', '2', '4', '5']"
492,7820ebcc16.csv,['12'],['1'],['1'],13,['3'],['3'],['3'],['3'],[],['1'],['3'],['1'],['1'],['1'],[']'],['12'],"['1', '3', '12']"
493,77dce0c078.csv,['2'],['2'],['2'],4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['1'],['2']
494,77c228cf6a.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['5', '1']",['1']
495,7782fd0461.csv,['1'],['1'],['1'],4,['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['1', '3']",['1']
496,774b41b678.csv,['3'],['3'],['3'],7,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['6'],['3']
497,773bcb86e4.csv,['8'],['8'],['8'],9,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],"['""']",['8'],['8']
498,7727bdd0b1.csv,['6'],['6'],['6'],7,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['['],['1'],['6']
499,76f5364300.csv,['1'],"['2', '4']",['2'],8,['7'],['2'],['2'],['1'],[],['1'],['4'],['2'],['1'],['1'],"[""'""]",['1'],"['7', '5', '3', '1', '2', '4']"
500,7682999751.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
501,7643a09b2f.csv,['2'],['2'],['2'],4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['3'],['2']
502,76428d3dd8.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],['1'],['4']
503,76255ca669.csv,['2'],['2'],['2'],6,['3'],['2'],['3'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],"['5', '1']",['2']
504,761cc2edac.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
505,75d3262fd7.csv,['12'],['12'],['12'],13,['1'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],"[""'""]",['1'],['12']
506,750d1188f5.csv,['1'],['1'],['1'],17,['9'],['1'],['5'],['16'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
507,74c53eb0b7.csv,['2'],"['5', '2']",['2'],6,['5'],['5'],['5'],['5'],['2'],['2'],['2'],['2'],['2'],['2'],"['""']",['1'],['2']
508,74b2a4dc17.csv,['4'],['4'],['4'],5,['2'],['2'],['2'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],"['1', '4']",['4']
509,7499f67fc4.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
510,746f21193d.csv,['1'],['1'],['1'],16,['3'],['2'],['3'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
511,746a5593e6.csv,['9'],['9'],['9'],10,['1'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],[']'],['1'],['9']
512,7417846d27.csv,['6'],['6'],['6'],7,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],[']'],"['1', '6']",['6']
513,730ce6dfb0.csv,['1'],['3'],"['1', '3']",6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['5', '1']",['1']
514,72f69a557c.csv,['2'],['2'],['2'],8,['1'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['7'],['2']
515,72af5f873c.csv,['34'],['3'],['34'],35,['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],['34'],"['""']",['1'],['34']
516,72400e8ae9.csv,['1'],['1'],['1'],10,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
517,7200b7ed13.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]","['1', '4']",['4']
518,71c7fdd9a8.csv,['1'],['1'],['1'],9,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
519,716b2e55fc.csv,['7'],['7'],['7'],8,['3'],['3'],['3'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"['""']","['7', '1']",['7']
520,715137f304.csv,['1'],['1'],['1'],9,['1'],['8'],['8'],['1'],['8'],['8'],['8'],['8'],['8'],['8'],"[""'""]","['1', '8']",['8']
521,710b4f07c6.csv,['4'],['4'],['4'],12,['11'],['11'],['11'],['11'],[],['11'],['11'],['11'],['11'],['11'],[']'],['1'],"['5', '3', '1', '2', '6', '11', '4', '10']"
522,70bab1ac40.csv,['8'],['8'],['8'],9,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],[']'],['1'],['8']
523,70a947870c.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],"['1', '4']",['1']
524,706287763d.csv,['2'],['2'],['2'],4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['3'],['2']
525,701de16df6.csv,['9'],['9'],['9'],10,['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],[']'],['9'],['9']
526,6f64eadd3c.csv,['11'],['11'],['11'],12,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],[']'],['1'],['11']
527,6f569f9141.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
528,6eb1e85466.csv,['1'],['1'],['1'],4,['3'],['3'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
529,6e92622204.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['['],['1'],['5']
530,6ddb81ea7a.csv,['4'],['4'],['4'],6,['3'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
531,6d8af25822.csv,['7'],['7'],['7'],8,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"[""'""]","['1', '3']",['7']
532,6d15bdae51.csv,['1'],['1'],['1'],7,['1'],['6'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],"[""'""]",['1'],['6']
533,6cf8f2aacf.csv,['1'],['1'],['1'],13,['11'],['6'],['12'],['12'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
534,6cc318c5f1.csv,['5'],['5'],['5'],6,['3'],['3'],['3'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]","['5', '1']",['5']
535,6cb5b5c803.csv,['1'],"['2', '3']",['1'],5,['2'],['2'],['2'],['1'],[],['1'],['2'],['2'],['1'],['1'],"[""'""]",['1'],"['1', '2', '4', '3']"
536,6cb2721c9d.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],"['1', '4']",['4']
537,6c95607c7b.csv,['5'],['5'],['5'],6,['5'],['3'],['3'],['5'],[],['3'],['5'],['3'],['3'],['3'],"[""'""]",['2'],"['5', '2', '3']"
538,6c8895b2fe.csv,['8'],['8'],['8'],10,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],"[""'""]",['9'],['8']
539,6c7ac676a4.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
540,6c3fcb4d84.csv,['1'],['1'],['1'],6,['4'],['5'],['4'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['5'],['1']
541,6c2214f10e.csv,['1'],['1'],['1'],9,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['8'],['1']
542,6c0953105c.csv,['4'],['3'],['4'],5,['3'],['3'],['3'],['4'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],"['1', '4']",['3']
543,6bd433f583.csv,['1'],['1'],['1'],7,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['1', '6', '3']",['1']
544,6ba6e78ca0.csv,['1'],['1'],['1'],10,['9'],['5'],['6'],['9'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['1', '9']",['1']
545,6b4fdc84dd.csv,['9'],['9'],['9'],10,['4'],['9'],['4'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['['],['1'],['9']
546,6b199ea18a.csv,['1'],['3'],['3'],9,['1'],['3'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['8'],['1'],['3']
547,6b179b627e.csv,['13'],['2'],['13'],14,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"[""'""]",['1'],['13']
548,6ad3d666a9.csv,['25'],['25'],['25'],26,['25'],['25'],['25'],['25'],['25'],['25'],['25'],['25'],['25'],['25'],['['],['1'],['25']
549,6aca14326d.csv,['6'],['6'],['6'],7,['5'],['6'],['5'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['['],"['1', '2', '3']",['6']
550,6a8cb7adec.csv,['1'],['1'],['1'],7,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],"['1', '6']",['1']
551,6a482ef9e2.csv,['1'],['1'],['1'],13,['12'],['12'],['12'],['1'],['12'],['12'],['12'],['12'],['12'],['12'],"[""'""]",['1'],['12']
552,6a2f71a640.csv,['4'],['3'],['4'],5,['4'],['3'],['3'],['4'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
553,68d3bcf71e.csv,['8'],['8'],['8'],9,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],[']'],['1'],['8']
554,68cc4445dc.csv,"['2', '3']",['2'],['2'],4,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],['3'],['2']
555,68811c63ac.csv,['6'],['6'],['6'],7,['5'],['6'],['5'],['4'],['6'],['6'],['6'],['6'],['6'],['6'],"[""'""]",['6'],['6']
556,67f5d8e0b7.csv,['6'],['6'],['6'],7,['1'],['1'],['1'],['6'],[],"['1', '6']",['1'],['1'],"['1', '6']",['1'],[']'],"['1', '6']","['1', '6']"
557,67ca66342c.csv,['1'],['10'],['1'],11,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"['""']",['1'],['10']
558,6776fc747a.csv,['1'],"['1', '2']",['1'],7,['2'],['2'],['1'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
559,66ec4e0da2.csv,['6'],['6'],['6'],7,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['['],['1'],['6']
560,66d98053eb.csv,['1'],"['1', '3']",['1'],8,['5'],['3'],['5'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['7', '2']",['3']
561,6687008c99.csv,['8'],['8'],['8'],9,['2'],['8'],['1'],['2'],['8'],['8'],['8'],['8'],['8'],['8'],"[""'""]",['1'],['8']
562,654f1aee20.csv,['1'],['1'],['1'],4,['1'],['1'],['3'],['1'],[],['1'],['1'],['1'],['1'],['1'],[']'],['3'],"['1', '2', '3']"
563,651dac326a.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['1'],['3']
564,64db433888.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
565,64bdf4bc9d.csv,['6'],['6'],['6'],7,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],[']'],['1'],['6']
566,64a95dbfcd.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['1'],['3']
567,646e04882e.csv,['3'],"['2', '3']",['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
568,64500f2f6d.csv,['17'],['17'],['17'],18,['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],[']'],['1'],['17']
569,63f674cb89.csv,"['3', '4']","['3', '4']","['3', '4']",6,['3'],['3'],['3'],['3'],[],['3'],['3'],['1'],['3'],['3'],[']'],"['5', '1']","['5', '3', '1', '2', '4']"
570,63f41e6a38.csv,['18'],['18'],['18'],19,['18'],['18'],['18'],['11'],['18'],['18'],['18'],['18'],['18'],['18'],"['""']",['18'],['18']
571,63d0f58297.csv,['2'],['2'],['2'],7,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]","['1', '6']",['2']
572,6375a113b3.csv,['1'],['1'],['1'],6,['5'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['5'],['1']
573,63756b783d.csv,['5'],['5'],['5'],6,['3'],['3'],['3'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['1'],['5']
574,625858e0fa.csv,['1'],['1'],['1'],10,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['1', '9']",['1']
575,623c13d2c1.csv,['1'],['4'],['1'],32,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
576,61695dc447.csv,['4'],['4'],['4'],5,['2'],['4'],['1'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]","['1', '4']",['4']
577,6161fb3b12.csv,['3'],['4'],['3'],15,['1'],['3'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['1', '2']",['3']
578,611e01f91e.csv,['1'],['1'],['1'],4,['1'],['3'],['3'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
579,60956f3d7e.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],['1'],['5']
580,608f427c9b.csv,['1'],['1'],['1'],4,['3'],['3'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['3'],['1']
581,6054dc4d37.csv,['2'],['2'],['2'],13,['12'],['11'],['11'],['2'],[],['4'],['12'],['11'],['4'],['4'],"['""']",['1'],"['7', '12', '5', '3', '9', '1', '6', '2', '11', '8', '4', '10']"
582,6016249643.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],"['1', '3']",['3']
583,5fe8bb9fee.csv,['1'],['12'],['1'],13,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],"[""'""]",['1'],['12']
584,5fc6c4ba80.csv,['9'],['9'],['9'],10,['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['1'],['9']
585,5fbac884ca.csv,['13'],['13'],['13'],14,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],[']'],['1'],['13']
586,5f8571e94e.csv,['10'],['10'],['10'],11,['4'],['10'],['4'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['['],['1'],['10']
587,5f38736b3e.csv,['6'],['6'],['6'],7,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],"['""']","['1', '6']",['6']
588,5f2904ef46.csv,['3'],['3'],['3'],4,['2'],['2'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
589,5e9bfc4aca.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['1'],['3']
590,5e8efcd78c.csv,['3'],['3'],['3'],10,['2'],['3'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['1', '9']",['3']
591,5e4ab45dcc.csv,['5'],['5'],['5'],6,['3'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['['],"['5', '1']",['5']
592,5cf367f50b.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
593,5cca3cc77c.csv,['2'],['2'],['2'],7,['4'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],['6'],['2']
594,5c80424256.csv,['7'],['7'],['7'],8,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"['""']",['1'],['7']
595,5c40617cb2.csv,['8'],['8'],['8'],9,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],"[""'""]",['1'],['8']
596,5bc94729e1.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['5'],['5']
597,5b6b3df1d7.csv,['10'],['10'],['10'],11,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]",['10'],['10']
598,5b0fdc2526.csv,['3'],['3'],['3'],4,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
599,5ac42fefa7.csv,['5'],['5'],['5'],6,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['5'],['5']
600,5a40ec428c.csv,['14'],['14'],['14'],15,['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],"[""'""]",['1'],['14']
601,5a3f11e4ff.csv,['1'],['1'],['1'],8,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
602,59b0d703cc.csv,['5'],['5'],['5'],8,['6'],['5'],['5'],['5'],[],['5'],['5'],['5'],['5'],['5'],"[""'""]","['7', '1', '5', '3']","['7', '5', '6', '4']"
603,59242f248d.csv,['9'],['9'],['9'],10,['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],"[""'""]",['9'],['9']
604,584dd06992.csv,['1'],['1'],['1'],12,['11'],['11'],['11'],['1'],['11'],['11'],['11'],['11'],['11'],['11'],"[""'""]",['1'],['11']
605,580a0c319f.csv,['3'],['3'],['3'],4,['2'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['2', '3']",['3']
606,57f504ca9e.csv,['1'],['1'],['1'],11,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
