,file,numCands,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
120,Alaska/Alaska_11082022_HouseDistrict12.csv,4,"['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']","['Schrage, Calvin R.']"
121,Minneapolis/Minneapolis_11072023_CityCouncilWard12.csv,5,['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury'],['Aurin Chowdhury']
122,Minneapolis/Minneapolis_11072017_BoardofEstimateandTaxation.csv,5,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
123,Minneapolis/Minneapolis_11072017_ParkBoardAtLarge.csv,12,['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Latrisha Vetaw'],['Meg Forney'],['Latrisha Vetaw']
124,Minneapolis/Minneapolis_11072017_Ward6CityCouncil.csv,6,['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame'],['Abdi Warsame']
125,Minneapolis/Minneapolis_11072017_Mayor.csv,20,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey']
126,Minneapolis/Minneapolis_11062009_PRBoardDistrict6.csv,6,['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Meg Forney'],['Brad Bourn'],['Brad Bourn']
127,Minneapolis/Minneapolis_11062009_Ward10CityCouncil.csv,6,['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill'],['Meg Tuthill']
128,Minneapolis/Minneapolis_11072023_CityCouncilWard13.csv,6,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
129,Minneapolis/Minneapolis_11022021_BoardofEstimateandTaxationAtLarge.csv,6,['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt'],['Steve Brandt']
130,Minneapolis/Minneapolis_11072017_Ward1CityCouncil.csv,5,['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich']
131,Minneapolis/Minneapolis_11062009_PRBoardDistrict5.csv,7,['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer'],['Carol Kummer']
132,Minneapolis/Minneapolis_11062009_PRBoardDistrict4.csv,3,['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb'],['Anita Tabb']
133,Minneapolis/Minneapolis_11072017_Ward9CityCouncil.csv,6,['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano'],['Alondra Cano']
134,Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,6,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
135,Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,8,['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker'],['Carol Becker']
136,Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,6,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
137,Minneapolis/Minneapolis_11022021_Mayor.csv,20,['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey'],['Jacob Frey']
138,Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,5,['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski'],['Liz Wielinski']
139,Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,9,['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney'],['Meg Forney']
140,Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,5,['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy'],['John Quincy']
141,Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,4,['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN'],['BRAD BOURN']
142,Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,4,['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland'],['Scott Vreeland']
143,Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,4,['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson'],['Jon Olson']
144,Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,6,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
145,Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,5,['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw'],['LaTrisha Vetaw']
146,Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,5,['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges'],['Betsy Hodges']
147,Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,6,['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison'],['Jeremiah Ellison']
148,Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,8,['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai'],['Aisha Chughtai']
149,Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,5,['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson']
150,Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,6,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
151,Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,4,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
152,Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,3,['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon']
153,Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,7,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
154,Minneapolis/Minneapolis_11072017_Ward3CityCouncil.csv,6,['Ginger Jentzen'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher']
155,Minneapolis/Minneapolis_11022021_CityCouncilWard2.csv,7,['Robin Wonsley Worlobah'],['Robin Wonsley Worlobah'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Yusra Arab'],[],['Yusra Arab'],['Yusra Arab'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],['Yusra Arab'],"['Robin Wonsley Worlobah', 'Yusra Arab', 'Cam Gordon']"
156,Minneapolis/Minneapolis_11022021_CityCouncilWard3.csv,6,['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville']
157,Minneapolis/Minneapolis_11072017_Ward4CityCouncil.csv,6,"['Barbara A. ""Barb"" Johnson']",['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham']
158,Minneapolis/Minneapolis_11022021_CityCouncilWard1.csv,6,['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne']
159,Minneapolis/Minneapolis_11052013_Mayor.csv,37,['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES'],['BETSY HODGES']
160,Minneapolis/Minneapolis_11072023_CityCouncilWard8.csv,6,['Soren Stevenson'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
161,Minneapolis/Minneapolis_11062009_Ward12CityCouncil.csv,6,['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy']
162,Minneapolis/Minneapolis_11072023_CityCouncilWard5.csv,5,['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison']
163,Minneapolis/Minneapolis_11072017_PRBoardDistrict3.csv,5,['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan']
164,Minneapolis/Minneapolis_11072017_PRBoardDistrict2.csv,4,['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson']
165,Minneapolis/Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,14,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
166,Minneapolis/Minneapolis_11072023_CityCouncilWard4.csv,6,['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw']
167,Minneapolis/Minneapolis_11062009_Ward7CityCouncil.csv,5,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
168,Minneapolis/Minneapolis_11052013_ParkRecBoardAtLarge.csv,12,['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN']
169,Minneapolis/Minneapolis_11072023_CityCouncilWard6.csv,6,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
170,Minneapolis/Minneapolis_11062009_Ward8CityCouncil.csv,7,['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden']
171,Minneapolis/Minneapolis_11062009_Mayor.csv,13,['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak']
172,Minneapolis/Minneapolis_11072017_Ward12CityCouncil.csv,5,['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson']
173,Minneapolis/Minneapolis_11052013_Ward9CityCouncil.csv,8,['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO']
174,Minneapolis/Minneapolis_11072017_PRBoardDistrict1.csv,5,['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer']
175,Minneapolis/Minneapolis_11072023_CityCouncilWard7.csv,5,['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Scott Graham'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Scott Graham'],['Katie Cashman']
176,Minneapolis/Minneapolis_11072017_PRBoardDistrict5.csv,5,['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich']
177,Minneapolis/Minneapolis_11062009_Ward1CityCouncil.csv,7,['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich']
178,Minneapolis/Minneapolis_11062009_Ward9CityCouncil.csv,6,['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff']
179,Minneapolis/Minneapolis_11072017_PRBoardDistrict4.csv,4,['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Tom Nordyke'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Tom Nordyke'],['Jono Cowgill']
180,Minneapolis/Minneapolis_11062009_MinneapolisParkRecBoard.csv,10,['Bob Fine'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young'],['Annie Young']
181,Minneapolis/Minneapolis_11072017_Ward13CityCouncil.csv,4,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
182,Minneapolis/Minneapolis_11022021_CityCouncilWard8.csv,4,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
183,Minneapolis/Minneapolis_11062009_Ward6CityCouncil.csv,8,['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren']
184,Minneapolis/Minneapolis_11072017_PRBoardDistrict6.csv,6,['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Bob Fine'],['Bob Fine'],['Bob Fine'],['Bob Fine'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Bob Fine'],['Bob Fine'],['Brad Bourn']
