rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,numSeats,numCands
"Kelley, Craig A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Galluccio, Anthony D.","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Podgers, Kathy","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Decker, Marjorie C.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Maher, David P.","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Seidel, Sam","Murphy, Brian","Davis, Henrietta","Simmons, E. Denise","Kelley, Craig A.","Maher, David P.","Reeves, Kenneth E.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Kelley, Craig A.","Moree, Gregg J.","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Davis, Henrietta","Maher, David P.","Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Maher, David P.","Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Janik, Jonathan S.","Podgers, Kathy","Moore, M. Kevin","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.","Sullivan, Edward J.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Kelley, Craig A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Sullivan, Edward J.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Ward, Larry W.","Moree, Gregg J.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Maher, David P.","Seidel, Sam","Kelley, Craig A.","Ward, Larry W.","Sullivan, Edward J.","Murphy, Brian","Podgers, Kathy","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Maher, David P.","Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Podgers, Kathy","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Murphy, Brian","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Davis, Henrietta","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Sullivan, Edward J.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.","Sullivan, Edward J.","Simmons, E. Denise","Moree, Gregg J.","Maher, David P.","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Moore, M. Kevin","Decker, Marjorie C.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Sullivan, Edward J.","Ward, Larry W.","Maher, David P.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Maher, David P.","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Seidel, Sam","Ward, Larry W.","Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.","Janik, Jonathan S.","Galluccio, Anthony D.","Reeves, Kenneth E.","Podgers, Kathy","Moore, M. Kevin","Kelley, Craig A.","Maher, David P.","Simmons, E. Denise","Moree, Gregg J.","Sullivan, Edward J.",9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Kelley, Craig A.","Simmons, E. Denise","Murphy, Brian","Ward, Larry W.","Maher, David P.","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.","Sullivan, Edward J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Moore, M. Kevin","Ward, Larry W.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Maher, David P.","Kelley, Craig A.","Murphy, Brian","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Galluccio, Anthony D.","Davis, Henrietta","Podgers, Kathy","Murphy, Brian","Moree, Gregg J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Toomey, Timothy J., Jr.","Murphy, Brian","Simmons, E. Denise","Ward, Larry W.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Maher, David P.","Podgers, Kathy","Davis, Henrietta","Galluccio, Anthony D.","Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Janik, Jonathan S.","Ward, Larry W.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Seidel, Sam","Murphy, Brian","Moree, Gregg J.","Moore, M. Kevin",9,17
"Toomey, Timothy J., Jr.","Davis, Henrietta","Simmons, E. Denise","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Murphy, Brian","Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Podgers, Kathy","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Ward, Larry W.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Davis, Henrietta","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Simmons, E. Denise","Moree, Gregg J.","Moore, M. Kevin","Janik, Jonathan S.","Seidel, Sam","Sullivan, Edward J.",skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Ward, Larry W.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Maher, David P.","Kelley, Craig A.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Toomey, Timothy J., Jr.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Moree, Gregg J.","Sullivan, Edward J.","Maher, David P.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Reeves, Kenneth E.","Simmons, E. Denise","Maher, David P.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Galluccio, Anthony D.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Sullivan, Edward J.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Decker, Marjorie C.","Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Galluccio, Anthony D.","Kelley, Craig A.","Davis, Henrietta","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Simmons, E. Denise","Maher, David P.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Murphy, Brian","Moore, M. Kevin","Kelley, Craig A.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Janik, Jonathan S.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Moree, Gregg J.","Moore, M. Kevin","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Ward, Larry W.","Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Maher, David P.","Murphy, Brian","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Kelley, Craig A.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Simmons, E. Denise","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
