voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,William BONNAR (Soc),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,William BONNAR (Soc),Soryia SIDDIQUE (Lab),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,William BONNAR (Soc),Soryia SIDDIQUE (Lab),James SCANLON (Lab),David Mansfield JAGO (LD),skipped,skipped,skipped,skipped,skipped,skipped,4
21,William BONNAR (Soc),Soryia SIDDIQUE (Lab),James SCANLON (Lab),Anne-Marie MILLAR (Ind),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,4
22,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),Moira Ann CRAWFORD (Grn),Jean DOUGLAS (Britannica Party),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),David Mansfield JAGO (LD),Anne-Marie MILLAR (Ind),James SCANLON (Lab),Soryia SIDDIQUE (Lab),4
30,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),Jean DOUGLAS (Britannica Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),Jean DOUGLAS (Britannica Party),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,4
32,William BONNAR (Soc),Thomas Muirhead CONNOR (Con),Jean DOUGLAS (Britannica Party),Anne-Marie MILLAR (Ind),David Mansfield JAGO (LD),Mhairi HUNTER (SNP),Jahangir HANIF (SNP),Moira Ann CRAWFORD (Grn),James SCANLON (Lab),Soryia SIDDIQUE (Lab),4
33,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
43,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
44,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Soryia SIDDIQUE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
45,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Soryia SIDDIQUE (Lab),James SCANLON (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
46,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Thomas Muirhead CONNOR (Con),Jean DOUGLAS (Britannica Party),James SCANLON (Lab),skipped,skipped,skipped,skipped,skipped,4
47,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jean DOUGLAS (Britannica Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
48,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jean DOUGLAS (Britannica Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jean DOUGLAS (Britannica Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
50,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jean DOUGLAS (Britannica Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
51,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jean DOUGLAS (Britannica Party),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,4
52,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
53,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
54,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
55,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
56,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
57,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
58,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
59,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),Jean DOUGLAS (Britannica Party),Anne-Marie MILLAR (Ind),James SCANLON (Lab),Soryia SIDDIQUE (Lab),skipped,skipped,4
60,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),Anne-Marie MILLAR (Ind),Jean DOUGLAS (Britannica Party),skipped,skipped,skipped,skipped,4
61,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),Mhairi HUNTER (SNP),Anne-Marie MILLAR (Ind),James SCANLON (Lab),Soryia SIDDIQUE (Lab),Thomas Muirhead CONNOR (Con),David Mansfield JAGO (LD),Jean DOUGLAS (Britannica Party),4
62,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Jahangir HANIF (SNP),James SCANLON (Lab),David Mansfield JAGO (LD),skipped,skipped,skipped,skipped,skipped,4
63,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
64,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
65,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Mhairi HUNTER (SNP),Jahangir HANIF (SNP),David Mansfield JAGO (LD),Anne-Marie MILLAR (Ind),skipped,skipped,skipped,skipped,4
66,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Mhairi HUNTER (SNP),Anne-Marie MILLAR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
67,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),David Mansfield JAGO (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
68,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Anne-Marie MILLAR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
69,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Anne-Marie MILLAR (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
70,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Anne-Marie MILLAR (Ind),Mhairi HUNTER (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
71,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),Anne-Marie MILLAR (Ind),Mhairi HUNTER (SNP),David Mansfield JAGO (LD),skipped,skipped,skipped,skipped,skipped,4
72,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),James SCANLON (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
73,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),James SCANLON (Lab),Soryia SIDDIQUE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
74,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),James SCANLON (Lab),Soryia SIDDIQUE (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
75,William BONNAR (Soc),Moira Ann CRAWFORD (Grn),James SCANLON (Lab),Soryia SIDDIQUE (Lab),Anne-Marie MILLAR (Ind),Mhairi HUNTER (SNP),Jahangir HANIF (SNP),David Mansfield JAGO (LD),Thomas Muirhead CONNOR (Con),Jean DOUGLAS (Britannica Party),4
