voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Andy DOIG Independent,Gillian GRAHAM Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,Chris GILMOUR Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
1,Andy DOIG Independent,Gillian GRAHAM Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,Chris GILMOUR Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,4
2,Chris GILMOUR Scottish Labour Party,Emma RODDEN Scottish National Party (SNP),Andy DOIG Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Chris GILMOUR Scottish Labour Party,Emma RODDEN Scottish National Party (SNP),Andy DOIG Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Andrew JACKSON Scottish Liberal Democrats,Andy DOIG Independent,Louise REID Scottish Conservative and Unionist,Chris GILMOUR Scottish Labour Party,Gillian GRAHAM Scottish Labour Party,Heather HUDSON Scottish Green Party,Emma RODDEN Scottish National Party (SNP),Graeme STOCKTON Scottish National Party (SNP),skipped,4
5,Andy DOIG Independent,Gillian GRAHAM Scottish Labour Party,Louise REID Scottish Conservative and Unionist,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
6,Louise REID Scottish Conservative and Unionist,Gillian GRAHAM Scottish Labour Party,Chris GILMOUR Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
7,Louise REID Scottish Conservative and Unionist,Gillian GRAHAM Scottish Labour Party,Chris GILMOUR Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
8,Louise REID Scottish Conservative and Unionist,Gillian GRAHAM Scottish Labour Party,Chris GILMOUR Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
9,Louise REID Scottish Conservative and Unionist,Gillian GRAHAM Scottish Labour Party,Chris GILMOUR Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
10,Louise REID Scottish Conservative and Unionist,Gillian GRAHAM Scottish Labour Party,Chris GILMOUR Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
11,Louise REID Scottish Conservative and Unionist,Gillian GRAHAM Scottish Labour Party,Chris GILMOUR Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
12,Louise REID Scottish Conservative and Unionist,Gillian GRAHAM Scottish Labour Party,Chris GILMOUR Scottish Labour Party,Andrew JACKSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,4
