voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,num_positions
2247,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2248,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2249,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,4
2250,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2251,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2252,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2253,MAGS MACLAREN Scottish National Party (SNP),Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2254,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Cara RAE Scottish Green Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,Fraser PAUL Scottish Conservative and Unionist,skipped,4
2255,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Cara RAE Scottish Green Party,Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Samuel Oludare YEROKUN Alba Party for independence,Fraser PAUL Scottish Conservative and Unionist,skipped,4
2256,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2257,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2258,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
2259,Ben SMITH Scottish Labour Party,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,4
2260,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,John MCINTYRE Independent,Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,4
2261,John MCINTYRE Independent,Cara RAE Scottish Green Party,Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2262,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2263,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2264,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2265,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2266,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2267,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Mark BAILEY Scottish Liberal Democrats,Samuel Oludare YEROKUN Alba Party for independence,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,skipped,4
2268,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2269,MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,KENNY MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,4
2270,MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,KENNY MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,4
2271,Janis MCDONALD Scottish Labour Party,Cara RAE Scottish Green Party,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2272,John MCINTYRE Independent,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2273,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Samuel Oludare YEROKUN Alba Party for independence,skipped,4
2274,John MCINTYRE Independent,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2275,KENNY MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2276,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Samuel Oludare YEROKUN Alba Party for independence,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,4
2277,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Fraser PAUL Scottish Conservative and Unionist,Samuel Oludare YEROKUN Alba Party for independence,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Cara RAE Scottish Green Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,4
2278,Janis MCDONALD Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2279,Fraser PAUL Scottish Conservative and Unionist,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2280,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Cara RAE Scottish Green Party,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,Samuel Oludare YEROKUN Alba Party for independence,MAGS MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),skipped,4
2281,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,Ben SMITH Scottish Labour Party,Fraser PAUL Scottish Conservative and Unionist,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,4
2282,Fraser PAUL Scottish Conservative and Unionist,Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2283,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Fraser PAUL Scottish Conservative and Unionist,Samuel Oludare YEROKUN Alba Party for independence,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,4
2284,Ben SMITH Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Samuel Oludare YEROKUN Alba Party for independence,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,4
2285,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,skipped,4
2286,Cara RAE Scottish Green Party,Mark BAILEY Scottish Liberal Democrats,MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2287,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2288,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2289,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2290,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2291,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2292,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2293,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2294,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Cara RAE Scottish Green Party,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Fraser PAUL Scottish Conservative and Unionist,skipped,4
2295,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Samuel Oludare YEROKUN Alba Party for independence,Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,skipped,4
2296,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2297,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2298,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2299,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2300,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2301,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,4
2302,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
2303,Fraser PAUL Scottish Conservative and Unionist,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2304,MAGS MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2305,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,Mark BAILEY Scottish Liberal Democrats,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,Fraser PAUL Scottish Conservative and Unionist,skipped,4
2306,Mark BAILEY Scottish Liberal Democrats,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,John MCINTYRE Independent,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Fraser PAUL Scottish Conservative and Unionist,Samuel Oludare YEROKUN Alba Party for independence,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,4
2307,Fraser PAUL Scottish Conservative and Unionist,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,Janis MCDONALD Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
2308,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2309,Fraser PAUL Scottish Conservative and Unionist,KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2310,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2311,Fraser PAUL Scottish Conservative and Unionist,Cara RAE Scottish Green Party,KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2312,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2313,Mark BAILEY Scottish Liberal Democrats,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2314,Cara RAE Scottish Green Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2315,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2316,MAGS MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2317,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Samuel Oludare YEROKUN Alba Party for independence,Cara RAE Scottish Green Party,Mark BAILEY Scottish Liberal Democrats,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Janis MCDONALD Scottish Labour Party,John MCINTYRE Independent,Fraser PAUL Scottish Conservative and Unionist,Ben SMITH Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,4
2318,Cara RAE Scottish Green Party,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2319,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,Cara RAE Scottish Green Party,Fraser PAUL Scottish Conservative and Unionist,Ben SMITH Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,4
2320,John MCINTYRE Independent,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2321,John MCINTYRE Independent,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2322,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,4
2323,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,skipped,4
2324,Ben SMITH Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2325,Ben SMITH Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2326,Ben SMITH Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2327,Ben SMITH Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2328,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Mark BAILEY Scottish Liberal Democrats,Samuel Oludare YEROKUN Alba Party for independence,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,4
2329,Fraser PAUL Scottish Conservative and Unionist,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2330,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2331,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2332,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2333,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2334,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2335,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2336,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2337,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2338,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2339,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2340,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
