ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
01010_00474_000202,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000129,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000082,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000695,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000581,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000351,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000266,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000153,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000067,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000603,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000598,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000596,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000591,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000478,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000473,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000389,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000384,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000277,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000272,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000138,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000097,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000029,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000690,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000586,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000451,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000448,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000248,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000062,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000020,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000623,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000394,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000307,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000169,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000100,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000021,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000672,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000510,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000504,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000399,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000322,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000179,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000178,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000128,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000056,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000653,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000648,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000643,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000566,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000561,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000428,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000233,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000158,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000041,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000685,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000684,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000574,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000571,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000408,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000332,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000189,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000077,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000035,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000758,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000751,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000618,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000468,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000208,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000146,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000669,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000556,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000551,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000418,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000184,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000123,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000724,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000712,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000711,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000530,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000525,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000520,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000441,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000317,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000217,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000212,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000005,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000742,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000546,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000535,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000438,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000433,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000327,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000116,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000663,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000257,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000346,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000705,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000668,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01010_00474_000359,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000463,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000503,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01010_00474_000252,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,Write-in,skipped,skipped,skipped,3,1
01010_00474_000107,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000051,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01010_00474_000457,BT39,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,400300,400300,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01010_00474_000240,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,410700,410700,Election Office,DOMONIC WARE,Write-in,CLIFFORD THOMPSON,skipped,skipped,3,1
01011_00052_000645,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01011_00052_000631,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01011_00052_000477,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000469,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000463,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000300,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01011_00052_000299,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01011_00052_000235,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01011_00052_000202,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01011_00052_000139,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01011_00052_000104,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01011_00052_000049,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01011_00052_000015,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01011_00052_000532,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,skipped,skipped,skipped,skipped,3,1
01011_00052_000527,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01011_00052_000389,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000384,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000379,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000197,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000094,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01011_00052_000059,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01011_00052_000535,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,DOMONIC WARE,CLIFFORD THOMPSON,skipped,skipped,skipped,3,1
01011_00052_000354,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01011_00052_000349,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,DOMONIC WARE,skipped,skipped,skipped,3,1
01011_00052_000274,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
01011_00052_000187,BT41,Vote by Mail,"EBMUD, Ward #6",UTILITY DISTRICTS,361500,361500,Election Office,CLIFFORD THOMPSON,skipped,skipped,skipped,skipped,3,1
