precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
400600,Vote by Mail - 400C,11782,NEHANDA IMARA,MARCIE HODGE,skipped,3,1
400600,Vote by Mail - 400C,11783,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11784,LARRY E. REID,MARCIE HODGE,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11785,LARRY E. REID,MARCIE HODGE,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11786,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11788,LARRY E. REID,NEHANDA IMARA,MARCIE HODGE,3,1
400600,Vote by Mail - 400C,11789,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11790,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11791,LARRY E. REID,NEHANDA IMARA,skipped,3,1
400600,Vote by Mail - 400C,11792,LARRY E. REID,NEHANDA IMARA,skipped,3,1
400600,Vote by Mail - 400C,11793,NEHANDA IMARA,MARCIE HODGE,skipped,3,1
400600,Vote by Mail - 400C,11794,NEHANDA IMARA,MARCIE HODGE,skipped,3,1
400600,Vote by Mail - 400C,11795,LARRY E. REID,MARCIE HODGE,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11796,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11797,LARRY E. REID,MARCIE HODGE,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11798,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11799,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11800,MARCIE HODGE,LARRY E. REID,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11801,MARCIE HODGE,LARRY E. REID,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11803,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11804,LARRY E. REID,MARCIE HODGE,skipped,3,1
400600,Vote by Mail - 400C,11805,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11806,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11807,LARRY E. REID,MARCIE HODGE,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11808,NEHANDA IMARA,MARCIE HODGE,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11810,LARRY E. REID,NEHANDA IMARA,MARCIE HODGE,3,1
400600,Vote by Mail - 400C,11811,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11812,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11813,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11814,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11815,NEHANDA IMARA,MARCIE HODGE,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11816,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11817,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11818,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11819,MARCIE HODGE,NEHANDA IMARA,skipped,3,1
400600,Vote by Mail - 400C,11820,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11821,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11822,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11823,LARRY E. REID,NEHANDA IMARA,MARCIE HODGE,3,1
400600,Vote by Mail - 400C,11824,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11826,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11828,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11829,NEHANDA IMARA,MARCIE HODGE,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11830,NEHANDA IMARA,skipped,skipped,3,1
400600,Vote by Mail - 400C,11831,LARRY E. REID,MARCIE HODGE,NEHANDA IMARA,3,1
400600,Vote by Mail - 400C,11832,NEHANDA IMARA,MARCIE HODGE,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11833,MARCIE HODGE,NEHANDA IMARA,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11834,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11835,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11836,LARRY E. REID,skipped,skipped,3,1
400600,Vote by Mail - 400C,11837,NEHANDA IMARA,MARCIE HODGE,LARRY E. REID,3,1
400600,Vote by Mail - 400C,11838,LARRY E. REID,NEHANDA IMARA,MARCIE HODGE,3,1
401100,Vote by Mail - 400C,11839,LARRY E. REID,skipped,skipped,3,1
