precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
362110,Vote by Mail - 400C,29071,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29072,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29073,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29075,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29076,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29077,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29078,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29079,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29081,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29082,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29083,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29084,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29085,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29086,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29088,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29089,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29090,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29091,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29092,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29093,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29094,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29095,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29096,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29097,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29098,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29099,SHANTHI GONZALES,skipped,skipped,2,1
362110,Vote by Mail - 400C,29100,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29101,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29102,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29104,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29106,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29107,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29108,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29111,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29112,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29113,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29114,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29115,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29116,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29117,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29119,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29120,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29121,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29122,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29123,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29124,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29125,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29126,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29127,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29128,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29132,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29134,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29135,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29136,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29137,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29138,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29139,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29140,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29142,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29143,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29144,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29146,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29147,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29150,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29151,SHANTHI GONZALES,skipped,skipped,2,1
363100,Vote by Mail - 400C,29152,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32342,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32343,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32344,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32346,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32347,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32348,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32349,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32350,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32351,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32352,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32355,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32356,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32357,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32358,SHANTHI GONZALES,skipped,skipped,2,1
361200,Vote by Mail - 400C,32360,SHANTHI GONZALES,skipped,skipped,2,1
