precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
364700,Election Day - Insight,76850,DESLEY BROOKS,skipped,skipped,5,1
364700,Election Day - Insight,76851,JAMES MOORE,SHEREDA F. NOSAKHARE,DESLEY BROOKS,5,1
364700,Election Day - Insight,76852,DESLEY BROOKS,SHEREDA F. NOSAKHARE,JAMES MOORE,5,1
364700,Election Day - Insight,76853,JAMES MOORE,MICHAEL V. JOHNSON,DESLEY BROOKS,5,1
364700,Election Day - Insight,76854,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,DESLEY BROOKS,5,1
364700,Election Day - Insight,76855,SHEREDA F. NOSAKHARE,JAMES MOORE,MICHAEL V. JOHNSON,5,1
364700,Election Day - Insight,76856,MICHAEL V. JOHNSON,skipped,skipped,5,1
364700,Election Day - Insight,76857,JAMES MOORE,SHEREDA F. NOSAKHARE,skipped,5,1
364700,Election Day - Insight,76858,DESLEY BROOKS,skipped,skipped,5,1
364700,Election Day - Insight,76859,DESLEY BROOKS,skipped,skipped,5,1
364700,Election Day - Insight,76860,DESLEY BROOKS,skipped,skipped,5,1
364700,Election Day - Insight,76861,SHEREDA F. NOSAKHARE,DESLEY BROOKS,MICHAEL V. JOHNSON,5,1
364700,Election Day - Insight,76862,DESLEY BROOKS,MICHAEL V. JOHNSON,skipped,5,1
364700,Election Day - Insight,76863,SHEREDA F. NOSAKHARE,JAMES MOORE,skipped,5,1
364700,Election Day - Insight,76864,SHEREDA F. NOSAKHARE,skipped,skipped,5,1
364700,Election Day - Insight,76865,SHEREDA F. NOSAKHARE,MICHAEL V. JOHNSON,DESLEY BROOKS,5,1
364700,Election Day - Insight,76866,MICHAEL V. JOHNSON,skipped,skipped,5,1
364700,Election Day - Insight,76867,SHEREDA F. NOSAKHARE,skipped,skipped,5,1
364700,Election Day - Insight,76868,DESLEY BROOKS,JAMES MOORE,skipped,5,1
364700,Election Day - Insight,76869,SHEREDA F. NOSAKHARE,MICHAEL V. JOHNSON,JAMES MOORE,5,1
364700,Election Day - Insight,76870,DESLEY BROOKS,SHEREDA F. NOSAKHARE,skipped,5,1
364700,Election Day - Insight,76871,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,DESLEY BROOKS,5,1
364700,Election Day - Insight,76872,MICHAEL V. JOHNSON,JAMES MOORE,DESLEY BROOKS,5,1
364700,Election Day - Insight,76873,SHEREDA F. NOSAKHARE,skipped,skipped,5,1
364700,Election Day - Insight,76874,DESLEY BROOKS,SHEREDA F. NOSAKHARE,JAMES MOORE,5,1
364700,Election Day - Insight,76877,DESLEY BROOKS,skipped,skipped,5,1
364700,Election Day - Insight,76878,SHEREDA F. NOSAKHARE,DESLEY BROOKS,skipped,5,1
364700,Election Day - Insight,76879,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,DESLEY BROOKS,5,1
364700,Election Day - Insight,76880,DESLEY BROOKS,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,5,1
364700,Election Day - Insight,76881,SHEREDA F. NOSAKHARE,skipped,skipped,5,1
364700,Election Day - Insight,76882,DESLEY BROOKS,skipped,skipped,5,1
364700,Election Day - Insight,76883,SHEREDA F. NOSAKHARE,skipped,skipped,5,1
364700,Election Day - Insight,76884,DESLEY BROOKS,skipped,skipped,5,1
364700,Election Day - Insight,76885,DESLEY BROOKS,SHEREDA F. NOSAKHARE,JAMES MOORE,5,1
364700,Election Day - Insight,76886,JAMES MOORE,SHEREDA F. NOSAKHARE,DESLEY BROOKS,5,1
