precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
323000,Vote by Mail - 400C,31861,RICHARD FUENTES,BENJAMIN LANG,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31862,BENJAMIN LANG,writein,skipped,4,1
323000,Vote by Mail - 400C,31863,RICHARD FUENTES,BENJAMIN LANG,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31864,BENJAMIN LANG,RICHARD FUENTES,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31865,RICHARD FUENTES,BENJAMIN LANG,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31866,RICHARD FUENTES,JUMOKE HINTON HODGE,BENJAMIN LANG,4,1
323000,Vote by Mail - 400C,31867,BENJAMIN LANG,skipped,skipped,4,1
323000,Vote by Mail - 400C,31869,BENJAMIN LANG,RICHARD FUENTES,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31871,BENJAMIN LANG,JUMOKE HINTON HODGE,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31872,JUMOKE HINTON HODGE,skipped,skipped,4,1
323000,Vote by Mail - 400C,31873,JUMOKE HINTON HODGE,RICHARD FUENTES,BENJAMIN LANG,4,1
323000,Vote by Mail - 400C,31874,JUMOKE HINTON HODGE,RICHARD FUENTES,BENJAMIN LANG,4,1
323000,Vote by Mail - 400C,31875,BENJAMIN LANG,JUMOKE HINTON HODGE,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31877,JUMOKE HINTON HODGE,BENJAMIN LANG,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31878,BENJAMIN LANG,JUMOKE HINTON HODGE,writein,4,1
323000,Vote by Mail - 400C,31879,JUMOKE HINTON HODGE,RICHARD FUENTES,BENJAMIN LANG,4,1
323000,Vote by Mail - 400C,31880,BENJAMIN LANG,JUMOKE HINTON HODGE,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31881,RICHARD FUENTES,BENJAMIN LANG,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31882,RICHARD FUENTES,JUMOKE HINTON HODGE,BENJAMIN LANG,4,1
323000,Vote by Mail - 400C,31883,JUMOKE HINTON HODGE,BENJAMIN LANG,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31884,JUMOKE HINTON HODGE,RICHARD FUENTES,skipped,4,1
323000,Vote by Mail - 400C,31885,JUMOKE HINTON HODGE,skipped,skipped,4,1
323000,Vote by Mail - 400C,31887,RICHARD FUENTES,BENJAMIN LANG,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31888,RICHARD FUENTES,skipped,skipped,4,1
323000,Vote by Mail - 400C,31889,RICHARD FUENTES,skipped,skipped,4,1
323000,Vote by Mail - 400C,31890,JUMOKE HINTON HODGE,BENJAMIN LANG,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31891,JUMOKE HINTON HODGE,RICHARD FUENTES,skipped,4,1
323000,Vote by Mail - 400C,31892,RICHARD FUENTES,JUMOKE HINTON HODGE,BENJAMIN LANG,4,1
323000,Vote by Mail - 400C,31893,BENJAMIN LANG,JUMOKE HINTON HODGE,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31894,BENJAMIN LANG,RICHARD FUENTES,JUMOKE HINTON HODGE,4,1
323000,Vote by Mail - 400C,31895,BENJAMIN LANG,JUMOKE HINTON HODGE,RICHARD FUENTES,4,1
323000,Vote by Mail - 400C,31896,BENJAMIN LANG,skipped,skipped,4,1
323000,Vote by Mail - 400C,31898,RICHARD FUENTES,JUMOKE HINTON HODGE,skipped,4,1
323000,Vote by Mail - 400C,31899,RICHARD FUENTES,JUMOKE HINTON HODGE,BENJAMIN LANG,4,1
323000,Vote by Mail - 400C,31900,RICHARD FUENTES,skipped,skipped,4,1
323000,Vote by Mail - 400C,31901,RICHARD FUENTES,BENJAMIN LANG,JUMOKE HINTON HODGE,4,1
325100,Vote by Mail - 400C,31902,BENJAMIN LANG,skipped,skipped,4,1
325100,Vote by Mail - 400C,31903,RICHARD FUENTES,skipped,skipped,4,1
325100,Vote by Mail - 400C,31905,JUMOKE HINTON HODGE,skipped,skipped,4,1
325100,Vote by Mail - 400C,31906,JUMOKE HINTON HODGE,skipped,skipped,4,1
325100,Vote by Mail - 400C,31907,BENJAMIN LANG,JUMOKE HINTON HODGE,RICHARD FUENTES,4,1
325100,Vote by Mail - 400C,31908,JUMOKE HINTON HODGE,skipped,skipped,4,1
325100,Vote by Mail - 400C,31909,JUMOKE HINTON HODGE,BENJAMIN LANG,RICHARD FUENTES,4,1
325100,Vote by Mail - 400C,31911,RICHARD FUENTES,BENJAMIN LANG,JUMOKE HINTON HODGE,4,1
325100,Vote by Mail - 400C,31912,JUMOKE HINTON HODGE,RICHARD FUENTES,BENJAMIN LANG,4,1
325100,Vote by Mail - 400C,31913,BENJAMIN LANG,RICHARD FUENTES,JUMOKE HINTON HODGE,4,1
