precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
450610,Vote by Mail - 400C,50084,URSULA REED,MORGAN MACK-ROSE,DAN DILLMAN,4,1
454500,Vote by Mail - 400C,50085,DAN DILLMAN,MORGAN MACK-ROSE,URSULA REED,4,1
455900,Vote by Mail - 400C,50086,DAN DILLMAN,MORGAN MACK-ROSE,URSULA REED,4,1
456200,Vote by Mail - 400C,50087,MORGAN MACK-ROSE,skipped,skipped,4,1
450300,Vote by Mail - 400C,50504,MORGAN MACK-ROSE,URSULA REED,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50505,URSULA REED,MORGAN MACK-ROSE,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50506,URSULA REED,MORGAN MACK-ROSE,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50507,MORGAN MACK-ROSE,skipped,skipped,4,1
450300,Vote by Mail - 400C,50508,MORGAN MACK-ROSE,URSULA REED,skipped,4,1
450300,Vote by Mail - 400C,50509,URSULA REED,MORGAN MACK-ROSE,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50510,URSULA REED,MORGAN MACK-ROSE,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50511,writein,URSULA REED,MORGAN MACK-ROSE,4,1
450300,Vote by Mail - 400C,50512,MORGAN MACK-ROSE,URSULA REED,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50513,DAN DILLMAN,MORGAN MACK-ROSE,URSULA REED,4,1
450300,Vote by Mail - 400C,50514,MORGAN MACK-ROSE,DAN DILLMAN,URSULA REED,4,1
450300,Vote by Mail - 400C,50515,URSULA REED,DAN DILLMAN,MORGAN MACK-ROSE,4,1
450300,Vote by Mail - 400C,50516,MORGAN MACK-ROSE,URSULA REED,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50517,MORGAN MACK-ROSE,skipped,skipped,4,1
450300,Vote by Mail - 400C,50518,DAN DILLMAN,skipped,skipped,4,1
450300,Vote by Mail - 400C,50519,MORGAN MACK-ROSE,skipped,skipped,4,1
450300,Vote by Mail - 400C,50520,MORGAN MACK-ROSE,skipped,skipped,4,1
450300,Vote by Mail - 400C,50521,MORGAN MACK-ROSE,URSULA REED,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50522,MORGAN MACK-ROSE,DAN DILLMAN,URSULA REED,4,1
450300,Vote by Mail - 400C,50523,URSULA REED,MORGAN MACK-ROSE,DAN DILLMAN,4,1
450300,Vote by Mail - 400C,50524,MORGAN MACK-ROSE,DAN DILLMAN,URSULA REED,4,1
450300,Vote by Mail - 400C,50525,URSULA REED,DAN DILLMAN,MORGAN MACK-ROSE,4,1
450300,Vote by Mail - 400C,50526,URSULA REED,skipped,skipped,4,1
450300,Vote by Mail - 400C,50527,writein,skipped,skipped,4,1
450300,Vote by Mail - 400C,50528,URSULA REED,DAN DILLMAN,MORGAN MACK-ROSE,4,1
450300,Vote by Mail - 400C,50529,DAN DILLMAN,URSULA REED,skipped,4,1
