precincts,tally_type,ballotID,rank1,rank2,rank3,Num cands,Num seats
200300,Election Day - Insight,74176,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74177,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74178,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74179,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74180,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74181,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74182,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74183,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74184,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74185,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74186,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74187,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74188,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74189,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74190,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74191,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74192,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74193,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74194,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74195,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74196,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74197,ANN-MARIE HOGAN,skipped,skipped,1,1
200300,Election Day - Insight,74198,ANN-MARIE HOGAN,skipped,skipped,1,1
