,file,smith_plurality,smith_irv,smith-minimax
202,"Pierce County, WA/PierceCounty_11042008_CountyAssessorTreasurer.csv",['Dale Washam'],['Dale Washam'],['Dale Washam']
203,"Pierce County, WA/PierceCounty_11042008_CountyCouncilDistrict2.csv",['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald']
204,"Portland, OR/Portland_D1_2024.csv",['Candace Avalos'],['Candace Avalos'],['Candace Avalos']
205,"Portland, ME/Portland_06142022_SchoolboardAL-1.csv","['Lentz, Sarah M.']","['Lentz, Sarah M.']","['Lentz, Sarah M.']"
206,"Portland, ME/Portland_06142022_Schoolboarddistrict5-1.csv","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']"
207,"Portland, ME/Portland_06082021_charter_commission_at_large.csv","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']"
208,Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,"['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']"
209,Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,"['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']"
210,Maine/Maine_11082022_CongressionalDistrict2.csv,"['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']"
211,Maine/Maine_11062018_CongressionalDistrict2.csv,"['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']"
212,Maine/Maine_06122018_DemocraticPrimaryforCD2.csv,"['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']"
213,Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,"['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']"
214,Maine/Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,"['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']"
215,Maine/Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,"['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']"
216,Maine/Maine_06122018_DemocraticPrimaryforGovernor.csv,"['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']"
217,Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,"['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']"
218,"Takoma Park, MD/TakomaPark_11082022_Mayor.csv",['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy']
219,"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard4.csv",['Terry Seamens'],['Terry Seamens'],['Terry Seamens']
220,"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard5.csv",['Cara Honzak'],['Cara Honzak'],['Cara Honzak']
221,"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard6.csv",['Jason Small'],['Jason Small'],['Jason Small']
222,"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard2.csv",['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa']
223,"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard3.csv",['Randy Gibson'],['Randy Gibson'],['Randy Gibson']
224,"Takoma Park, MD/TakomaPark_11082022_CityCouncilWard1.csv",['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher']
225,Bloomington/Bloomington_11072023_SpecialCityCouncilAtLarge.csv,['Chao Moua'],['Chao Moua'],['Chao Moua']
226,Bloomington/Bloomington_11072023_CityCouncilDistrict4.csv,['Victor Rivas'],['Victor Rivas'],['Victor Rivas']
227,Utah cities/Springville_11022021_Mayor.csv,['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD']
228,Utah cities/WoodlandHills_11022021_CityCouncil.csv,['JANET LUNT'],['JANET LUNT'],['JANET LUNT']
229,Utah cities/Springville_11022021_CityCouncil4yr.csv,['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON']
230,Utah cities/WoodlandHills_11022021_Mayor.csv,['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER']
231,Utah cities/Vineyard_11022021_CityCouncil.csv,['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES']
232,Utah cities/Genola_11022021_CityCouncil.csv,['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON']
233,Utah cities/Vineyard_11052019_CityCouncil.csv,['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH']
234,Utah cities/Moab_11022021_CityCouncil.csv,['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI']
235,Utah cities/Payson_11052019_CityCouncil.csv,['DOUG WELTON'],['DOUG WELTON'],['DOUG WELTON']
236,Utah cities/ElkRidge_11022021_Mayor.csv,['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK']
237,Utah cities/Lehi_11022021_CityCouncil.csv,['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE']
238,Utah cities/Vineyard_11022021_Mayor.csv,['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER']
239,Minnetonka/Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,['Deb Calvert'],['Deb Calvert'],['Deb Calvert']
240,Minnetonka/Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn']
241,Minnetonka/Minnetonka_11072023_CityCouncilWard4.csv,['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley']
242,Minnetonka/Minnetonka_11072023_CityCouncilWard1.csv,['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton']
243,Minnetonka/Minnetonka_11072023_CityCouncilWard3.csv,['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley']
244,Minnetonka/Minnetonka_11022021_Mayor.csv,['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum']
245,Burlington/Burlington_03072023_CityCouncilEastDistrict.csv,"['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']"
246,Burlington/Burlington_03052024_Mayor.csv,['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK']
247,Burlington/Burlington_03072006_Mayor.csv,['Bob Kiss'],['Bob Kiss'],['Bob Kiss']
248,Burlington/Burlington_03072023_CityCouncilSouthDistrict.csv,['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON']
249,Burlington/Burlington_03072023_CityCouncilCentralDistrict.csv,['MELO GRANT'],['MELO GRANT'],['MELO GRANT']
250,Burlington/Burlington_03072023_CityCouncilNorthDistrict.csv,['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW']
251,Burlington/Burlington_03032009_Mayor.csv,['Andy Montroll'],['Andy Montroll'],['Andy Montroll']
252,APA/APA 2002.csv,['Cand 4'],['Cand 4'],['Cand 4']
253,APA/APA 2003.csv,['Cand 3'],['Cand 3'],['Cand 3']
254,APA/APA 2001.csv,['Cand 4'],['Cand 4'],['Cand 4']
255,APA/APA 2000.csv,['Cand 4'],['Cand 4'],['Cand 4']
256,APA/APA 2004.csv,['Cand 3'],['Cand 3'],['Cand 3']
257,APA/APA 2018 President.csv,['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD']
258,APA/APA 2005.csv,['Cand 1'],['Cand 1'],['Cand 1']
259,APA/APA 2021 President.csv,['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD']
260,APA/APA 2007.csv,['Cand 1'],['Cand 1'],['Cand 1']
261,APA/APA 2006.csv,['Cand 2'],['Cand 2'],['Cand 2']
262,APA/APA 1999.csv,['Cand 3'],['Cand 3'],['Cand 3']
263,APA/APA 1998.csv,['Cand 2'],['Cand 2'],['Cand 2']
264,APA/APA 2021 BOD race1.csv,['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD']
265,APA/APA 2018 BOD race1.csv,['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD']
266,APA/APA 2021 BOD race2.csv,['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD']
267,APA/APA 2018 BOD race2.csv,['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD']
268,APA/APA 2019 BOD race1.csv,['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP']
269,APA/APA 2020 BOD race1.csv,['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD']
270,APA/APA 2019 BOD race2.csv,['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD']
271,APA/APA 2020 BOD race2.csv,['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD']
272,APA/APA 2017 President.csv,['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD']
273,APA/APA 2020 President.csv,['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD']
274,APA/APA 2019 President.csv,['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP']
275,APA/APA 2008.csv,['Cand 1'],['Cand 1'],['Cand 1']
276,APA/APA 2009.csv,['Cand 4'],['Cand 4'],['Cand 4']
277,APA/APA 2017 BOD race2.csv,['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD']
278,APA/APA 2017 BOD race1.csv,['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD']
279,"Easthampton, MA/Easthampton_11022021_Mayor.csv",['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE']
280,Alameda County/Oakland_11042014_SchoolDirectorDistrict2.csv,['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG']
281,Alameda County/Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN']
282,Alameda County/Berkeley_11042014_CityAuditor.csv,['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN']
283,Alameda County/Berkeley_11042014_CityCouncilDistrict8.csv,['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE']
284,Alameda County/Oakland_11082016_CouncilAtLrg.csv,['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN']
285,Alameda County/Berkeley_11062018_CityCouncilDistrict1.csv,['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI']
286,Alameda County/Oakland_11062012_CityAttorney.csv,['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER']
287,Alameda County/Berkeley_11082016_Mayor.csv,['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN']
288,Alameda County/SanLeandro_11062018_Mayor.csv,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER']
289,Alameda County/Oakland_11022010_SchoolDirectorDistrict6.csv,['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS']
290,Alameda County/Oakland_11022010_SchoolDirectorDistrict4.csv,['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE']
291,Alameda County/Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN']
292,Alameda County/Oakland_11042014_SchoolDirectorDistrict4.csv,['NINA SENN'],['NINA SENN'],['NINA SENN']
293,Alameda County/Oakland_11082022_CityAuditor.csv,['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY']
294,Alameda County/Berkeley_11062018_CityCouncilDistrict7.csv,['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON']
295,Alameda County/Oakland_11022010_Mayor.csv,['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN']
296,Alameda County/Berkeley_11052024_Mayor.csv,['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII']
297,Alameda County/Oakland_11022010_SchoolDirectorDistrict2.csv,['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA']
298,Alameda County/Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
299,Alameda County/Oakland_11082022_Mayor.csv,['SHENG THAO'],['SHENG THAO'],['SHENG THAO']
300,Alameda County/Berkeley_11062018_CityCouncilDistrict4.csv,['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON']
301,Alameda County/Oakland_11052024_CityAttorney.csv,['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON']
302,Alameda County/Berkeley_03072017_CityCouncilDistrict4.csv,['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON']
303,Alameda County/Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT']
304,Alameda County/Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,['DAN KALB'],['DAN KALB'],['DAN KALB']
305,Alameda County/Oakland_11042014_SchoolDirectorDistrict6.csv,['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES']
306,Alameda County/Oakland_11082016_SchoolDirectorDistrict3.csv,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE']
307,Alameda County/Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS']
308,Alameda County/Berkeley_11052024_CityCouncilD6.csv,['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY']
309,Alameda County/Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON']
310,Alameda County/Oakland_11062012_SchoolDirectorDistrict1.csv,['JODY LONDON'],['JODY LONDON'],['JODY LONDON']
311,Alameda County/Oakland_11062018_SchoolDirectorDistrict6.csv,['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES']
312,Alameda County/Oakland_11062018_CityCouncilDistrict2.csv,['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS']
313,Alameda County/SanLeandro_11042014_CountyCouncilDistrict5.csv,['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ']
314,Alameda County/Berkeley_11052024_CityCouncilD5.csv,"[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]"
315,Alameda County/Oakland_11062018_SchoolDirectorDistrict4.csv,['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE']
316,Alameda County/Oakland_11062012_SchoolDirectorDistrict3.csv,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE']
317,Alameda County/SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,['FRED SIMON'],['FRED SIMON'],['FRED SIMON']
318,Alameda County/Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF']
319,Alameda County/Oakland_11082016_SchoolDirectorDistrict1.csv,['JODY LONDON'],['JODY LONDON'],['JODY LONDON']
320,Alameda County/Oakland_11042014_Mayor.csv,['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF']
321,Alameda County/Berkeley_11022010_CityCouncilDistrict8.csv,['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK']
322,Alameda County/Oakland_11082016_SchoolDirectorDistrict5.csv,['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES']
323,Alameda County/Oakland_11062012_SchoolDirectorDistrict7.csv,['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS']
324,Alameda County/SanLeandro_11042014_CountyCouncilDistrict1.csv,['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX']
325,Alameda County/Oakland_11032020_CityAttorneyOaklandRCV.csv,['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER']
326,Alameda County/Oakland_11062018_CityCouncilDistrict4.csv,['SHENG THAO'],['SHENG THAO'],['SHENG THAO']
327,Alameda County/Oakland_11062018_CityCouncilDistrict6.csv,['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR']
328,Alameda County/SanLeandro_11042014_CountyCouncilDistrict3.csv,['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS']
329,Alameda County/Oakland_11022010_CityAuditor.csv,['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY']
330,Alameda County/Oakland_11062018_SchoolDirectorDistrict2.csv,['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG']
331,Alameda County/Berkeley_11052024_CityCouncilD3.csv,['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT']
332,Alameda County/Oakland_11062012_SchoolDirectorDistrict5.csv,['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES']
333,Alameda County/Berkeley_11052024_CityCouncilD2.csv,['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN']
334,Alameda County/Oakland_11082016_CityAttorney.csv,['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER']
335,Alameda County/Oakland_11062018_CityAuditor.csv,['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY']
336,Alameda County/Oakland_11082016_SchoolDirectorDistrict7.csv,['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS']
337,Alameda County/Berkeley_11022010_CityCouncilDistrict7.csv,['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON']
338,Alameda County/SanLeandro_11082016_CountyCouncilDistrict4.csv,['BENNY LEE'],['BENNY LEE'],['BENNY LEE']
339,Alameda County/SanLeandro_11042014_Mayor.csv,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER']
340,Alameda County/Oakland_11052024_CityCouncilD3.csv,['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE']
341,Alameda County/Oakland_11082016_CityCouncilDistrict3.csv,['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY']
342,Alameda County/Berkeley_11032020_MayorBerkeleyRCV.csv,['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN']
343,Alameda County/SanLeandro_11062012_CountyCouncilDistrict6.csv,['JIM PROLA'],['JIM PROLA'],['JIM PROLA']
344,Alameda County/Oakland_11062012_CityCouncilDistrict3.csv,['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY']
345,Alameda County/Oakland_11082022_Schoolboarddistrict2.csv,['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD']
346,Alameda County/Oakland_11042014_CityCouncilDistrict2.csv,['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN']
347,Alameda County/Berkeley_11022010_CityCouncilDistrict4.csv,['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN']
348,Alameda County/Oakland_11062012_CityCouncilDistrict1.csv,['DAN KALB'],['DAN KALB'],['DAN KALB']
349,Alameda County/SanLeandro_11062012_CountyCouncilDistrict4.csv,['BENNY LEE'],['BENNY LEE'],['BENNY LEE']
350,Alameda County/Berkeley_05282024_Citycouncildistrict4specialelection.csv,['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB']
351,Alameda County/Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON']
352,Alameda County/Oakland_11082016_CityCouncilDistrict1.csv,['DAN KALB'],['DAN KALB'],['DAN KALB']
353,Alameda County/Oakland_11052024_CityCouncilD1.csv,['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER']
354,Alameda County/SanLeandro_11082016_CountyCouncilDistrict6.csv,['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW']
355,Alameda County/Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS']
356,Alameda County/Berkeley_11022010_CityCouncilDistrict1.csv,['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO']
357,Alameda County/SanLeandro_11082016_CountyCouncilDistrict2.csv,['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ']
358,Alameda County/Berkeley_11062018_CityAuditor.csv,['JENNY WONG'],['JENNY WONG'],['JENNY WONG']
359,Alameda County/Oakland_11052024_CityCouncilD5.csv,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
360,Alameda County/Oakland_11082016_CityCouncilDistrict5.csv,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
361,Alameda County/Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN']
362,Alameda County/Berkeley_11022010_CityAuditor.csv,['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN']
363,Alameda County/Oakland_11062012_CityCouncilDistrict5.csv,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
364,Alameda County/Oakland_11042014_CityCouncilDistrict4.csv,['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON']
365,Alameda County/Oakland_11082022_Schoolboarddistrict4.csv,['NICK RESNICK'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON']
366,Alameda County/Oakland_11042014_CityCouncilDistrict6.csv,['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS']
367,Alameda County/Oakland_11082022_Schoolboarddistrict6.csv,['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR']
368,Alameda County/Oakland_11062012_CityCouncilDistrict7.csv,['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID']
369,Alameda County/SanLeandro_11062012_CountyCouncilDistrict2.csv,['URSULA REED'],['URSULA REED'],['URSULA REED']
370,Alameda County/Oakland_11052024_CityCouncil_AtLarge.csv,['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN']
371,Alameda County/Oakland_11082016_CityCouncilDistrict7.csv,['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID']
372,Alameda County/Oakland_11052024_CityCouncilD7.csv,['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON']
373,Alameda County/Berkeley_11042014_CityCouncilDistrict1.csv,['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO']
374,Alameda County/SanLeandro_11032020_MemberCityCouncilDist6SanLeandroRCV.csv,['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW']
375,Alameda County/Berkeley_11062018_CityCouncilDistrict8.csv,['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE']
376,Alameda County/SanLeandro_11062018_CountyCouncilDistrict5.csv,['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ']
377,Alameda County/SanLeandro_11022010_CountyCouncilDistrict5.csv,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER']
378,Alameda County/Oakland_11052024_School_Director_D3.csv,['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS']
379,Alameda County/Oakland_11062012_CityCouncilAtLarge.csv,['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN']
380,Alameda County/Oakland_11022010_CityCouncilDistrict4.csv,['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF']
381,Alameda County/Oakland_11082022_CityCouncilmemberDistrict6.csv,['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS']
382,Alameda County/Oakland_11082022_CityCouncilmemberDistrict4.csv,['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN']
383,Alameda County/Berkeley_11082016_CityCouncilDistrict2.csv,['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA']
384,Alameda County/Oakland_11022010_CityCouncilDistrict6.csv,['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS']
385,Alameda County/Berkeley_11062012_CityCouncilDistrict3.csv,['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON']
386,Alameda County/Oakland_11052024_School_Director_D1.csv,['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA']
387,Alameda County/Oakland_11062018_Mayor.csv,['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF']
388,Alameda County/Berkeley_11062012_Mayor.csv,['TOM BATES'],['TOM BATES'],['TOM BATES']
389,Alameda County/Berkeley_11062012_CityCouncilDistrict2.csv,['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE']
390,Alameda County/Oakland_11042014_CityAuditor.csv,['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS']
391,Alameda County/Berkeley_11082016_CityCouncilDistrict3.csv,['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT']
392,Alameda County/Berkeley_11042014_CityCouncilDistrict7.csv,['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON']
393,Alameda County/Berkeley_11062012_CityCouncilDistrict6.csv,['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF']
394,Alameda County/SanLeandro_11062018_CountyCouncilDistrict3.csv,"['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']"
395,Alameda County/Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE']
396,Alameda County/Oakland_11052024_School_Director_D5.csv,['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY']
397,Alameda County/SanLeandro_11022010_CountyCouncilDistrict3.csv,['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA']
398,Alameda County/Oakland_11022010_CityCouncilDistrict2.csv,['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN']
399,Alameda County/Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,['TREVA REID'],['TREVA REID'],['TREVA REID']
400,Alameda County/Berkeley_11082016_CityCouncilDistrict6.csv,['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF']
401,Alameda County/SanLeandro_11022010_Mayor.csv,['STEPHEN H. CASSIDY'],['STEPHEN H. CASSIDY'],['STEPHEN H. CASSIDY']
