,file,smith_plurality,smith_irv,smith-minimax
155,aberdeenshire12-ballots/EllonandDistrictWard_aberdeenshire12-09.csv,['Rob MERSON (SNP)'],['Rob MERSON (SNP)'],['Rob MERSON (SNP)']
156,aberdeenshire12-ballots/BanchoryandMidDeesideWard_aberdeenshire12-16.csv,['Jill WEBSTER (Con)'],['Jill WEBSTER (Con)'],['Jill WEBSTER (Con)']
157,aberdeenshire12-ballots/TroupWard_aberdeenshire12-02.csv,['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)'],['Hamish PARTRIDGE (SNP)']
158,aberdeenshire12-ballots/WesthillandDistrictWard_aberdeenshire12-13.csv,['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)'],['Iris Margaret WALKER (LD)']
159,aberdeenshire12-ballots/AboyneUpperDeesideandDonsideWard_aberdeenshire12-15.csv,['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)'],['Katrina FARQUHAR (Con)']
160,aberdeenshire12-ballots/FraserburghandDistrictWard_aberdeenshire12-03.csv,['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)'],['Brian TOPPING (SNP)']
161,aberdeenshire12-ballots/WestGariochWard_aberdeenshire12-10.csv,['Allison GRANT (SNP)'],['Allison GRANT (SNP)'],['Allison GRANT (SNP)']
162,aberdeenshire12-ballots/TurriffandDistrictWard_aberdeenshire12-07.csv,['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)'],['Sandy DUNCAN (SNP)']
163,aberdeenshire12-ballots/HuntlyStrathbogieandHoweofAlfordWard_aberdeenshire12-14.csv,['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)'],['Joanna STRATHDEE (SNP)']
164,aberdeenshire12-ballots/InverurieandDistrictWard_aberdeenshire12-11.csv,['Bryan STUART (SNP)'],['Bryan STUART (SNP)'],['Bryan STUART (SNP)']
165,aberdeenshire12-ballots/PeterheadSouthandCrudenWard_aberdeenshire12-06.csv,['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)'],['Stephen William SMITH (SNP)']
166,aberdeenshire12-ballots/MidFormartineWard_aberdeenshire12-08.csv,['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)'],['Allan HENDRY (SNP)']
167,aberdeenshire12-ballots/BanffandDistrictWard_aberdeenshire12-01.csv,['John B COX (SNP)'],['John B COX (SNP)'],['John B COX (SNP)']
168,aberdeenshire12-ballots/StonehavenandLowerDeesideWard_aberdeenshire12-18.csv,['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)'],['Wendy AGNEW (Con)']
169,aberdeenshire12-ballots/CentralBuchanWard_aberdeenshire12-04.csv,['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)'],['Jim INGRAM (SNP)']
170,aberdeenshire12-ballots/PeterheadNorthandRattrayWard_aberdeenshire12-05.csv,['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)'],['Anne ALLAN (SNP)']
171,aberdeenshire12-ballots/NorthKincardineWard_aberdeenshire12-17.csv,['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)'],['Alastair BEWS (SNP)']
172,"sc-borders22/Ward10-Hawick&Denholm_sc borders,2022,ward 10.csv",['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)'],['Stuart MARSHALL (Ind)']
173,"sc-borders22/Ward2-TweeddaleEast_sc borders,2022,ward 2.csv",['Robin TATLER (Ind)'],['Robin TATLER (Ind)'],['Robin TATLER (Ind)']
174,"sc-borders22/Ward8-Kelso&District_sc borders,2022,ward 8.csv",['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)'],['Euan Macfarlane ROBSON (LD)']
175,"sc-borders22/Ward9-Jedburgh&District_sc borders,2022,ward 9.csv",['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)'],['Scott HAMILTON (Con)']
176,"sc-borders22/Ward4-Selkirkshire_sc borders,2022,ward 4.csv",['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)'],['Caroline COCHRANE (Ind)']
177,"sc-borders22/Ward1-TweeddaleWest_sc borders,2022,ward 1.csv",['Drummond BEGG (LD)'],['Drummond BEGG (LD)'],['Drummond BEGG (LD)']
178,"sc-borders22/Ward3-Galashiels&District_sc borders,2022,ward 3.csv",['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)'],['Fay SINCLAIR (SNP)']
179,"sc-borders22/Ward6-MidBerwickshire_sc borders,2022,ward 6.csv",['John GREENWELL (Con)'],['John GREENWELL (Con)'],['John GREENWELL (Con)']
180,"sc-borders22/Ward5-Leaderdale&Melrose_sc borders,2022,ward 5.csv",['David PARKER (Ind)'],['David PARKER (Ind)'],['David PARKER (Ind)']
181,"sc-borders22/Ward11-Hawick&Hermitage_sc borders,2022,ward 11.csv",['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)'],['Watson MCATEER (Ind)']
182,"sc-borders22/Ward7-EastBerwickshire_sc borders,2022,ward 7.csv",['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)'],['Carol HAMILTON (Con)']
183,inverclyde17-ballots/InverclydeWest_inverclyde17-05.csv,['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)'],['Ronald AHLFELD (Ind)']
184,inverclyde17-ballots/InverclydeSouth_inverclyde17-07.csv,['John CROWTHER (SNP)'],['John CROWTHER (SNP)'],['John CROWTHER (SNP)']
185,inverclyde17-ballots/InverclydeEastCentral_inverclyde17-02.csv,['Robert MORAN (Lab)'],['Robert MORAN (Lab)'],['Robert MORAN (Lab)']
186,inverclyde17-ballots/InverclydeSouthWest_inverclyde17-06.csv,['Innes NELSON (SNP)'],['Innes NELSON (SNP)'],['Innes NELSON (SNP)']
187,inverclyde17-ballots/InverclydeEast_inverclyde17-01.csv,['David WILSON (Con)'],['David WILSON (Con)'],['David WILSON (Con)']
188,inverclyde17-ballots/InverclydeNorth_inverclyde17-04.csv,['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)'],['Martin BRENNAN (Lab)']
189,inverclyde17-ballots/InverclydeCentral_inverclyde17-03.csv,['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)'],['Michael MCCORMICK (Lab)']
190,orkney12-ballots/NorthIsles_orkney12-06.csv,['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)'],['Stephen HAGAN (Ind)']
191,orkney12-ballots/KirkwallEast_orkney12-01.csv,['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)'],['Janice ANNAL (Ind)']
192,orkney12-ballots/KirkwallWestandOrphir_orkney12-02.csv,['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)'],['Jack MOODIE (Ind)']
193,orkney12-ballots/WestMainland_orkney12-04.csv,['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)'],['Harvey JOHNSTON (Ind)']
194,"orkney12-ballots/EastMainland,SouthRonaldsayandBurray_orkney12-05.csv",['Russ MADGE (Ind)'],['Russ MADGE (Ind)'],['Russ MADGE (Ind)']
195,orkney12-ballots/StromnessandSouthIsles_orkney12-03.csv,['James STOCKAN (Ind)'],['James STOCKAN (Ind)'],['James STOCKAN (Ind)']
196,e-lothian22/Ward3-TranentWallyfordandMacmerry_Ward3.csv,['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)'],['Fiona DUGDALE (Lab)']
197,e-lothian22/Ward2-PrestonSetonandGosford_Ward2.csv,['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)'],['Colin YORKSTON (Lab)']
198,e-lothian22/Ward6-DunbarandEastLinton_Ward6.csv,['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)'],['Norman HAMPSHIRE (Lab)']
199,e-lothian22/Ward4-NorthBerwickCoastal_Ward4.csv,['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)'],['Carol MCFARLANE (Lab)']
200,e-lothian22/Ward5-HaddingtonandLammermuir_Ward5.csv,['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)'],['Shamin AKHTAR (Lab)']
201,e-lothian22/Ward1-Musselburgh_Ward1.csv,['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)'],['Cher CASSINI (SNP)']
202,s-ayrshire12-ballots/Ward4-AyrEast_s-ayrshire12-04.csv,['Ian DOUGLAS (SNP)'],['Ian DOUGLAS (SNP)'],['Ian DOUGLAS (SNP)']
203,s-ayrshire12-ballots/Ward3-AyrNorth_s-ayrshire12-03.csv,['Ian CAVANA (Lab)'],['Ian CAVANA (Lab)'],['Ian CAVANA (Lab)']
204,s-ayrshire12-ballots/Ward2-Prestwick_s-ayrshire12-02.csv,['Hugh HUNTER (Con)'],['Hugh HUNTER (Con)'],['Hugh HUNTER (Con)']
205,s-ayrshire12-ballots/Ward6-Kyle_s-ayrshire12-06.csv,['Andy CAMPBELL (Lab)'],['Andy CAMPBELL (Lab)'],['Andy CAMPBELL (Lab)']
206,s-ayrshire12-ballots/Ward1-Troon_s-ayrshire12-01.csv,['Peter CONVERY (Con)'],['Peter CONVERY (Con)'],['Peter CONVERY (Con)']
207,s-ayrshire12-ballots/Ward7-MayboleNorthCarrickandCoylton_s-ayrshire12-07.csv,['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)'],['Brian CONNOLLY (Ind)']
208,s-ayrshire12-ballots/Ward5-AyrWest_s-ayrshire12-05.csv,['Bill GRANT (Con)'],['Bill GRANT (Con)'],['Bill GRANT (Con)']
209,s-ayrshire12-ballots/Ward8-GirvanandSouthCarrick_s-ayrshire12-08.csv,['Alec CLARK (Ind)'],['Alec CLARK (Ind)'],['Alec CLARK (Ind)']
210,e-duns17-ballots/KirkintillochEastandNorthandTwechar_e-duns17-07.csv,['John JAMIESON (SNP)'],['John JAMIESON (SNP)'],['John JAMIESON (SNP)']
211,e-duns17-ballots/Milngavie_e-duns17-01.csv,['Jim GOODALL (LD)'],['Jim GOODALL (LD)'],['Jim GOODALL (LD)']
212,e-duns17-ballots/LenzieandKirkintillochSouth_e-duns17-06.csv,['Gillian RENWICK (SNP)'],['Gillian RENWICK (SNP)'],['Gillian RENWICK (SNP)']
213,e-duns17-ballots/BishopbriggsSouth_e-duns17-05.csv,['Alan MOIR (Lab)'],['Alan MOIR (Lab)'],['Alan MOIR (Lab)']
214,e-duns17-ballots/BearsdenNorth_e-duns17-02.csv,['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)'],['Duncan CUMMING (Ind)']
215,e-duns17-ballots/BearsdenSouth_e-duns17-03.csv,['Vaughan MOODY (LD)'],['Vaughan MOODY (LD)'],['Vaughan MOODY (LD)']
216,e-duns17-ballots/BishopbriggsNorthandCampsie_e-duns17-04.csv,['Paul FERRETTI (SNP)'],['Paul FERRETTI (SNP)'],['Paul FERRETTI (SNP)']
217,angus17-ballots/ForfarandDistrict_angus17-03.csv,['Colin BROWN (Ind)'],['Colin BROWN (Ind)'],['Colin BROWN (Ind)']
218,angus17-ballots/MontroseandDistrict_angus17-08.csv,['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)'],['Mark SALMOND (Ind)']
219,angus17-ballots/CarnoustieandDistrict_angus17-05.csv,['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)'],['Brian David BOYD (Ind)']
220,angus17-ballots/ArbroathEastandLunan_angus17-07.csv,['Lois SPEED (Ind)'],['Lois SPEED (Ind)'],['Lois SPEED (Ind)']
221,angus17-ballots/MonifiethandSidlaw_angus17-04.csv,['Craig FOTHERINGHAM (Con)'],['Craig FOTHERINGHAM (Con)'],['Craig FOTHERINGHAM (Con)']
222,"angus17-ballots/ArbroathWest,LethamandFriockheim_angus17-06.csv",['David LUMGAIR (Con)'],['David LUMGAIR (Con)'],['David LUMGAIR (Con)']
223,angus17-ballots/KirriemuirandDean_angus17-01.csv,['Ronnie PROCTOR (Con)'],['Ronnie PROCTOR (Con)'],['Ronnie PROCTOR (Con)']
224,angus17-ballots/BrechinandEdzell_angus17-02.csv,['Bob MYLES (Ind)'],['Bob MYLES (Ind)'],['Bob MYLES (Ind)']
225,midlothian22/east_preference_profile_open_from_within_ms_word_or_similar.csv,['Bryan POTTINGER (Lab)'],['Bryan POTTINGER (Lab)'],['Bryan POTTINGER (Lab)']
226,midlothian22/west_preference_profile_open_from_within_ms_word_or_similar.csv,['Russell IMRIE (Labour and Co-operative Party)'],['Russell IMRIE (Labour and Co-operative Party)'],['Russell IMRIE (Labour and Co-operative Party)']
227,midlothian22/dalkeith_preference_profile_open_from_within_ms_word_or_similar.csv,['Kelly DRUMMOND (Lab)'],['Kelly DRUMMOND (Lab)'],['Kelly DRUMMOND (Lab)']
228,midlothian22/1_penicuik_preference_profile_open_from_within_ms_word_or_similar.csv,['Debbi MCCALL (SNP)'],['Debbi MCCALL (SNP)'],['Debbi MCCALL (SNP)']
229,midlothian22/2_bonnyrigg_preference_profile_open_from_within_ms_word_or_similar.csv,['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)'],['Derek MILLIGAN (Lab)']
230,midlothian22/3_dalkeith_preference_profile_open_from_within_ms_word_or_similar.csv,['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)'],['Stephen CURRAN (Lab)']
231,moray12-ballots/BuckieWard_moray12-03.csv,['GORDON MCDONALD (SNP)'],['GORDON MCDONALD (SNP)'],['GORDON MCDONALD (SNP)']
232,moray12-ballots/ForresWard_moray12-08.csv,['George ALEXANDER (Ind)'],['George ALEXANDER (Ind)'],['George ALEXANDER (Ind)']
233,moray12-ballots/HeldonandLaichWard_moray12-05.csv,['Eric MCGILLIVRAY (Ind)'],['Eric MCGILLIVRAY (Ind)'],['Eric MCGILLIVRAY (Ind)']
234,moray12-ballots/ElginCityNorthWard_moray12-06.csv,['Mike SHAND (SNP)'],['Mike SHAND (SNP)'],['Mike SHAND (SNP)']
235,moray12-ballots/KeithandCullenWard_moray12-02.csv,['Gary Scott COULL(SNP)'],['Gary Scott COULL(SNP)'],['Gary Scott COULL(SNP)']
236,moray12-ballots/FochabersLhanbrydeWard_moray12-04.csv,['Douglas ROSS (Con)'],['Douglas ROSS (Con)'],['Douglas ROSS (Con)']
237,moray12-ballots/ElginCitySouthWard_moray12-07.csv,['John Andrew DIVERS (Lab)'],['John Andrew DIVERS (Lab)'],['John Andrew DIVERS (Lab)']
238,moray12-ballots/SpeysideGlenlivetWard_moray12-01.csv,['Pearl Barbara PAUL(SNP)'],['Pearl Barbara PAUL(SNP)'],['Pearl Barbara PAUL(SNP)']
239,clackmannanshire12-ballots/ClackmannanshireNorth_clacks12-02.csv,['(SNP) Donald BALSILLIE'],['(SNP) Donald BALSILLIE'],['(SNP) Donald BALSILLIE']
240,clackmannanshire12-ballots/ClackmannanshireSouth_clacks12-04.csv,['(SNP) Craig HOLDEN'],['(SNP) Craig HOLDEN'],['(SNP) Craig HOLDEN']
241,clackmannanshire12-ballots/ClackmannanshireEast_clacks12-05.csv,['(SNP) Irene HAMILTON'],['(SNP) Irene HAMILTON'],['(SNP) Irene HAMILTON']
242,clackmannanshire12-ballots/ClackmannanshireCentral_clacks12-03.csv,['(Lab) Derek STEWART'],['(Lab) Derek STEWART'],['(Lab) Derek STEWART']
243,clackmannanshire12-ballots/ClackmannanshireWest_clacks12-01.csv,['(Lab) George MATCHETT'],['(Lab) George MATCHETT'],['(Lab) George MATCHETT']
244,n-ayrshire22/Ward04-Arran_Preference-Profile-Arran_copy.csv,['Timothy BILLINGS (Con)'],['Timothy BILLINGS (Con)'],['Timothy BILLINGS (Con)']
245,n-ayrshire22/Ward07-IrvineWest_Preference-Profile-Irvine-West_copy.csv,['Shaun MACAULAY (SNP)'],['Shaun MACAULAY (SNP)'],['Shaun MACAULAY (SNP)']
246,n-ayrshire22/Preference-Profile-Saltcoats-and-Stevenston_copy.csv,['Jim MONTGOMERIE (Lab)'],['Jim MONTGOMERIE (Lab)'],['Jim MONTGOMERIE (Lab)']
247,n-ayrshire22/Ward03-Ardrossan_Preference-Profile-Ardrossan_copy.csv,['Tony GURNEY (SNP)'],['Tony GURNEY (SNP)'],['Tony GURNEY (SNP)']
248,n-ayrshire22/Ward09-IrvineSouth_Preference-Profile-Irvine-South_copy.csv,['Christina LARSEN (SNP)'],['Christina LARSEN (SNP)'],['Christina LARSEN (SNP)']
249,n-ayrshire22/Ward08-IrvineEast_Preference-Profile-Irvine-East_copy.csv,['Marie BURNS (SNP)'],['Marie BURNS (SNP)'],['Marie BURNS (SNP)']
250,n-ayrshire22/Ward01-NorthCoast_Preference-Profile-North-Coast_copy.csv,['Ian MURDOCH (Ind)'],['Ian MURDOCH (Ind)'],['Ian MURDOCH (Ind)']
251,n-ayrshire22/Ward06-Kilwinning_Preference-Profile-Kilwinning_copy.csv,['Joe CULLINANE (Labour and Co-operative Party)'],['Joe CULLINANE (Labour and Co-operative Party)'],['Joe CULLINANE (Labour and Co-operative Party)']
252,n-ayrshire22/Ward02-GarnockValley_Preference-Profile-Garnock-Valley_copy.csv,['Donald L REID (Ind)'],['Donald L REID (Ind)'],['Donald L REID (Ind)']
253,highland17-ballots/Ward3-WickandEastCaithness_highland17-03.csv,['A.I. Willie MACKAY (Ind)'],['A.I. Willie MACKAY (Ind)'],['A.I. Willie MACKAY (Ind)']
254,highland17-ballots/Ward8-DingwallandSeaforth_highland17-08.csv,['Angela MACLEAN (LD)'],['Angela MACLEAN (LD)'],['Angela MACLEAN (LD)']
255,highland17-ballots/Ward20-BadenochandStrathspey_highland17-20.csv,['Bill LOBBAN (Ind)'],['Bill LOBBAN (Ind)'],['Bill LOBBAN (Ind)']
256,highland17-ballots/Ward15-InvernessNess-side_highland17-15.csv,['Alasdair CHRISTIE (LD)'],['Alasdair CHRISTIE (LD)'],['Alasdair CHRISTIE (LD)']
257,highland17-ballots/Ward10-Eileana'Cheo_highland17-10.csv,['John FINLAYSON (Ind)'],['John FINLAYSON (Ind)'],['John FINLAYSON (Ind)']
258,highland17-ballots/Ward7-TainandEasterRoss_highland17-07.csv,['Fiona ROBERTSON (Ind)'],['Fiona ROBERTSON (Ind)'],['Fiona ROBERTSON (Ind)']
259,highland17-ballots/Ward21-FortWilliamandArdnamurchan_highland17-21.csv,['Andrew Phillip BAXTER (Ind)'],['Andrew Phillip BAXTER (Ind)'],['Andrew Phillip BAXTER (Ind)']
260,highland17-ballots/Ward16-InvernessMillburn_highland17-16.csv,['Jimmy GRAY (Lab)'],['Jimmy GRAY (Lab)'],['Jimmy GRAY (Lab)']
261,highland17-ballots/Ward17-CullodenandArdersier_highland17-17.csv,['Roddy BALFOUR (Ind)'],['Roddy BALFOUR (Ind)'],['Roddy BALFOUR (Ind)']
262,highland17-ballots/Ward19-InvernessSouth_highland17-19.csv,['Carolyn CADDICK (LD)'],['Carolyn CADDICK (LD)'],['Carolyn CADDICK (LD)']
263,highland17-ballots/Ward12-AirdandLochNess_highland17-12.csv,['Margaret DAVIDSON (Ind)'],['Margaret DAVIDSON (Ind)'],['Margaret DAVIDSON (Ind)']
264,highland17-ballots/Ward9-BlackIsle_highland17-09.csv,['Gordon ADAM (LD)'],['Gordon ADAM (LD)'],['Gordon ADAM (LD)']
265,highland17-ballots/Ward11-CaolandMallaig_highland17-11.csv,['Allan HENDERSON (Ind)'],['Allan HENDERSON (Ind)'],['Allan HENDERSON (Ind)']
266,highland17-ballots/Ward14-InvernessCentral_highland17-14.csv,['Richard LAIRD (SNP)'],['Richard LAIRD (SNP)'],['Richard LAIRD (SNP)']
267,highland17-ballots/Ward6-CromartyFirth_highland17-06.csv,['Carolyn WILSON (Ind)'],['Carolyn WILSON (Ind)'],['Carolyn WILSON (Ind)']
268,highland17-ballots/Ward18-NairnandCawdor_highland17-18.csv,['Tom HEGGIE (Ind)'],['Tom HEGGIE (Ind)'],['Tom HEGGIE (Ind)']
269,highland17-ballots/Ward13-InvernessWest_highland17-13.csv,['Alex GRAHAM (LD)'],['Alex GRAHAM (LD)'],['Alex GRAHAM (LD)']
270,highland17-ballots/Ward2-ThursoandNorthwestCaithness_highland17-02.csv,['Matthew REISS (Ind)'],['Matthew REISS (Ind)'],['Matthew REISS (Ind)']
271,highland17-ballots/Ward4-EastSutherlandandEdderton_highland17-04.csv,['Deirdre MACKAY (Lab)'],['Deirdre MACKAY (Lab)'],['Deirdre MACKAY (Lab)']
272,"highland17-ballots/Ward1-North,WestandCentralSutherland_highland17-01.csv",['Linda MUNRO (LD)'],['Linda MUNRO (LD)'],['Linda MUNRO (LD)']
273,"highland17-ballots/Ward5-WesterRoss,StrathpefferandLochalsh_highland17-05.csv",['Biz CAMPBELL (Ind)'],['Biz CAMPBELL (Ind)'],['Biz CAMPBELL (Ind)']
274,s-lanarks17-ballots/Ward18-HamiltonWestandEarnock_s-lanarks17-18.csv,['Allan FALCONER (Lab)'],['Allan FALCONER (Lab)'],['Allan FALCONER (Lab)']
275,s-lanarks17-ballots/Ward2-ClydesdaleNorth_s-lanarks17-02.csv,['Catherine MCCLYMONT (Lab)'],['Catherine MCCLYMONT (Lab)'],['Catherine MCCLYMONT (Lab)']
276,s-lanarks17-ballots/Ward4-ClydesdaleSouth_s-lanarks17-04.csv,['George GREENSHIELDS (Lab)'],['George GREENSHIELDS (Lab)'],['George GREENSHIELDS (Lab)']
277,s-lanarks17-ballots/Ward11-RutherglenSouth_s-lanarks17-11.csv,['Robert BROWN (LD)'],['Robert BROWN (LD)'],['Robert BROWN (LD)']
278,s-lanarks17-ballots/Ward16-BothwellandUddingston_s-lanarks17-16.csv,['Maureen DEVLIN (Lab)'],['Maureen DEVLIN (Lab)'],['Maureen DEVLIN (Lab)']
279,s-lanarks17-ballots/Ward5-AvondaleandStonehouse_s-lanarks17-05.csv,['Margaret COOPER (Lab)'],['Margaret COOPER (Lab)'],['Margaret COOPER (Lab)']
280,s-lanarks17-ballots/Ward6-EastKilbrideSouth_s-lanarks17-06.csv,['Archie BUCHANAN (SNP)'],['Archie BUCHANAN (SNP)'],['Archie BUCHANAN (SNP)']
281,s-lanarks17-ballots/Ward10-EastKilbrideEast_s-lanarks17-10.csv,['Gladys MILLER (SNP)'],['Gladys MILLER (SNP)'],['Gladys MILLER (SNP)']
282,s-lanarks17-ballots/Ward9-EastKilbrideWest_s-lanarks17-09.csv,['Ian HARROW (Con)'],['Ian HARROW (Con)'],['Ian HARROW (Con)']
283,s-lanarks17-ballots/Ward3-ClydesdaleEast_s-lanarks17-03.csv,['Alex ALLISON (Con)'],['Alex ALLISON (Con)'],['Alex ALLISON (Con)']
284,s-lanarks17-ballots/Ward8-EastKilbrideCentralNorth_s-lanarks17-08.csv,['Hugh MACDONALD (SNP)'],['Hugh MACDONALD (SNP)'],['Hugh MACDONALD (SNP)']
285,s-lanarks17-ballots/Ward17-HamiltonNorthandEast_s-lanarks17-17.csv,['Davie MCLACHLAN (Lab)'],['Davie MCLACHLAN (Lab)'],['Davie MCLACHLAN (Lab)']
286,s-lanarks17-ballots/Ward12-RutherglenCentralandNorth_s-lanarks17-12.csv,['Janine CALIKES (SNP)'],['Janine CALIKES (SNP)'],['Janine CALIKES (SNP)']
287,s-lanarks17-ballots/Ward14-CambuslangEast_s-lanarks17-14.csv,['Walter BROGAN (Lab)'],['Walter BROGAN (Lab)'],['Walter BROGAN (Lab)']
288,s-lanarks17-ballots/Ward7-EastKilbrideCentralSouth_s-lanarks17-07.csv,['John ANDERSON (SNP)'],['John ANDERSON (SNP)'],['John ANDERSON (SNP)']
289,s-lanarks17-ballots/Ward19-HamiltonSouth_s-lanarks17-19.csv,['Joe LOWE (Lab)'],['Joe LOWE (Lab)'],['Joe LOWE (Lab)']
290,s-lanarks17-ballots/Ward1-ClydesdaleWest_s-lanarks17-01.csv,['Eileen LOGAN (Lab)'],['Eileen LOGAN (Lab)'],['Eileen LOGAN (Lab)']
291,s-lanarks17-ballots/Ward20-Larkhall_s-lanarks17-20.csv,['Andy CARMICHAEL (Lab)'],['Andy CARMICHAEL (Lab)'],['Andy CARMICHAEL (Lab)']
292,s-lanarks17-ballots/Ward15-Blantyre_s-lanarks17-15.csv,['Mo RAZZAQ (Lab)'],['Mo RAZZAQ (Lab)'],['Mo RAZZAQ (Lab)']
293,s-lanarks17-ballots/Ward13-CambuslangWest_s-lanarks17-13.csv,['Margaret WALKER (Lab)'],['Margaret WALKER (Lab)'],['Margaret WALKER (Lab)']
294,eilean-siar12-ballots/BeinnNaFoghlaAgusUibhistATuath_eilean-siar12-02.csv,['Uisdean ROBERTSON (Ind)'],['Uisdean ROBERTSON (Ind)'],['Uisdean ROBERTSON (Ind)']
295,eilean-siar12-ballots/NaHearadhAgusCeannADeasNanLoch_eilean-siar12-03.csv,['Catherine MACDONALD (Ind)'],['Catherine MACDONALD (Ind)'],['Catherine MACDONALD (Ind)']
296,"eilean-siar12-ballots/Barraigh,BhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv",['Donald MANFORD (SNP)'],['Donald MANFORD (SNP)'],['Donald MANFORD (SNP)']
297,eilean-siar12-ballots/SteornabhaghaTuath_eilean-siar12-07.csv,['Iain MACKENZIE (Ind)'],['Iain MACKENZIE (Ind)'],['Iain MACKENZIE (Ind)']
298,eilean-siar12-ballots/LochaTuath_eilean-siar12-08.csv,['Catriona STEWART (Ind)'],['Catriona STEWART (Ind)'],['Catriona STEWART (Ind)']
299,eilean-siar12-ballots/AnTaobhSiaragusNis_eilean-siar12-09.csv,['Iain MORRISON (Ind)'],['Iain MORRISON (Ind)'],['Iain MORRISON (Ind)']
300,eilean-siar12-ballots/SteornabhaghaDeas_eilean-siar12-06.csv,['Charlie NICOLSON (Ind)'],['Charlie NICOLSON (Ind)'],['Charlie NICOLSON (Ind)']
301,eilean-siar12-ballots/Sgir'UigeAgusCeannATuathNanLoch_eilean-siar12-04.csv,['Cudig MACLEOD (Ind)'],['Cudig MACLEOD (Ind)'],['Cudig MACLEOD (Ind)']
302,e-ayrshire17-ballots/KilmarnockNorth_e-ayrshire17-02.csv,['Helen COFFEY (SNP)'],['Helen COFFEY (SNP)'],['Helen COFFEY (SNP)']
303,e-ayrshire17-ballots/Annick_e-ayrshire17-01.csv,['John MCFADZEAN (Con)'],['John MCFADZEAN (Con)'],['John MCFADZEAN (Con)']
304,e-ayrshire17-ballots/Ballochmyle_e-ayrshire17-07.csv,['Claire LEITCH (SNP)'],['Claire LEITCH (SNP)'],['Claire LEITCH (SNP)']
305,e-ayrshire17-ballots/CumnockandNewCumnock_e-ayrshire17-08.csv,['Billy CRAWFORD (Lab)'],['Billy CRAWFORD (Lab)'],['Billy CRAWFORD (Lab)']
306,e-ayrshire17-ballots/KilmarnockWestandCrosshouse_e-ayrshire17-03.csv,['Iain LINTON (SNP)'],['Iain LINTON (SNP)'],['Iain LINTON (SNP)']
307,e-ayrshire17-ballots/KilmarnockSouth_e-ayrshire17-05.csv,['Jim TODD (SNP)'],['Jim TODD (SNP)'],['Jim TODD (SNP)']
308,e-ayrshire17-ballots/DoonValley_e-ayrshire17-09.csv,['Elaine DINWOODIE (Lab)'],['Elaine DINWOODIE (Lab)'],['Elaine DINWOODIE (Lab)']
309,e-ayrshire17-ballots/IrvineValley_e-ayrshire17-06.csv,['Elena WHITHAM (SNP)'],['Elena WHITHAM (SNP)'],['Elena WHITHAM (SNP)']
310,e-ayrshire17-ballots/KilmarnockEastandHurlford_e-ayrshire17-04.csv,['Fiona CAMPBELL (SNP)'],['Fiona CAMPBELL (SNP)'],['Fiona CAMPBELL (SNP)']
311,angus22/Ward1-KirriemuirandDean_ward1.csv,['Julie BELL (SNP)'],['Julie BELL (SNP)'],['Julie BELL (SNP)']
312,angus22/Ward8-MontroseandDistrict_ward8.csv,['Kenny BRAES (SNP)'],['Kenny BRAES (SNP)'],['Kenny BRAES (SNP)']
