voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
1,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
2,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
3,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
4,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
5,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
6,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
7,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
8,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
9,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
10,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
11,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
12,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
13,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
14,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
15,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
16,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
17,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
18,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
19,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
20,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
21,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
22,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
23,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
24,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
25,Karen DORAN (Lab),skipped,skipped,skipped,skipped,skipped,skipped,4
