file,candidate_removed,plurality,IRV,condorcet,minimax,smith,smith-minimax,ranked-pairs
civs/processed_data/ab3215e271.csv,9.0,1.0,9.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/398f888312.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/398f888312.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/398f888312.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/398f888312.csv,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/ca7f502857.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ca7f502857.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/ca7f502857.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ca7f502857.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/fc064eba99.csv,none,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,1.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,2.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,3.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,4.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,5.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,6.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,7.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,8.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,9.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,10.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,11.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,12.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/fc064eba99.csv,15.0,9.0,15.0,13.0,13.0,13.0,13.0,13.0
civs/processed_data/c470ed0a65.csv,none,8.0,8.0,1.0,6.0,3.0,6.0,6.0
civs/processed_data/c470ed0a65.csv,1.0,8.0,8.0,2.0,6.0,3.0,6.0,6.0
civs/processed_data/c470ed0a65.csv,2.0,8.0,8.0,1.0,6.0,3.0,6.0,6.0
civs/processed_data/c470ed0a65.csv,3.0,8.0,8.0,1.0,6.0,6.0,6.0,6.0
civs/processed_data/c470ed0a65.csv,4.0,8.0,8.0,1.0,6.0,3.0,6.0,6.0
civs/processed_data/c470ed0a65.csv,5.0,8.0,8.0,1.0,6.0,3.0,6.0,6.0
civs/processed_data/c470ed0a65.csv,6.0,8.0,8.0,1.0,8.0,3.0,8.0,8.0
civs/processed_data/c470ed0a65.csv,7.0,8.0,8.0,1.0,6.0,3.0,6.0,6.0
civs/processed_data/c470ed0a65.csv,8.0,1.0,8.0,1.0,3.0,3.0,3.0,3.0
civs/processed_data/e8dd7ab6da.csv,none,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,5,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,4,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,11,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,9,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,10,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,1,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,7,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,6,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,2,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,3,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,12,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,8,13,13,13,13,13,13,13
civs/processed_data/e8dd7ab6da.csv,13,4,13,1,1,1,1,1
civs/processed_data/cc2975f67b.csv,none,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/cc2975f67b.csv,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/cc2975f67b.csv,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/cc2975f67b.csv,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/cc2975f67b.csv,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/ed396694d0.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/ed396694d0.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/ed396694d0.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/ed396694d0.csv,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/fb43e3fd3c.csv,none,3.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/fb43e3fd3c.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/fb43e3fd3c.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/fb43e3fd3c.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/e44e6f9835.csv,none,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,1.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,2.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,3.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,4.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,5.0,3.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,6.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,7.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,8.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,9.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,10.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,11.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,12.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,13.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/e44e6f9835.csv,14.0,5.0,5.0,15.0,15.0,15.0,15.0,15.0
civs/processed_data/e44e6f9835.csv,15.0,5.0,5.0,14.0,14.0,14.0,14.0,14.0
civs/processed_data/bb6730b59c.csv,none,3.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/bb6730b59c.csv,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/bb6730b59c.csv,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/bb6730b59c.csv,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/bb6730b59c.csv,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/bb6730b59c.csv,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/bb6730b59c.csv,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/bb6730b59c.csv,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/06cd3e39dc.csv,none,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/06cd3e39dc.csv,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/06cd3e39dc.csv,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/06cd3e39dc.csv,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/06cd3e39dc.csv,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/74b2a4dc17.csv,none,2.0,2.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/74b2a4dc17.csv,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/74b2a4dc17.csv,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/74b2a4dc17.csv,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/74b2a4dc17.csv,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/654f1aee20.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/654f1aee20.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/654f1aee20.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/654f1aee20.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/478279cac0.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/478279cac0.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/478279cac0.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/478279cac0.csv,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/e81edc6775.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e81edc6775.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e81edc6775.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e81edc6775.csv,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1df49fb44c.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1df49fb44c.csv,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/1df49fb44c.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1df49fb44c.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/6aca14326d.csv,none,5.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/6aca14326d.csv,1.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/6aca14326d.csv,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/6aca14326d.csv,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/6aca14326d.csv,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/6aca14326d.csv,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/6aca14326d.csv,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/eed4756773.csv,none,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,1,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,2,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,3,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,4,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,5,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,6,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,7,8,8,8,8,8,8,8
civs/processed_data/eed4756773.csv,8,4,8,5,5,5,5,5
civs/processed_data/3bda087ae1.csv,none,4,1,1,1,1,1,1
civs/processed_data/3bda087ae1.csv,4,1,1,1,1,1,1,1
civs/processed_data/3bda087ae1.csv,3,1,1,1,1,1,1,1
civs/processed_data/3bda087ae1.csv,1,4,1,2,2,2,2,2
civs/processed_data/3bda087ae1.csv,2,1,1,1,1,1,1,1
civs/processed_data/3629eab883.csv,none,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,1,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,2,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,3,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,4,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,5,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,6,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,7,9,9,1,8,1,8,8
civs/processed_data/3629eab883.csv,8,9,9,7,7,7,7,7
civs/processed_data/3629eab883.csv,9,1,9,7,7,7,7,7
civs/processed_data/4cdd441ed5.csv,none,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/4cdd441ed5.csv,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/4cdd441ed5.csv,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/4cdd441ed5.csv,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/4cdd441ed5.csv,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/4cdd441ed5.csv,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/4cdd441ed5.csv,6.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/951de05c36.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/951de05c36.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/951de05c36.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/951de05c36.csv,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/d33f6b698e.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/d33f6b698e.csv,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/d33f6b698e.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/d33f6b698e.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/d33f6b698e.csv,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/d33f6b698e.csv,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/75437037ef.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/75437037ef.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/75437037ef.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/75437037ef.csv,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/721e1de395.csv,none,2.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/721e1de395.csv,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/721e1de395.csv,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/721e1de395.csv,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/4c481d4383.csv,none,1.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/4c481d4383.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/4c481d4383.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/4c481d4383.csv,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/0d1f93e3c2.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/0d1f93e3c2.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/0d1f93e3c2.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/0d1f93e3c2.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/79d56fe1d4.csv,none,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/79d56fe1d4.csv,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/79d56fe1d4.csv,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/79d56fe1d4.csv,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/79d56fe1d4.csv,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/7cfb157374.csv,none,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/7cfb157374.csv,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/7cfb157374.csv,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/7cfb157374.csv,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/7cfb157374.csv,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/7cfb157374.csv,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/7cfb157374.csv,6.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/349489d732.csv,none,8,8,1,8,6,8,8
civs/processed_data/349489d732.csv,1,8,8,2,8,6,8,8
civs/processed_data/349489d732.csv,2,8,8,1,8,6,8,8
civs/processed_data/349489d732.csv,3,8,8,1,8,6,8,8
civs/processed_data/349489d732.csv,4,8,8,1,8,6,8,8
civs/processed_data/349489d732.csv,5,8,8,1,8,6,8,8
civs/processed_data/349489d732.csv,6,8,8,8,8,8,8,8
civs/processed_data/349489d732.csv,7,8,8,6,6,6,6,6
civs/processed_data/349489d732.csv,8,1,8,7,7,7,7,7
civs/processed_data/a50b10b865.csv,none,1,1,2,2,2,2,2
civs/processed_data/a50b10b865.csv,4,1,1,2,2,2,2,2
civs/processed_data/a50b10b865.csv,2,1,1,4,?,4,?,?
civs/processed_data/a50b10b865.csv,1,2,1,2,2,2,2,2
civs/processed_data/a50b10b865.csv,?,1,1,2,2,2,2,2
civs/processed_data/a50b10b865.csv,3,1,1,2,2,2,2,2
civs/processed_data/7ee6116dba.csv,none,1.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/7ee6116dba.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/7ee6116dba.csv,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/7ee6116dba.csv,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/aadb0e98fe.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/aadb0e98fe.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/aadb0e98fe.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/aadb0e98fe.csv,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/af3ade14e9.csv,none,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/af3ade14e9.csv,1.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/af3ade14e9.csv,2.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/af3ade14e9.csv,3.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/af3ade14e9.csv,4.0,6.0,6.0,1.0,3.0,1.0,3.0,3.0
civs/processed_data/af3ade14e9.csv,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/af3ade14e9.csv,6.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/5cf367f50b.csv,none,1,1,2,2,2,2,2
civs/processed_data/5cf367f50b.csv,2,1,1,3,3,3,3,3
civs/processed_data/5cf367f50b.csv,3,1,1,2,2,2,2,2
civs/processed_data/5cf367f50b.csv,?,1,1,2,2,2,2,2
civs/processed_data/5cf367f50b.csv,1,2,1,2,2,2,2,2
civs/processed_data/265d7acfd9.csv,none,4.0,1.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/265d7acfd9.csv,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/265d7acfd9.csv,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/265d7acfd9.csv,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/265d7acfd9.csv,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/265d7acfd9.csv,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/21a4f853c0.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/21a4f853c0.csv,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/21a4f853c0.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/21a4f853c0.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/d6cd465864.csv,none,4,4,4,4,4,4,4
civs/processed_data/d6cd465864.csv,1,4,4,4,4,4,4,4
civs/processed_data/d6cd465864.csv,2,4,4,4,4,4,4,4
civs/processed_data/d6cd465864.csv,3,4,4,4,4,4,4,4
civs/processed_data/d6cd465864.csv,4,1,4,3,3,3,3,3
civs/processed_data/87f76d675b.csv,none,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/87f76d675b.csv,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/87f76d675b.csv,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/87f76d675b.csv,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/87f76d675b.csv,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/87f76d675b.csv,5.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/833a5918cc.csv,none,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/833a5918cc.csv,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/833a5918cc.csv,9.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/5f38736b3e.csv,none,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/5f38736b3e.csv,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/5f38736b3e.csv,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/5f38736b3e.csv,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/5f38736b3e.csv,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/5f38736b3e.csv,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/5f38736b3e.csv,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/1f51051cfc.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1f51051cfc.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/1f51051cfc.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1f51051cfc.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1f51051cfc.csv,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/126b3f35fa.csv,none,5.0,3.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/126b3f35fa.csv,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/126b3f35fa.csv,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/126b3f35fa.csv,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/126b3f35fa.csv,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/126b3f35fa.csv,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/ef4f6312e8.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ef4f6312e8.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/ef4f6312e8.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ef4f6312e8.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ef4f6312e8.csv,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/61f53a6523.csv,none,8,8,7,7,7,7,7
civs/processed_data/61f53a6523.csv,6,8,8,7,7,7,7,7
civs/processed_data/61f53a6523.csv,2,8,8,7,7,7,7,7
civs/processed_data/61f53a6523.csv,5,8,8,7,7,7,7,7
civs/processed_data/61f53a6523.csv,1,8,8,7,7,7,7,7
civs/processed_data/61f53a6523.csv,4,8,8,7,7,7,7,7
civs/processed_data/61f53a6523.csv,8,1,8,7,7,7,7,7
civs/processed_data/61f53a6523.csv,7,8,8,6,6,6,6,6
civs/processed_data/61f53a6523.csv,3,8,8,7,7,7,7,7
civs/processed_data/e4a65af222.csv,none,3.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/e4a65af222.csv,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/e4a65af222.csv,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e4a65af222.csv,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/0b92e8ac10.csv,none,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0b92e8ac10.csv,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0b92e8ac10.csv,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0b92e8ac10.csv,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0b92e8ac10.csv,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0b92e8ac10.csv,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0b92e8ac10.csv,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0b92e8ac10.csv,7.0,3.0,7.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/328563994c.csv,none,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/328563994c.csv,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/328563994c.csv,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
