file,candidate_removed,plurality,IRV,top-two,borda-pm,top-3-truncation,condorcet,minimax,smith,smith-minimax,ranked-pairs
american/Minneapolis/Minneapolis_11072017_Ward9CityCouncil.csv,Mohamed Farah,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano,Alondra Cano
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,none,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,Bruce Dachis,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,Greg Kline,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,Nasri Warsame,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,writein,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11072023_CityCouncilWard10.csv,Aisha Chughtai,Bruce Dachis,Bruce Dachis,Bruce Dachis,Bruce Dachis,Bruce Dachis,Bruce Dachis,Bruce Dachis,Bruce Dachis,Bruce Dachis,Bruce Dachis
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,none,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,Phil Willkie,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,writein,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,DeWayne Townsend,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,James Elliot Swartwood,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,Carol Becker,David Wheeler,David Wheeler,David Wheeler,David Wheeler,David Wheeler,David Wheeler,David Wheeler,David Wheeler,David Wheeler,David Wheeler
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,David Wheeler,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11062009_BoardofEstimateandTaxation.csv,R. Michael Martens,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker,Carol Becker
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,none,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,writein,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,April Kane,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,Terry White,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,David Holsinger,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
american/Minneapolis/Minneapolis_11072017_Ward8CityCouncil.csv,Andrea Jenkins,April Kane,April Kane,April Kane,April Kane,April Kane,April Kane,April Kane,April Kane,April Kane,April Kane
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,none,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,John Malone,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,Bernie Kunza,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,Liz Wielinski,Bernie Kunza,Bernie Kunza,Bernie Kunza,Bernie Kunza,Bernie Kunza,Bernie Kunza,Bernie Kunza,Bernie Kunza,Bernie Kunza,Bernie Kunza
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict1.csv,writein,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,none,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Mary McKelvey,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,writein,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Tom Olsen,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Mary McKelvey,writein,Mary McKelvey,Meg Forney,Londel French
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Londel French,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Alicia D. Smith,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Alicia D. Smith,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Katherine Kelly,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11022021_ParkBoardAtLarge.csv,Charles Rucker,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen,Tom Olsen
american/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,none,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy
american/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,David A. Alvarado,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy
american/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,John Quincy,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson,Gregg A Iverson
american/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,Gregg A Iverson,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy
american/Minneapolis/Minneapolis_11062009_Ward11CityCouncil.csv,writein,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy
american/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,none,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
american/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,JOSH NEIMAN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
american/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,writein,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
american/Minneapolis/Minneapolis_11052013_PRBoardDistrict6.csv,BRAD BOURN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN,JOSH NEIMAN
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,none,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,Scott Vreeland,Mike Wendorf,Mike Wendorf,Mike Wendorf,Mike Wendorf,Mike Wendorf,Mike Wendorf,Mike Wendorf,Mike Wendorf,Mike Wendorf,Mike Wendorf
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,Mike Wendorf,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict3.csv,writein,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,none,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,writein,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,Michael Guest,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson
american/Minneapolis/Minneapolis_11062009_PRBoardDistrict2.csv,Jon Olson,Michael Guest,Michael Guest,Michael Guest,Michael Guest,Michael Guest,Michael Guest,Michael Guest,Michael Guest,Michael Guest,Michael Guest
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,none,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,Joe Kovacs,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,Teqen Zéa-Aida,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,Janne Flisrand,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,writein,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11072017_Ward7CityCouncil.csv,Lisa Goodman,Janne Flisrand,Janne Flisrand,Janne Flisrand,Janne Flisrand,Janne Flisrand,Janne Flisrand,Janne Flisrand,Janne Flisrand,Janne Flisrand,Janne Flisrand
american/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,none,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw
american/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,LaTrisha Vetaw,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham
american/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,writein,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw
american/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,Leslie Davis,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw
american/Minneapolis/Minneapolis_11022021_CityCouncilWard4.csv,Phillipe M. Cunningham,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw,LaTrisha Vetaw
american/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,none,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
american/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,Joseph Henry,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
american/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,Betsy Hodges,Kris Broberg,Kris Broberg,Kris Broberg,Kris Broberg,Kris Broberg,Kris Broberg,Kris Broberg,Kris Broberg,Kris Broberg,Kris Broberg
american/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,writein,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
american/Minneapolis/Minneapolis_11062009_Ward13CityCouncil.csv,Kris Broberg,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,none,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,Jeremiah Ellison,Blong Yang,Blong Yang,Blong Yang,Blong Yang,Blong Yang,Blong Yang,Blong Yang,Blong Yang,Blong Yang,Blong Yang
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,Blong Yang,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,Raeisha (RA) Williams,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,writein,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
american/Minneapolis/Minneapolis_11072017_Ward5CityCouncil.csv,Cathy Spann,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,none,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,writein,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,Aisha Chughtai,Katie Jones,Katie Jones,Katie Jones,Katie Jones,Katie Jones,Katie Jones,Katie Jones,Katie Jones,Katie Jones,Katie Jones
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,David Wheeler,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,Chris Parsons,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,Alicia Gibson,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,Katie Jones,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard10.csv,Ubah Nur,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
american/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,none,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,Nancy Ford,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,David Rosenfeld,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,writein,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
american/Minneapolis/Minneapolis_11022021_CityCouncilWard12.csv,Andrew Johnson,Nancy Ford,Nancy Ford,Nancy Ford,Nancy Ford,Nancy Ford,Nancy Ford,Nancy Ford,Nancy Ford,Nancy Ford,Nancy Ford
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,none,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,Teqen Zéa-Aida,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,Nick Kor,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,Joanna Diaz,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,Lisa Goodman,Nick Kor,Nick Kor,Nick Kor,Nick Kor,Nick Kor,Nick Kor,Nick Kor,Nick Kor,Nick Kor,Nick Kor
american/Minneapolis/Minneapolis_11022021_CityCouncilWard7.csv,writein,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,none,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,writein,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
american/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,Jamal Osman,A. Bihi,A. Bihi,A. Bihi,A. Bihi,A. Bihi,A. Bihi,A. Bihi,A. Bihi,A. Bihi,A. Bihi
american/Minneapolis/Minneapolis_11022021_CityCouncilWard6.csv,A. Bihi,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
american/Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,none,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
american/Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,writein,Cam Gordon,Cam Gordon,unknown,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
american/Minneapolis/Minneapolis_11072017_Ward2CityCouncil.csv,Cam Gordon,writein,writein,unknown,writein,writein,writein,writein,writein,writein,writein
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,none,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,Mike Norton,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,writein,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,Ken Salway,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,Linea Palmisano,Mike Norton,Mike Norton,Mike Norton,Mike Norton,Mike Norton,Ken Salway,Ken Salway,Ken Salway,Ken Salway,Ken Salway
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,Bob Reuer,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,Kati Medford,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
american/Minneapolis/Minneapolis_11072017_Ward3CityCouncil.csv,none,Ginger Jentzen,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen
american/Minneapolis/Minneapolis_11072017_Ward3CityCouncil.csv,Tim Bildsoe,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Steve Fletcher,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen,Ginger Jentzen
