5 1
185 1 0
6 1 2 0
1 1 2 3 0
2 1 2 4 0
3 1 2 5 0
3 1 3 0
3 1 3 4 0
3 1 3 5 0
1 1 4 0
3 1 4 3 0
3 1 4 5 0
5 1 5 0
1 1 5 2 0
6 1 5 3 0
3 1 5 4 0
2943 2 0
52 2 1 0
4 2 1 3 0
1 2 1 4 0
1 2 1 5 0
158 2 3 0
7 2 3 1 0
671 2 3 4 0
589 2 3 5 0
313 2 4 0
13 2 4 1 0
844 2 4 3 0
1476 2 4 5 0
385 2 5 0
12 2 5 1 0
932 2 5 3 0
1870 2 5 4 0
577 3 0
8 3 1 0
1 3 1 2 0
1 3 1 4 0
2 3 1 5 0
92 3 2 0
6 3 2 1 0
230 3 2 4 0
187 3 2 5 0
82 3 4 0
1 3 4 1 0
284 3 4 2 0
316 3 4 5 0
74 3 5 0
5 3 5 1 0
289 3 5 2 0
279 3 5 4 0
1370 4 0
23 4 1 0
2 4 1 2 0
2 4 1 5 0
279 4 2 0
7 4 2 1 0
413 4 2 3 0
739 4 2 5 0
145 4 3 0
9 4 3 1 0
409 4 3 2 0
633 4 3 5 0
289 4 5 0
20 4 5 1 0
876 4 5 2 0
471 4 5 3 0
1037 5 0
23 5 1 0
1 5 1 4 0
273 5 2 0
15 5 2 1 0
409 5 2 3 0
828 5 2 4 0
114 5 3 0
7 5 3 1 0
331 5 3 2 0
358 5 3 4 0
175 5 4 0
12 5 4 1 0
682 5 4 2 0
390 5 4 3 0
0
writein
BENNY LEE
JUSTIN HUTCHISON
CHRIS CROW
DARLENE DAEVU
