5 1
1553 1 0
307 1 2 0
334 1 2 3 0
218 1 2 4 0
195 1 2 5 0
229 1 3 0
327 1 3 2 0
288 1 3 4 0
161 1 3 5 0
65 1 4 0
196 1 4 2 0
137 1 4 3 0
89 1 4 5 0
57 1 5 0
142 1 5 2 0
80 1 5 3 0
51 1 5 4 0
415 2 0
94 2 1 0
87 2 1 3 0
60 2 1 4 0
163 2 1 5 0
81 2 3 0
147 2 3 1 0
292 2 3 4 0
169 2 3 5 0
54 2 4 0
82 2 4 1 0
201 2 4 3 0
159 2 4 5 0
130 2 5 0
81 2 5 1 0
165 2 5 3 0
120 2 5 4 0
1409 3 0
223 3 1 0
263 3 1 2 0
207 3 1 4 0
100 3 1 5 0
224 3 2 0
176 3 2 1 0
684 3 2 4 0
356 3 2 5 0
237 3 4 0
207 3 4 1 0
1304 3 4 2 0
883 3 4 5 0
113 3 5 0
63 3 5 1 0
380 3 5 2 0
329 3 5 4 0
281 4 0
28 4 1 0
52 4 1 2 0
47 4 1 3 0
32 4 1 5 0
66 4 2 0
61 4 2 1 0
243 4 2 3 0
358 4 2 5 0
91 4 3 0
57 4 3 1 0
325 4 3 2 0
197 4 3 5 0
37 4 5 0
32 4 5 1 0
156 4 5 2 0
104 4 5 3 0
345 5 0
42 5 1 0
45 5 1 2 0
40 5 1 3 0
21 5 1 4 0
98 5 2 0
41 5 2 1 0
140 5 2 3 0
104 5 2 4 0
59 5 3 0
49 5 3 1 0
147 5 3 2 0
126 5 3 4 0
40 5 4 0
46 5 4 1 0
141 5 4 2 0
107 5 4 3 0
0
DESLEY BROOKS
MYA WHITAKER
LOREN TAYLOR
NATASHA MIDDLETON
MARLO RODRIGUEZ
