file,candidate_removed,plurality,IRV,top-two,borda-pm,top-3-truncation,condorcet,minimax,smith,smith-minimax,ranked-pairs
scotland/processed_data/glasgow12/Ward13Garscadden-Scotstounhill_glasgow12-13.csv,John KELLY (Lab),Paul ROONEY (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP)
scotland/processed_data/glasgow12/Ward13Garscadden-Scotstounhill_glasgow12-13.csv,Martin SCHMIERER (Grn),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP)
scotland/processed_data/glasgow12/Ward13Garscadden-Scotstounhill_glasgow12-13.csv,Liz CAMERON (Lab),Paul ROONEY (Lab),Paul ROONEY (Lab),Paul ROONEY (Lab),Paul ROONEY (Lab),Paul ROONEY (Lab),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP)
scotland/processed_data/glasgow12/Ward13Garscadden-Scotstounhill_glasgow12-13.csv,John CORMACK (SC),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Liz CAMERON (Lab),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP),Graeme Andrew HENDRY (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,none,Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,James PARIS (LD),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,John ANDERSON (Con),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,ROBERT FINDLAY (SU),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,CATHERINE FINDLAY (SU),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Andrew GRAY (Soc),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Feargal DALTON (SNP),Kenny MCLEAN (SNP),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Kenny MCLEAN (SNP),Kenny MCLEAN (SNP),Kenny MCLEAN (SNP),Kenny MCLEAN (SNP),Kenny MCLEAN (SNP),Kenny MCLEAN (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Michael Graeme SHANKS (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Aileen COLLERAN (Lab),Michael Graeme SHANKS (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Donald WILLIAMSON (SC),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Nicholas Alexander BLACK (Glasgow First),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Kenny MCLEAN (SNP),Feargal DALTON (SNP),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Martin BARTOS (Grn),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward12PartickWest_glasgow12-12.csv,Stuart James MASKELL (UKIP),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Aileen COLLERAN (Lab),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP),Feargal DALTON (SNP)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,none,James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Alan HUGHES (SU),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,James ADAMS (Lab),Fariha THOMAS (Lab),Allison HUNTER (SNP),Allison HUNTER (SNP),Allison HUNTER (SNP),Allison HUNTER (SNP),Allison HUNTER (SNP),Allison HUNTER (SNP),Allison HUNTER (SNP),Allison HUNTER (SNP),Allison HUNTER (SNP)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Harriet MURDOCH (Con),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Shaukat BUTT (Glasgow First),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Fariha THOMAS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Allison HUNTER (SNP),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,John FLANAGAN (Ind),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Tahir MOHAMMED (SNP),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Stephen DORNAN (Glasgow First),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Jonathan MACKIE (SNP),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Jesper BACH (Grn),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Finlay ARCHIBALD (Pir),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Joyce DRUMMOND (Sol),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward5Govan_glasgow12-05.csv,Chris YOUNG (LD),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab),James ADAMS (Lab)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,none,Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Ruth SIMPSON (Ind),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Pauline Ann MCKEEVER (Lab),Martin MCELROY (Lab),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Ken ANDREW (SNP),Mark SMITH (SNP),Martin MCELROY (Lab),Martha WARDROP (Grn),Martha WARDROP (Grn),Martha WARDROP (Grn),Mark SMITH (SNP),Mark SMITH (SNP),Mark SMITH (SNP),Mark SMITH (SNP),Mark SMITH (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Mark SMITH (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Neil CRAIG (UKIP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Alexander Wallace INGLIS (Con),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Murdo MACLEOD (SC),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Frances CURRAN (Soc),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Charles BAILLIE (Britannica),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Martin MCELROY (Lab),Pauline Ann MCKEEVER (Lab),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Kenneth Carmichael ELDER (LD),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow12/Ward11Hillhead_glasgow12-11.csv,Iain FIRTH (Glasgow First),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Martha WARDROP (Grn),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP),Ken ANDREW (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,none,# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 6: John Mckenzie (Lab),# ALTERNATIVE NAME 6: John Mckenzie (Lab),# ALTERNATIVE NAME 6: John Mckenzie (Lab),# ALTERNATIVE NAME 6: John Mckenzie (Lab),# ALTERNATIVE NAME 6: John Mckenzie (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 8: Alan Stewart (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 4: Chris Lang (Ind),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 11: Frank Young (Sol),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 9: Chloe Helen Stewart (Grn),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 6: John Mckenzie (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
scotland/processed_data/glasgow2007 preflib/Linn_linn.csv,# ALTERNATIVE NAME 1: Esme H Clark (Con),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 3: Sadie Docherty (Lab),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP),# ALTERNATIVE NAME 7: David Ritchie (SNP)
