rank1,rank2,rank3,numSeats,numCands
Steve Zeltzer,James Boris Perez,Renee Saucedo,1,7
Steve Zeltzer,James Boris Perez,Renee Saucedo,1,7
Steve Zeltzer,James Boris Perez,Renee Saucedo,1,7
Steve Zeltzer,James Boris Perez,Miguel Bustos,1,7
Steve Zeltzer,James Boris Perez,Miguel Bustos,1,7
Steve Zeltzer,Renee Saucedo,James Boris Perez,1,7
Steve Zeltzer,Renee Saucedo,James Boris Perez,1,7
Steve Zeltzer,Renee Saucedo,James Boris Perez,1,7
Steve Zeltzer,Renee Saucedo,Tom Ammiano,1,7
Steve Zeltzer,Renee Saucedo,Lucrecia Bermudez,1,7
Steve Zeltzer,Renee Saucedo,Miguel Bustos,1,7
Steve Zeltzer,Renee Saucedo,Miguel Bustos,1,7
Steve Zeltzer,Renee Saucedo,Miguel Bustos,1,7
Steve Zeltzer,Tom Ammiano,Renee Saucedo,1,7
Steve Zeltzer,Tom Ammiano,Miguel Bustos,1,7
Steve Zeltzer,Tom Ammiano,Miguel Bustos,1,7
Steve Zeltzer,Tom Ammiano,Miguel Bustos,1,7
Steve Zeltzer,Lucrecia Bermudez,James Boris Perez,1,7
Steve Zeltzer,Lucrecia Bermudez,Renee Saucedo,1,7
Steve Zeltzer,Lucrecia Bermudez,Miguel Bustos,1,7
Steve Zeltzer,Miguel Bustos,James Boris Perez,1,7
Steve Zeltzer,Miguel Bustos,James Boris Perez,1,7
Steve Zeltzer,Miguel Bustos,James Boris Perez,1,7
Steve Zeltzer,Miguel Bustos,James Boris Perez,1,7
Steve Zeltzer,Miguel Bustos,James Boris Perez,1,7
Steve Zeltzer,Miguel Bustos,Lucrecia Bermudez,1,7
Steve Zeltzer,skipped,skipped,1,7
Steve Zeltzer,skipped,skipped,1,7
Steve Zeltzer,skipped,skipped,1,7
James Boris Perez,Steve Zeltzer,Renee Saucedo,1,7
James Boris Perez,Steve Zeltzer,Renee Saucedo,1,7
James Boris Perez,Steve Zeltzer,Renee Saucedo,1,7
James Boris Perez,Steve Zeltzer,Lucrecia Bermudez,1,7
James Boris Perez,Steve Zeltzer,Miguel Bustos,1,7
James Boris Perez,Steve Zeltzer,Miguel Bustos,1,7
James Boris Perez,Steve Zeltzer,Miguel Bustos,1,7
James Boris Perez,Steve Zeltzer,skipped,1,7
James Boris Perez,Renee Saucedo,Steve Zeltzer,1,7
James Boris Perez,Renee Saucedo,Lucrecia Bermudez,1,7
James Boris Perez,Renee Saucedo,Lucrecia Bermudez,1,7
James Boris Perez,Renee Saucedo,Miguel Bustos,1,7
James Boris Perez,Tom Ammiano,Steve Zeltzer,1,7
James Boris Perez,Tom Ammiano,Renee Saucedo,1,7
James Boris Perez,Tom Ammiano,Renee Saucedo,1,7
James Boris Perez,Tom Ammiano,Renee Saucedo,1,7
James Boris Perez,Tom Ammiano,Renee Saucedo,1,7
James Boris Perez,Tom Ammiano,Lucrecia Bermudez,1,7
James Boris Perez,Tom Ammiano,Lucrecia Bermudez,1,7
James Boris Perez,Tom Ammiano,Miguel Bustos,1,7
James Boris Perez,Lucrecia Bermudez,Renee Saucedo,1,7
James Boris Perez,Miguel Bustos,Steve Zeltzer,1,7
James Boris Perez,Miguel Bustos,Renee Saucedo,1,7
James Boris Perez,Miguel Bustos,Renee Saucedo,1,7
James Boris Perez,Miguel Bustos,Renee Saucedo,1,7
James Boris Perez,Miguel Bustos,Tom Ammiano,1,7
James Boris Perez,Miguel Bustos,Tom Ammiano,1,7
James Boris Perez,Miguel Bustos,Tom Ammiano,1,7
James Boris Perez,Miguel Bustos,Tom Ammiano,1,7
James Boris Perez,Miguel Bustos,skipped,1,7
James Boris Perez,Miguel Bustos,skipped,1,7
James Boris Perez,Miguel Bustos,skipped,1,7
James Boris Perez,Miguel Bustos,skipped,1,7
James Boris Perez,Miguel Bustos,skipped,1,7
James Boris Perez,Miguel Bustos,skipped,1,7
James Boris Perez,skipped,skipped,1,7
Renee Saucedo,Steve Zeltzer,James Boris Perez,1,7
Renee Saucedo,Steve Zeltzer,Miguel Bustos,1,7
Renee Saucedo,James Boris Perez,Miguel Bustos,1,7
Renee Saucedo,James Boris Perez,Miguel Bustos,1,7
Renee Saucedo,James Boris Perez,Miguel Bustos,1,7
Renee Saucedo,James Boris Perez,skipped,1,7
Renee Saucedo,Tom Ammiano,Steve Zeltzer,1,7
Renee Saucedo,Tom Ammiano,Steve Zeltzer,1,7
Renee Saucedo,Tom Ammiano,James Boris Perez,1,7
Renee Saucedo,Tom Ammiano,James Boris Perez,1,7
Renee Saucedo,Tom Ammiano,James Boris Perez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Lucrecia Bermudez,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,Miguel Bustos,1,7
Renee Saucedo,Tom Ammiano,skipped,1,7
Renee Saucedo,Tom Ammiano,skipped,1,7
Renee Saucedo,Tom Ammiano,skipped,1,7
Renee Saucedo,Tom Ammiano,skipped,1,7
Renee Saucedo,Tom Ammiano,skipped,1,7
Renee Saucedo,Tom Ammiano,skipped,1,7
Renee Saucedo,Lucrecia Bermudez,Steve Zeltzer,1,7
Renee Saucedo,Lucrecia Bermudez,James Boris Perez,1,7
Renee Saucedo,Lucrecia Bermudez,Tom Ammiano,1,7
Renee Saucedo,Lucrecia Bermudez,Tom Ammiano,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,Miguel Bustos,1,7
Renee Saucedo,Lucrecia Bermudez,skipped,1,7
Renee Saucedo,Lucrecia Bermudez,skipped,1,7
Renee Saucedo,Miguel Bustos,Steve Zeltzer,1,7
Renee Saucedo,Miguel Bustos,Steve Zeltzer,1,7
Renee Saucedo,Miguel Bustos,Steve Zeltzer,1,7
Renee Saucedo,Miguel Bustos,James Boris Perez,1,7
Renee Saucedo,Miguel Bustos,Tom Ammiano,1,7
Renee Saucedo,Miguel Bustos,Tom Ammiano,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,Miguel Bustos,Lucrecia Bermudez,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Renee Saucedo,skipped,skipped,1,7
Tom Ammiano,Steve Zeltzer,James Boris Perez,1,7
Tom Ammiano,Steve Zeltzer,James Boris Perez,1,7
Tom Ammiano,Steve Zeltzer,James Boris Perez,1,7
Tom Ammiano,Steve Zeltzer,James Boris Perez,1,7
Tom Ammiano,Steve Zeltzer,James Boris Perez,1,7
Tom Ammiano,Steve Zeltzer,James Boris Perez,1,7
Tom Ammiano,Steve Zeltzer,James Boris Perez,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Renee Saucedo,1,7
Tom Ammiano,Steve Zeltzer,Lucrecia Bermudez,1,7
Tom Ammiano,Steve Zeltzer,Lucrecia Bermudez,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
Tom Ammiano,Steve Zeltzer,Miguel Bustos,1,7
