voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
1,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
2,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
3,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
4,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
5,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
6,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
7,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
8,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
9,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
10,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
11,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
12,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
13,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
14,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
15,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
16,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
17,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
18,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
19,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
20,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
21,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
22,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
23,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
24,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
25,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
26,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
27,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
28,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
29,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
30,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
31,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
32,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
33,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
34,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
35,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
36,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
37,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
38,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
39,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
40,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
41,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
42,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
43,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
44,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
45,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
46,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
47,Lab,Con,Ronald LOGAN (Ind),John SCOTT (Ind),SNP,3,5
48,SNP,Con,John SCOTT (Ind),skipped,skipped,3,5
49,SNP,Con,John SCOTT (Ind),skipped,skipped,3,5
50,SNP,Con,John SCOTT (Ind),skipped,skipped,3,5
51,Lab,SNP,skipped,skipped,skipped,3,5
52,Lab,SNP,skipped,skipped,skipped,3,5
53,Lab,SNP,skipped,skipped,skipped,3,5
54,Lab,SNP,skipped,skipped,skipped,3,5
55,Lab,SNP,skipped,skipped,skipped,3,5
56,Lab,SNP,skipped,skipped,skipped,3,5
57,Lab,SNP,skipped,skipped,skipped,3,5
58,Lab,SNP,skipped,skipped,skipped,3,5
59,Lab,SNP,skipped,skipped,skipped,3,5
60,Lab,SNP,skipped,skipped,skipped,3,5
61,Lab,SNP,skipped,skipped,skipped,3,5
62,Lab,SNP,skipped,skipped,skipped,3,5
63,Lab,SNP,skipped,skipped,skipped,3,5
64,Lab,SNP,skipped,skipped,skipped,3,5
65,Lab,SNP,skipped,skipped,skipped,3,5
66,Lab,SNP,skipped,skipped,skipped,3,5
67,Lab,SNP,skipped,skipped,skipped,3,5
68,Lab,SNP,skipped,skipped,skipped,3,5
69,Lab,SNP,skipped,skipped,skipped,3,5
70,Lab,SNP,skipped,skipped,skipped,3,5
71,Lab,SNP,skipped,skipped,skipped,3,5
72,Lab,SNP,skipped,skipped,skipped,3,5
73,Lab,SNP,skipped,skipped,skipped,3,5
74,Lab,SNP,skipped,skipped,skipped,3,5
75,Lab,SNP,skipped,skipped,skipped,3,5
76,Lab,SNP,skipped,skipped,skipped,3,5
77,Lab,SNP,skipped,skipped,skipped,3,5
78,Lab,SNP,skipped,skipped,skipped,3,5
79,Lab,SNP,skipped,skipped,skipped,3,5
80,Lab,SNP,skipped,skipped,skipped,3,5
81,Lab,SNP,skipped,skipped,skipped,3,5
82,Lab,SNP,skipped,skipped,skipped,3,5
83,Lab,SNP,skipped,skipped,skipped,3,5
84,Lab,SNP,skipped,skipped,skipped,3,5
85,Lab,SNP,skipped,skipped,skipped,3,5
86,Lab,SNP,skipped,skipped,skipped,3,5
87,Lab,SNP,skipped,skipped,skipped,3,5
88,Lab,SNP,skipped,skipped,skipped,3,5
89,Lab,SNP,skipped,skipped,skipped,3,5
90,Lab,SNP,skipped,skipped,skipped,3,5
91,Lab,SNP,skipped,skipped,skipped,3,5
92,Lab,SNP,skipped,skipped,skipped,3,5
93,Lab,SNP,skipped,skipped,skipped,3,5
94,Lab,SNP,skipped,skipped,skipped,3,5
95,Lab,SNP,skipped,skipped,skipped,3,5
96,Lab,SNP,skipped,skipped,skipped,3,5
97,Lab,SNP,skipped,skipped,skipped,3,5
98,Lab,SNP,skipped,skipped,skipped,3,5
99,Lab,SNP,skipped,skipped,skipped,3,5
100,Lab,SNP,skipped,skipped,skipped,3,5
101,Lab,SNP,skipped,skipped,skipped,3,5
102,Lab,SNP,skipped,skipped,skipped,3,5
103,Lab,SNP,skipped,skipped,skipped,3,5
104,Lab,SNP,skipped,skipped,skipped,3,5
105,Lab,SNP,skipped,skipped,skipped,3,5
106,Lab,SNP,skipped,skipped,skipped,3,5
107,Lab,SNP,skipped,skipped,skipped,3,5
108,Lab,SNP,skipped,skipped,skipped,3,5
109,Lab,SNP,skipped,skipped,skipped,3,5
110,Lab,SNP,skipped,skipped,skipped,3,5
111,Lab,SNP,skipped,skipped,skipped,3,5
112,Lab,SNP,skipped,skipped,skipped,3,5
113,Lab,SNP,skipped,skipped,skipped,3,5
114,Lab,SNP,skipped,skipped,skipped,3,5
115,Lab,SNP,skipped,skipped,skipped,3,5
116,Lab,SNP,skipped,skipped,skipped,3,5
117,Lab,SNP,skipped,skipped,skipped,3,5
118,Lab,SNP,skipped,skipped,skipped,3,5
119,Lab,SNP,skipped,skipped,skipped,3,5
120,Lab,SNP,skipped,skipped,skipped,3,5
121,Lab,SNP,skipped,skipped,skipped,3,5
122,Lab,SNP,skipped,skipped,skipped,3,5
123,Lab,SNP,skipped,skipped,skipped,3,5
124,Lab,SNP,skipped,skipped,skipped,3,5
125,Lab,SNP,skipped,skipped,skipped,3,5
126,Lab,SNP,skipped,skipped,skipped,3,5
127,Lab,SNP,skipped,skipped,skipped,3,5
128,Lab,SNP,skipped,skipped,skipped,3,5
129,Lab,SNP,skipped,skipped,skipped,3,5
130,Lab,SNP,skipped,skipped,skipped,3,5
131,Lab,SNP,skipped,skipped,skipped,3,5
132,Lab,SNP,skipped,skipped,skipped,3,5
133,Lab,SNP,skipped,skipped,skipped,3,5
134,Lab,SNP,skipped,skipped,skipped,3,5
135,Lab,SNP,skipped,skipped,skipped,3,5
136,Lab,SNP,skipped,skipped,skipped,3,5
137,Lab,SNP,skipped,skipped,skipped,3,5
138,Lab,SNP,skipped,skipped,skipped,3,5
139,Lab,SNP,skipped,skipped,skipped,3,5
140,Lab,SNP,skipped,skipped,skipped,3,5
141,Lab,SNP,skipped,skipped,skipped,3,5
142,Lab,SNP,skipped,skipped,skipped,3,5
143,Lab,SNP,skipped,skipped,skipped,3,5
144,Lab,SNP,skipped,skipped,skipped,3,5
145,Lab,SNP,skipped,skipped,skipped,3,5
146,Lab,SNP,skipped,skipped,skipped,3,5
147,Lab,SNP,skipped,skipped,skipped,3,5
148,Lab,SNP,skipped,skipped,skipped,3,5
149,Lab,SNP,skipped,skipped,skipped,3,5
150,Lab,SNP,skipped,skipped,skipped,3,5
151,Lab,SNP,skipped,skipped,skipped,3,5
152,Lab,SNP,skipped,skipped,skipped,3,5
153,Lab,SNP,skipped,skipped,skipped,3,5
154,Lab,SNP,skipped,skipped,skipped,3,5
155,Lab,SNP,skipped,skipped,skipped,3,5
156,Lab,SNP,skipped,skipped,skipped,3,5
157,Lab,SNP,skipped,skipped,skipped,3,5
158,Lab,SNP,skipped,skipped,skipped,3,5
159,Lab,SNP,skipped,skipped,skipped,3,5
160,Lab,SNP,skipped,skipped,skipped,3,5
161,Lab,SNP,skipped,skipped,skipped,3,5
162,Lab,SNP,skipped,skipped,skipped,3,5
163,Lab,SNP,skipped,skipped,skipped,3,5
164,Lab,SNP,skipped,skipped,skipped,3,5
165,Lab,SNP,skipped,skipped,skipped,3,5
166,Lab,SNP,skipped,skipped,skipped,3,5
167,Lab,SNP,skipped,skipped,skipped,3,5
168,Lab,SNP,skipped,skipped,skipped,3,5
169,Lab,SNP,skipped,skipped,skipped,3,5
170,Lab,SNP,skipped,skipped,skipped,3,5
171,Lab,SNP,skipped,skipped,skipped,3,5
172,Lab,SNP,skipped,skipped,skipped,3,5
173,Lab,SNP,skipped,skipped,skipped,3,5
174,Lab,SNP,skipped,skipped,skipped,3,5
175,Lab,SNP,skipped,skipped,skipped,3,5
176,Lab,SNP,skipped,skipped,skipped,3,5
177,Lab,SNP,skipped,skipped,skipped,3,5
178,Lab,SNP,skipped,skipped,skipped,3,5
179,Lab,SNP,skipped,skipped,skipped,3,5
180,Lab,SNP,skipped,skipped,skipped,3,5
181,Lab,SNP,skipped,skipped,skipped,3,5
182,Lab,SNP,skipped,skipped,skipped,3,5
183,Lab,SNP,skipped,skipped,skipped,3,5
184,Lab,SNP,skipped,skipped,skipped,3,5
185,Lab,SNP,skipped,skipped,skipped,3,5
186,Lab,SNP,skipped,skipped,skipped,3,5
187,Lab,SNP,skipped,skipped,skipped,3,5
188,Lab,SNP,skipped,skipped,skipped,3,5
189,Lab,SNP,skipped,skipped,skipped,3,5
190,Lab,SNP,skipped,skipped,skipped,3,5
191,Lab,SNP,skipped,skipped,skipped,3,5
192,Lab,SNP,skipped,skipped,skipped,3,5
193,Lab,SNP,skipped,skipped,skipped,3,5
194,Lab,SNP,skipped,skipped,skipped,3,5
195,Lab,SNP,skipped,skipped,skipped,3,5
196,Lab,SNP,skipped,skipped,skipped,3,5
197,Lab,SNP,skipped,skipped,skipped,3,5
198,Lab,SNP,skipped,skipped,skipped,3,5
199,Lab,SNP,skipped,skipped,skipped,3,5
200,Lab,SNP,skipped,skipped,skipped,3,5
201,Lab,SNP,skipped,skipped,skipped,3,5
202,Lab,SNP,skipped,skipped,skipped,3,5
203,Lab,SNP,skipped,skipped,skipped,3,5
204,Lab,SNP,skipped,skipped,skipped,3,5
