ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,numSeats,numCands
00004_00000_374809,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_734793,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_618081,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_646893,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_635328,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_159897,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_481096,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_769244,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_680718,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_633285,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_879012,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_403456,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_885090,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_628149,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_006842,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,Write-in,MARK BARLOW,1,2
00004_00000_442346,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_164391,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_815497,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_426147,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_688104,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_567842,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_136406,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_808229,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_102536,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_524965,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_042279,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_214742,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_980626,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_820316,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_524634,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_483579,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_060067,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_901777,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_622763,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_062839,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_433735,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_437222,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_875071,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_322942,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_395566,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,Write-in,1,2
00004_00000_038122,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_541997,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_205407,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_788681,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_909262,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_013998,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_911846,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_761191,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_160212,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_553246,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_835851,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_942522,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_615467,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_201707,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_616852,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_373606,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_539170,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_361828,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_801273,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_238614,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_436662,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_455178,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_965773,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_590728,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_162628,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_833225,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_596438,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_730518,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_065329,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_398194,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_654331,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_289116,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_411681,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_630925,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_682520,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_154933,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_170790,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_750926,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_794240,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_202371,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_359366,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_495315,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_205618,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_461336,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_668494,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_571103,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_715919,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_149034,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_937529,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_561607,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_419334,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_370770,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_715205,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_944499,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,Write-in,skipped,1,2
00004_00000_705086,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_365541,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,Write-in,skipped,1,2
00004_00000_991638,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_107931,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_687893,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_427136,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_188767,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_895089,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_784948,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_491493,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_733687,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_128546,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_179387,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_364957,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_375673,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_400176,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_040307,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_638668,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_645742,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_189824,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_494025,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_207574,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_448096,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_284299,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_409976,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_650282,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_695973,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_586875,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_105026,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_927834,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_294091,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_522952,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_608095,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_943647,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_319430,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_938036,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_278050,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_587045,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_936069,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_641546,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_543255,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_428305,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,Write-in,skipped,1,2
00004_00000_361041,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_303161,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_091746,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_161011,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_341321,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,Write-in,1,2
00004_00000_787672,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_656295,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_069306,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_983966,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_288399,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_837479,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_339190,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
00004_00000_878907,Ballot 4 - Type 4,Election Day,NORTH,DISTRICT,WARD 4,WARD 4,CITY OF BURLINGTON,MARK BARLOW,skipped,1,2
