voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
1,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
2,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
3,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
4,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
5,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
6,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
7,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
8,Liz KRAFT Scottish National Party (SNP),Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
9,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
10,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
11,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
12,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
13,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
14,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
15,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
16,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
17,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,skipped,skipped,4
18,Liz KRAFT Scottish National Party (SNP),Margot KERR Scottish Liberal Democrats,skipped,skipped,skipped,4
19,Liz KRAFT Scottish National Party (SNP),Margot KERR Scottish Liberal Democrats,skipped,skipped,skipped,4
20,Liz KRAFT Scottish National Party (SNP),Biz CAMPBELL Independent,Chris BIRT Scottish National Party (SNP),Patrick LOGUE Scottish Conservative and Unionist,Margot KERR Scottish Liberal Democrats,4
21,Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,Patrick LOGUE Scottish Conservative and Unionist,Liz KRAFT Scottish National Party (SNP),4
22,Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,Patrick LOGUE Scottish Conservative and Unionist,Liz KRAFT Scottish National Party (SNP),4
23,Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,Patrick LOGUE Scottish Conservative and Unionist,Liz KRAFT Scottish National Party (SNP),4
24,Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,Patrick LOGUE Scottish Conservative and Unionist,Liz KRAFT Scottish National Party (SNP),4
25,Chris BIRT Scottish National Party (SNP),Biz CAMPBELL Independent,Margot KERR Scottish Liberal Democrats,Patrick LOGUE Scottish Conservative and Unionist,Liz KRAFT Scottish National Party (SNP),4
