voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Sarah ATKIN Independent,Lyndsey JOHNSTON Scottish National Party (SNP),Bev SMITH Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,3
1,Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Margaret BRYANT Scottish Labour Party,Theo STRATTON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
2,Lyndsey JOHNSTON Scottish National Party (SNP),Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Sarah ATKIN Independent,Okain John MCLENNAN Independent,Bev SMITH Independent,skipped,skipped,3
3,Morven-May MACCALLUM Scottish Liberal Democrats,Margaret BRYANT Scottish Labour Party,Lyndsey JOHNSTON Scottish National Party (SNP),Anne THOMAS Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,3
4,Lyndsey JOHNSTON Scottish National Party (SNP),Anne THOMAS Scottish Greens - Delivering For Our Community,Sarah ATKIN Independent,Bev SMITH Independent,Okain John MCLENNAN Independent,Morven-May MACCALLUM Scottish Liberal Democrats,skipped,skipped,3
5,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Bev SMITH Independent,Okain John MCLENNAN Independent,Anne THOMAS Scottish Greens - Delivering For Our Community,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,3
6,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
7,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
8,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
9,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
10,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
11,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
12,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
13,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
14,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
15,Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Okain John MCLENNAN Independent,Sarah ATKIN Independent,Margaret BRYANT Scottish Labour Party,Bev SMITH Independent,skipped,skipped,3
16,Morven-May MACCALLUM Scottish Liberal Democrats,Sarah ATKIN Independent,Bev SMITH Independent,Okain John MCLENNAN Independent,Margaret BRYANT Scottish Labour Party,Anne THOMAS Scottish Greens - Delivering For Our Community,Theo STRATTON Scottish Conservative and Unionist,Lyndsey JOHNSTON Scottish National Party (SNP),3
17,Morven-May MACCALLUM Scottish Liberal Democrats,Sarah ATKIN Independent,Bev SMITH Independent,Okain John MCLENNAN Independent,Margaret BRYANT Scottish Labour Party,Anne THOMAS Scottish Greens - Delivering For Our Community,Theo STRATTON Scottish Conservative and Unionist,Lyndsey JOHNSTON Scottish National Party (SNP),3
18,Morven-May MACCALLUM Scottish Liberal Democrats,Margaret BRYANT Scottish Labour Party,Theo STRATTON Scottish Conservative and Unionist,Anne THOMAS Scottish Greens - Delivering For Our Community,Bev SMITH Independent,Okain John MCLENNAN Independent,Sarah ATKIN Independent,Lyndsey JOHNSTON Scottish National Party (SNP),3
19,Anne THOMAS Scottish Greens - Delivering For Our Community,Morven-May MACCALLUM Scottish Liberal Democrats,Bev SMITH Independent,Okain John MCLENNAN Independent,Margaret BRYANT Scottish Labour Party,Sarah ATKIN Independent,Lyndsey JOHNSTON Scottish National Party (SNP),Theo STRATTON Scottish Conservative and Unionist,3
20,Lyndsey JOHNSTON Scottish National Party (SNP),Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Margaret BRYANT Scottish Labour Party,skipped,skipped,skipped,skipped,3
21,Lyndsey JOHNSTON Scottish National Party (SNP),Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Margaret BRYANT Scottish Labour Party,skipped,skipped,skipped,skipped,3
22,Lyndsey JOHNSTON Scottish National Party (SNP),Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Margaret BRYANT Scottish Labour Party,skipped,skipped,skipped,skipped,3
23,Lyndsey JOHNSTON Scottish National Party (SNP),Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Margaret BRYANT Scottish Labour Party,skipped,skipped,skipped,skipped,3
24,Theo STRATTON Scottish Conservative and Unionist,Sarah ATKIN Independent,Okain John MCLENNAN Independent,Bev SMITH Independent,Morven-May MACCALLUM Scottish Liberal Democrats,Margaret BRYANT Scottish Labour Party,Anne THOMAS Scottish Greens - Delivering For Our Community,Lyndsey JOHNSTON Scottish National Party (SNP),3
25,Theo STRATTON Scottish Conservative and Unionist,Sarah ATKIN Independent,Okain John MCLENNAN Independent,Bev SMITH Independent,Morven-May MACCALLUM Scottish Liberal Democrats,Margaret BRYANT Scottish Labour Party,Anne THOMAS Scottish Greens - Delivering For Our Community,Lyndsey JOHNSTON Scottish National Party (SNP),3
26,Theo STRATTON Scottish Conservative and Unionist,Sarah ATKIN Independent,Okain John MCLENNAN Independent,Bev SMITH Independent,Morven-May MACCALLUM Scottish Liberal Democrats,Margaret BRYANT Scottish Labour Party,Anne THOMAS Scottish Greens - Delivering For Our Community,Lyndsey JOHNSTON Scottish National Party (SNP),3
27,Morven-May MACCALLUM Scottish Liberal Democrats,Okain John MCLENNAN Independent,Bev SMITH Independent,Sarah ATKIN Independent,Anne THOMAS Scottish Greens - Delivering For Our Community,Lyndsey JOHNSTON Scottish National Party (SNP),Margaret BRYANT Scottish Labour Party,skipped,3
28,Bev SMITH Independent,Okain John MCLENNAN Independent,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,Anne THOMAS Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,3
29,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,3
30,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,3
31,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,3
32,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,3
33,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,3
34,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Theo STRATTON Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,3
35,Okain John MCLENNAN Independent,Bev SMITH Independent,Sarah ATKIN Independent,Anne THOMAS Scottish Greens - Delivering For Our Community,Theo STRATTON Scottish Conservative and Unionist,Margaret BRYANT Scottish Labour Party,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),3
36,Lyndsey JOHNSTON Scottish National Party (SNP),Sarah ATKIN Independent,Bev SMITH Independent,Morven-May MACCALLUM Scottish Liberal Democrats,Margaret BRYANT Scottish Labour Party,Okain John MCLENNAN Independent,Theo STRATTON Scottish Conservative and Unionist,Anne THOMAS Scottish Greens - Delivering For Our Community,3
37,Sarah ATKIN Independent,Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
38,Sarah ATKIN Independent,Morven-May MACCALLUM Scottish Liberal Democrats,Anne THOMAS Scottish Greens - Delivering For Our Community,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,3
39,Theo STRATTON Scottish Conservative and Unionist,Morven-May MACCALLUM Scottish Liberal Democrats,Okain John MCLENNAN Independent,Bev SMITH Independent,Sarah ATKIN Independent,Anne THOMAS Scottish Greens - Delivering For Our Community,Margaret BRYANT Scottish Labour Party,Lyndsey JOHNSTON Scottish National Party (SNP),3
40,Theo STRATTON Scottish Conservative and Unionist,Morven-May MACCALLUM Scottish Liberal Democrats,Sarah ATKIN Independent,Bev SMITH Independent,Margaret BRYANT Scottish Labour Party,Anne THOMAS Scottish Greens - Delivering For Our Community,Okain John MCLENNAN Independent,Lyndsey JOHNSTON Scottish National Party (SNP),3
41,Bev SMITH Independent,Margaret BRYANT Scottish Labour Party,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
42,Bev SMITH Independent,Margaret BRYANT Scottish Labour Party,Okain John MCLENNAN Independent,skipped,skipped,skipped,skipped,skipped,3
43,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
44,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
45,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
46,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
47,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
48,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
49,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
50,Morven-May MACCALLUM Scottish Liberal Democrats,Lyndsey JOHNSTON Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
