voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,num_positions
0,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Bill LOBBAN Independent,Charlie WHELAN Scottish Labour Party,skipped,skipped,skipped,skipped,4
1,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Bill LOBBAN Independent,Charlie WHELAN Scottish Labour Party,skipped,skipped,skipped,skipped,4
2,Declan GALLACHER Scottish Liberal Democrats,Russell JONES Independent,Bill LOBBAN Independent,Charlie WHELAN Scottish Labour Party,Pippa HADLEY Re-elect your Scottish Green Councillor,Muriel COCKBURN Scottish National Party (SNP),John BRUCE Scottish Conservative and Unionist,Dave FALLOWS Scottish National Party (SNP),4
3,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,Declan GALLACHER Scottish Liberal Democrats,Russell JONES Independent,skipped,skipped,skipped,4
4,Pippa HADLEY Re-elect your Scottish Green Councillor,Bill LOBBAN Independent,Declan GALLACHER Scottish Liberal Democrats,Russell JONES Independent,John BRUCE Scottish Conservative and Unionist,skipped,skipped,skipped,4
5,John BRUCE Scottish Conservative and Unionist,Bill LOBBAN Independent,Russell JONES Independent,Pippa HADLEY Re-elect your Scottish Green Councillor,Declan GALLACHER Scottish Liberal Democrats,Charlie WHELAN Scottish Labour Party,Muriel COCKBURN Scottish National Party (SNP),Dave FALLOWS Scottish National Party (SNP),4
6,Russell JONES Independent,Pippa HADLEY Re-elect your Scottish Green Councillor,Muriel COCKBURN Scottish National Party (SNP),Dave FALLOWS Scottish National Party (SNP),Declan GALLACHER Scottish Liberal Democrats,skipped,skipped,skipped,4
7,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,4
8,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,4
9,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,4
10,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,4
11,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,4
12,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,4
13,Russell JONES Independent,Dave FALLOWS Scottish National Party (SNP),Muriel COCKBURN Scottish National Party (SNP),Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,4
14,Dave FALLOWS Scottish National Party (SNP),John BRUCE Scottish Conservative and Unionist,Pippa HADLEY Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,skipped,4
15,Russell JONES Independent,Bill LOBBAN Independent,Charlie WHELAN Scottish Labour Party,Pippa HADLEY Re-elect your Scottish Green Councillor,Muriel COCKBURN Scottish National Party (SNP),Declan GALLACHER Scottish Liberal Democrats,Dave FALLOWS Scottish National Party (SNP),skipped,4
16,Muriel COCKBURN Scottish National Party (SNP),John BRUCE Scottish Conservative and Unionist,Declan GALLACHER Scottish Liberal Democrats,Bill LOBBAN Independent,skipped,skipped,skipped,skipped,4
