voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Sarah FANET Scottish National Party (SNP),Angus MACDONALD Scottish Liberal Democrats,Kate WILLIS Scottish Green Party,Fiona FAWCETT Scottish Conservative and Unionist,skipped,4
1,Thomas MACLENNAN Independent,Sarah FANET Scottish National Party (SNP),Fiona FAWCETT Scottish Conservative and Unionist,Kate WILLIS Scottish Green Party,Angus MACDONALD Scottish Liberal Democrats,4
2,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
3,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
4,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
5,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
6,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
7,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
8,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
9,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
10,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
11,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
12,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
13,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
14,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
15,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
16,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
17,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
18,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
19,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
20,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
21,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
22,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
23,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
24,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
25,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
26,Angus MACDONALD Scottish Liberal Democrats,Sarah FANET Scottish National Party (SNP),Kate WILLIS Scottish Green Party,skipped,skipped,4
