Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,numSeats,numCands
ST LOUIS PARK W-4 P-15,151838,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151839,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151840,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151841,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151842,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151843,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151844,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151845,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151846,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151847,ST LOUIS PARK W-4 P-15,Tim Brausen,writein,skipped,1,2
ST LOUIS PARK W-4 P-15,151848,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151849,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151851,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151852,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151853,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151854,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151856,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151857,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151858,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151859,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151860,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151861,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151862,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151863,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151864,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151865,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151866,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151867,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151868,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151869,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151870,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151871,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151872,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151873,ST LOUIS PARK W-4 P-15,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-15,151874,ST LOUIS PARK W-4 P-15,writein,Tim Brausen,skipped,1,2
ST LOUIS PARK W-4 P-14,151875,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151876,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151877,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151878,ST LOUIS PARK W-4 P-14,Tim Brausen,writein,skipped,1,2
ST LOUIS PARK W-4 P-14,151879,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151880,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151881,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151882,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151883,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151884,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151885,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151886,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151887,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151888,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151889,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151890,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151891,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151892,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151893,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151894,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151895,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151896,ST LOUIS PARK W-4 P-14,writein,Tim Brausen,skipped,1,2
ST LOUIS PARK W-4 P-14,151897,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151898,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151899,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151900,ST LOUIS PARK W-4 P-14,Tim Brausen,writein,skipped,1,2
ST LOUIS PARK W-4 P-14,151901,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151902,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151904,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151905,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151906,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151907,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151908,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151909,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151910,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151911,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151912,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151913,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151914,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151915,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151916,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151917,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151918,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151919,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151920,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151921,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151922,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151924,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151925,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151926,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151927,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151928,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151929,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151930,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151931,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151932,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151933,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151934,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151935,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151936,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151937,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151938,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151939,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151940,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151941,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151942,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151943,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151944,ST LOUIS PARK W-4 P-14,writein,Tim Brausen,skipped,1,2
ST LOUIS PARK W-4 P-14,151945,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151946,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151948,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151950,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151951,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151952,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151953,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151954,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151955,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151956,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151957,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151958,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151960,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151961,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151962,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151963,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151964,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151965,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151966,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151967,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151968,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151969,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151970,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151971,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151972,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151973,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151974,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151975,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151976,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151977,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151978,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151979,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151980,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151981,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151982,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151983,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151984,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151985,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151986,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151987,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151988,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151989,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151990,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151991,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151992,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151993,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151994,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151995,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151996,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151997,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151998,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,151999,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152000,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152001,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152002,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152003,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152004,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152005,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152006,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152008,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152009,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152010,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152011,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152012,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152013,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152014,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152015,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152016,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152017,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152018,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152019,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152021,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152022,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152023,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152024,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152025,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152026,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152027,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152028,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152029,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152030,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152031,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152033,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152034,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152035,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152036,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152038,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152040,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152041,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152042,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152043,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152044,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152045,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152046,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152047,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152048,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152049,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152050,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152051,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152052,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152054,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152055,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152056,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152057,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152058,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152059,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152060,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152061,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152062,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152063,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152064,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152065,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152066,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152067,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152068,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152069,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152070,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152071,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152072,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152073,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152074,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152075,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152076,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152077,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152078,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152079,ST LOUIS PARK W-4 P-14,Tim Brausen,writein,skipped,1,2
ST LOUIS PARK W-4 P-14,152080,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152081,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152082,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152083,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152084,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152085,ST LOUIS PARK W-4 P-14,writein,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152086,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
ST LOUIS PARK W-4 P-14,152087,ST LOUIS PARK W-4 P-14,Tim Brausen,skipped,skipped,1,2
