voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Bob BAND (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Bob BAND (SNP),Susan BATHGATE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Bob BAND (SNP),Susan BATHGATE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Bob BAND (SNP),Susan BATHGATE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Bob BAND (SNP),Susan BATHGATE (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Bob BAND (SNP),Susan BATHGATE (Ind),Damian HOUSTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
36,Bob BAND (SNP),Susan BATHGATE (Ind),Damian HOUSTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
37,Bob BAND (SNP),Susan BATHGATE (Ind),Damian HOUSTON (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4
38,Bob BAND (SNP),Susan BATHGATE (Ind),Damian HOUSTON (Ind),Michael JAMIESON (C),skipped,skipped,skipped,skipped,skipped,4
39,Bob BAND (SNP),Susan BATHGATE (Ind),Damian HOUSTON (Ind),Michael JAMIESON (C),skipped,skipped,skipped,skipped,skipped,4
